figure_key,series,seq,source,draw_index,x_pt,y_pt,x_px600,y_px600,marker_w_pt,marker_h_pt,deflection_in,load_kips
report_fig5-20,DBLNB-30BS_center,19,markers,167,193.05,218.55,1608.8,1821.2,5.22,5.22,0.573,73.996
report_fig5-20,DBLNB-30BS_center,20,markers,172,194.55,215.55,1621.3,1796.2,5.22,5.22,0.6215,78.079
report_fig5-20,DBLNB-30BS_center,21,markers,177,198.3,207.33,1652.5,1727.8,5.28,5.22,0.7428,89.265
report_fig5-20,DBLNB-30BS_center,22,markers,182,198.3,207.33,1652.5,1727.8,5.28,5.22,0.7428,89.265
report_fig5-20,DBLNB-30BS_center,23,markers,187,199.05,203.58,1658.8,1696.5,5.22,5.28,0.7671,94.368
report_fig5-20,DBLNB-30BS_center,24,markers,192,201.3,199.83,1677.5,1665.3,5.28,5.22,0.8398,99.471
report_fig5-20,DBLNB-30BS_center,25,markers,197,202.8,196.08,1690.0,1634.0,5.28,5.28,0.8884,104.574
report_fig5-20,DBLNB-30BS_center,26,markers,202,204.3,192.33,1702.5,1602.8,5.28,5.22,0.9369,109.677
report_fig5-20,DBLNB-30BS_center,27,markers,207,204.3,193.08,1702.5,1609.0,5.28,5.28,0.9369,108.656
report_fig5-20,DBLNB-30BS_center,28,markers,212,206.55,188.58,1721.3,1571.5,5.22,5.28,1.0097,114.78
report_fig5-20,DBLNB-30BS_center,29,markers,217,208.05,185.58,1733.8,1546.5,5.22,5.28,1.0582,118.863
report_fig5-20,DBLNB-30BS_center,30,markers,222,210.3,181.83,1752.5,1515.3,5.28,5.22,1.131,123.966
report_fig5-20,DBLNB-30BS_center,31,markers,227,211.8,178.83,1765.0,1490.3,5.28,5.22,1.1795,128.048
report_fig5-20,DBLNB-30BS_center,32,markers,232,214.05,174.33,1783.8,1452.8,5.22,5.22,1.2523,134.172
report_fig5-20,DBLNB-30BS_center,33,markers,237,215.55,171.33,1796.3,1427.8,5.22,5.22,1.3008,138.254
report_fig5-20,DBLNB-30BS_center,34,markers,242,217.8,168.33,1815.0,1402.8,5.28,5.22,1.3736,142.337
report_fig5-20,DBLNB-30BS_center,35,markers,247,219.3,164.58,1827.5,1371.5,5.28,5.28,1.4221,147.44
report_fig5-20,DBLNB-30BS_center,36,markers,252,221.55,160.08,1846.3,1334.0,5.22,5.28,1.4949,153.564
report_fig5-20,DBLNB-30BS_center,37,markers,257,223.8,157.08,1865.0,1309.0,5.28,5.28,1.5676,157.646
report_fig5-20,DBLNB-30BS_center,38,markers,262,226.05,153.33,1883.8,1277.8,5.22,5.22,1.6404,162.749
report_fig5-20,DBLNB-30BS_center,39,markers,267,228.3,149.58,1902.5,1246.5,5.28,5.28,1.7132,167.853
report_fig5-20,DBLNB-30BS_center,40,markers,272,230.55,145.83,1921.3,1215.3,5.22,5.22,1.786,172.956
report_fig5-20,DBLNB-30BS_center,41,markers,277,232.8,142.08,1940.0,1184.0,5.28,5.28,1.8588,178.059
report_fig5-20,DBLNB-30BS_center,42,markers,282,235.8,139.08,1965.0,1159.0,5.28,5.28,1.9558,182.141
report_fig5-20,DBLNB-30BS_center,43,markers,287,238.8,135.33,1990.0,1127.8,5.28,5.22,2.0529,187.244
report_fig5-20,DBLNB-30BS_center,44,markers,292,238.8,136.08,1990.0,1134.0,5.28,5.28,2.0529,186.224
report_fig5-20,DBLNB-30BS_center,45,markers,297,242.55,132.33,2021.3,1102.8,5.22,5.22,2.1742,191.327
report_fig5-20,DBLNB-30BS_center,46,markers,302,246.3,127.83,2052.5,1065.3,5.28,5.22,2.2955,197.451
report_fig5-20,DBLNB-30BS_center,47,markers,307,246.3,130.08,2052.5,1084.0,5.28,5.28,2.2955,194.389
report_fig5-20,DBLNB-30BS_center,48,markers,312,247.8,127.08,2065.0,1059.0,5.28,5.28,2.344,198.471
report_fig5-20,DBLNB-30BS_center,49,markers,317,247.8,127.08,2065.0,1059.0,5.28,5.28,2.344,198.471
report_fig5-20,DBLNB-30BS_center,50,markers,322,250.05,124.08,2083.8,1034.0,5.22,5.28,2.4168,202.554
report_fig5-20,DBLNB-30BS_center,51,markers,327,254.55,121.08,2121.3,1009.0,5.22,5.28,2.5623,206.636
report_fig5-20,DBLNB-30BS_center,52,markers,332,260.55,117.33,2171.3,977.8,5.22,5.22,2.7564,211.739
report_fig5-20,DBLNB-30BS_center,53,markers,337,267.3,115.83,2227.5,965.3,5.28,5.22,2.9747,213.781
report_fig5-20,DBLNB-30BS_center,54,markers,342,277.05,112.83,2308.8,940.3,5.22,5.22,3.2901,217.863
report_fig5-20,DBLNB-30BS_center,55,markers,347,284.55,108.33,2371.3,902.8,5.22,5.22,3.5327,223.987
report_fig5-20,DBLNB-30BS_center,56,markers,352,284.55,108.33,2371.3,902.8,5.22,5.22,3.5327,223.987
report_fig5-20,DBLNB-30BS_center,57,markers,357,292.05,105.33,2433.8,877.8,5.22,5.22,3.7753,228.069
report_fig5-20,DBLNB-30BS_center,58,markers,362,300.3,103.83,2502.5,865.3,5.28,5.22,4.0422,230.11
report_fig5-20,DBLNB-30BS_center,59,markers,367,307.8,103.08,2565.0,859.0,5.28,5.28,4.2848,231.131
report_fig5-20,DBLNB-30BS_center,60,markers,372,317.55,169.83,2646.3,1415.3,5.22,5.22,4.6002,140.296
report_fig5-20,DBLNB-30BS_center,61,markers,377,317.55,169.83,2646.3,1415.3,5.22,5.22,4.6002,140.296
report_fig5-20,DBLNB-30BS_center,62,markers,382,317.55,169.83,2646.3,1415.3,5.22,5.22,4.6002,140.296
report_fig5-20,DBLNB-30BS_center,63,markers,387,323.52,161.58,2696.0,1346.5,5.28,5.28,4.7933,151.523
report_fig5-20,DBLNB-30BS_center,64,markers,392,330.27,155.58,2752.3,1296.5,5.22,5.28,5.0116,159.688
report_fig5-20,DBLNB-30BS_center,65,markers,397,330.27,155.58,2752.3,1296.5,5.22,5.28,5.0116,159.688
report_fig5-20,DBLNB-30BS_center,66,markers,402,338.52,152.58,2821.0,1271.5,5.28,5.28,5.2785,163.77
report_fig5-20,DBLNB-30BS_center,67,markers,407,338.52,153.33,2821.0,1277.8,5.28,5.22,5.2785,162.749
report_fig5-20,DBLNB-30BS_center,68,markers,412,361.77,149.58,3014.8,1246.5,5.22,5.28,6.0306,167.853
report_fig5-20,DBLNB-30BS_center,69,markers,417,376.77,148.08,3139.8,1234.0,5.22,5.28,6.5158,169.894
report_fig5-20,DBLNB-30BS_center,70,markers,422,392.52,148.08,3271.0,1234.0,5.28,5.28,7.0253,169.894
report_fig5-20,DBLNB-30BS_center,71,markers,427,392.52,148.83,3271.0,1240.3,5.28,5.22,7.0253,168.873
report_fig5-20,DBLNB-30BS_center,72,markers,432,437.52,148.08,3646.0,1234.0,5.28,5.28,8.4809,169.894
report_fig5-20,DBLNB-30BS_center,73,markers,437,454.77,151.83,3789.8,1265.3,5.22,5.22,9.0389,164.791
report_fig5-20,HASAA-30BS_center,1,markers,442,175.41,272.91,1461.8,2274.3,4.5,4.5,0.0024,0.021
report_fig5-20,HASAA-30BS_center,2,markers,443,176.19,269.19,1468.3,2243.3,4.5,4.5,0.0276,5.084
report_fig5-20,HASAA-30BS_center,3,markers,444,177.69,265.41,1480.8,2211.8,4.5,4.5,0.0761,10.228
report_fig5-20,HASAA-30BS_center,4,markers,445,178.41,261.69,1486.8,2180.8,4.5,4.5,0.0994,15.29
report_fig5-20,HASAA-30BS_center,5,markers,446,179.19,257.91,1493.3,2149.3,4.5,4.5,0.1246,20.434
report_fig5-20,HASAA-30BS_center,6,markers,447,179.19,257.91,1493.3,2149.3,4.5,4.5,0.1246,20.434
report_fig5-20,HASAA-30BS_center,7,markers,448,180.69,254.19,1505.8,2118.3,4.5,4.5,0.1732,25.496
report_fig5-20,HASAA-30BS_center,8,markers,449,181.41,251.19,1511.8,2093.3,4.5,4.5,0.1965,29.579
report_fig5-20,HASAA-30BS_center,9,markers,450,181.41,251.19,1511.8,2093.3,4.5,4.5,0.1965,29.579
report_fig5-20,HASAA-30BS_center,10,markers,451,182.91,247.41,1524.3,2061.8,4.5,4.5,0.245,34.723
report_fig5-20,HASAA-30BS_center,11,markers,452,182.91,247.41,1524.3,2061.8,4.5,4.5,0.245,34.723
report_fig5-20,HASAA-30BS_center,12,markers,453,183.69,243.69,1530.8,2030.8,4.5,4.5,0.2702,39.785
report_fig5-20,HASAA-30BS_center,13,markers,454,185.19,239.91,1543.3,1999.3,4.5,4.5,0.3187,44.929
report_fig5-20,HASAA-30BS_center,14,markers,455,186.69,236.19,1555.8,1968.3,4.5,4.5,0.3672,49.991
report_fig5-20,HASAA-30BS_center,15,markers,456,188.19,232.41,1568.3,1936.8,4.5,4.5,0.4158,55.135
report_fig5-20,HASAA-30BS_center,16,markers,457,189.69,228.69,1580.8,1905.8,4.5,4.5,0.4643,60.197
report_fig5-20,HASAA-30BS_center,17,markers,458,190.41,224.91,1586.8,1874.3,4.5,4.5,0.4876,65.341
report_fig5-20,HASAA-30BS_center,18,markers,459,191.91,221.19,1599.3,1843.3,4.5,4.5,0.5361,70.404
report_fig5-20,HASAA-30BS_center,19,markers,460,193.41,218.19,1611.8,1818.3,4.5,4.5,0.5846,74.486
report_fig5-20,HASAA-30BS_center,20,markers,461,194.19,214.41,1618.3,1786.8,4.5,4.5,0.6098,79.63
report_fig5-20,HASAA-30BS_center,21,markers,462,195.69,210.69,1630.8,1755.8,4.5,4.5,0.6584,84.692
report_fig5-20,HASAA-30BS_center,22,markers,463,197.19,206.94,1643.3,1724.5,4.5,4.44,0.7069,89.795
report_fig5-20,HASAA-30BS_center,23,markers,464,198.69,203.19,1655.8,1693.3,4.5,4.5,0.7554,94.898
report_fig5-20,HASAA-30BS_center,24,markers,465,200.19,199.47,1668.3,1662.3,4.5,4.5,0.8039,99.961
report_fig5-20,HASAA-30BS_center,25,markers,466,201.69,195.69,1680.8,1630.8,4.5,4.5,0.8525,105.105
report_fig5-20,HASAA-30BS_center,26,markers,467,202.41,191.97,1686.8,1599.8,4.5,4.5,0.8757,110.167
report_fig5-20,HASAA-30BS_center,27,markers,468,204.69,188.19,1705.8,1568.3,4.5,4.5,0.9495,115.311
report_fig5-20,HASAA-30BS_center,28,markers,469,206.19,185.19,1718.3,1543.3,4.5,4.5,0.998,119.393
report_fig5-20,HASAA-30BS_center,29,markers,470,207.69,181.47,1730.8,1512.3,4.5,4.5,1.0465,124.456
report_fig5-20,HASAA-30BS_center,30,markers,471,209.19,177.69,1743.3,1480.8,4.5,4.5,1.0951,129.6
report_fig5-20,HASAA-30BS_center,31,markers,472,210.69,173.97,1755.8,1449.8,4.5,4.5,1.1436,134.662
report_fig5-20,HASAA-30BS_center,32,markers,473,212.19,170.19,1768.3,1418.3,4.5,4.5,1.1921,139.806
report_fig5-20,HASAA-30BS_center,33,markers,474,214.41,166.47,1786.8,1387.3,4.5,4.5,1.2639,144.868
report_fig5-20,HASAA-30BS_center,34,markers,475,215.91,162.69,1799.3,1355.8,4.5,4.5,1.3124,150.012
report_fig5-20,HASAA-30BS_center,35,markers,476,217.41,158.97,1811.8,1324.8,4.5,4.5,1.3609,155.074
report_fig5-20,HASAA-30BS_center,36,markers,477,219.69,155.19,1830.8,1293.3,4.5,4.5,1.4347,160.218
report_fig5-20,HASAA-30BS_center,37,markers,478,221.19,152.19,1843.3,1268.3,4.5,4.5,1.4832,164.301
report_fig5-20,HASAA-30BS_center,38,markers,479,223.41,148.47,1861.8,1237.3,4.5,4.5,1.555,169.363
report_fig5-20,HASAA-30BS_center,39,markers,480,225.69,144.69,1880.8,1205.8,4.5,4.5,1.6288,174.507
report_fig5-20,HASAA-30BS_center,40,markers,481,227.91,140.97,1899.3,1174.8,4.5,4.5,1.7006,179.569
report_fig5-20,HASAA-30BS_center,41,markers,482,230.19,137.19,1918.3,1143.3,4.5,4.5,1.7743,184.713
report_fig5-20,HASAA-30BS_center,42,markers,483,233.19,134.19,1943.3,1118.3,4.5,4.5,1.8714,188.796
report_fig5-20,HASAA-30BS_center,43,markers,484,236.19,130.47,1968.3,1087.3,4.5,4.5,1.9684,193.858
report_fig5-20,HASAA-30BS_center,44,markers,485,239.19,128.19,1993.3,1068.3,4.5,4.5,2.0655,196.961
report_fig5-20,HASAA-30BS_center,45,markers,486,243.69,123.69,2030.8,1030.8,4.5,4.5,2.211,203.084
report_fig5-20,HASAA-30BS_center,46,markers,487,247.41,122.97,2061.8,1024.8,4.5,4.5,2.3314,204.064
report_fig5-20,HASAA-30BS_center,47,markers,488,249.69,118.47,2080.8,987.3,4.5,4.5,2.4051,210.188
report_fig5-20,HASAA-30BS_center,48,markers,489,251.91,116.97,2099.3,974.8,4.5,4.5,2.4769,212.229
report_fig5-20,HASAA-30BS_center,49,markers,490,257.91,113.19,2149.3,943.3,4.5,4.5,2.671,217.373
report_fig5-20,HASAA-30BS_center,50,markers,491,263.91,109.47,2199.3,912.3,4.5,4.5,2.8651,222.435
report_fig5-20,HASAA-30BS_center,51,markers,492,268.41,107.97,2236.8,899.8,4.5,4.5,3.0107,224.477
report_fig5-20,HASAA-30BS_center,52,markers,493,286.41,101.97,2386.8,849.8,4.5,4.5,3.5929,232.642
report_fig5-20,HASAA-30BS_center,53,markers,494,291.69,101.19,2430.8,843.3,4.5,4.5,3.7637,233.703
report_fig5-20,HASAA-30BS_center,54,markers,495,299.19,99.69,2493.3,830.8,4.5,4.5,4.0063,235.744
report_fig5-20,HASAA-30BS_center,55,markers,496,299.19,99.69,2493.3,830.8,4.5,4.5,4.0063,235.744
report_fig5-20,HASAA-30BS_center,56,markers,497,307.41,98.97,2561.8,824.8,4.5,4.5,4.2722,236.724
report_fig5-20,HASAA-30BS_center,57,markers,498,314.91,96.69,2624.3,805.8,4.5,4.5,4.5148,239.827
report_fig5-20,HASAA-30BS_center,58,markers,499,314.91,97.47,2624.3,812.3,4.5,4.5,4.5148,238.765
report_fig5-20,HASAA-30BS_center,59,markers,500,326.13,168.69,2717.8,1405.8,4.5,4.5,4.8777,141.847
report_fig5-20,HASAA-30BS_center,60,markers,501,326.13,168.69,2717.8,1405.8,4.5,4.5,4.8777,141.847
report_fig5-20,HASAA-30BS_center,61,markers,502,329.91,162.69,2749.3,1355.8,4.5,4.5,5.0,150.012
report_fig5-20,HASAA-30BS_center,62,markers,503,338.13,155.97,2817.8,1299.8,4.5,4.5,5.2659,159.157
report_fig5-20,HASAA-30BS_center,63,markers,504,345.63,152.19,2880.3,1268.3,4.5,4.5,5.5085,164.301
report_fig5-20,HASAA-30BS_center,64,markers,505,345.63,152.19,2880.3,1268.3,4.5,4.5,5.5085,164.301
report_fig5-20,HASAA-30BS_center,65,markers,506,361.41,150.69,3011.8,1255.8,4.5,4.5,6.0189,166.342
report_fig5-20,HASAA-30BS_center,66,markers,507,377.13,148.47,3142.8,1237.3,4.5,4.5,6.5274,169.363
report_fig5-20,HASAA-30BS_center,67,markers,508,392.91,148.47,3274.3,1237.3,4.5,4.5,7.0379,169.363
report_fig5-20,HASAA-30BS_center,68,markers,509,408.63,148.47,3405.3,1237.3,4.5,4.5,7.5464,169.363
report_fig5-20,HASAA-30BS_center,69,markers,510,423.63,149.97,3530.3,1249.8,4.5,4.5,8.0316,167.322
report_fig5-20,HASAA-30BS_center,70,markers,511,423.63,150.69,3530.3,1255.8,4.5,4.5,8.0316,166.342
report_fig5-20,HASAA-30BS_center,71,markers,512,439.41,151.47,3661.8,1262.3,4.5,4.5,8.542,165.281
report_fig5-20,HASAA-30BS_center,72,markers,513,455.13,155.19,3792.8,1293.3,4.5,4.5,9.0505,160.218
report_fig5-20,HASAA-30BS_center,73,markers,514,455.13,155.19,3792.8,1293.3,4.5,4.5,9.0505,160.218
report_fig5-20,HASAA-30BS_center,74,markers,515,471.63,159.69,3930.3,1330.8,4.5,4.5,9.5842,154.095
report_fig5-20,HASAA-30BS_center,75,markers,516,471.63,159.69,3930.3,1330.8,4.5,4.5,9.5842,154.095
report_fig5-20,NON-00BS_center,1,markers,517,175.41,272.91,1461.8,2274.3,4.5,4.5,0.0024,0.021
report_fig5-20,NON-00BS_center,2,markers,519,176.91,269.19,1474.3,2243.3,4.5,4.5,0.0509,5.084
report_fig5-20,NON-00BS_center,3,markers,521,179.19,265.41,1493.3,2211.8,4.5,4.5,0.1246,10.228
report_fig5-20,NON-00BS_center,4,markers,523,179.91,263.91,1499.3,2199.3,4.5,4.5,0.1479,12.269
report_fig5-20,NON-00BS_center,5,markers,525,180.69,261.69,1505.8,2180.8,4.5,4.5,0.1732,15.29
report_fig5-20,NON-00BS_center,6,markers,527,180.69,261.69,1505.8,2180.8,4.5,4.5,0.1732,15.29
report_fig5-20,NON-00BS_center,7,markers,529,182.19,260.19,1518.3,2168.3,4.5,4.5,0.2217,17.331
report_fig5-20,NON-00BS_center,8,markers,531,183.69,257.91,1530.8,2149.3,4.5,4.5,0.2702,20.434
report_fig5-20,NON-00BS_center,9,markers,533,184.41,256.41,1536.8,2136.8,4.5,4.5,0.2935,22.475
report_fig5-20,NON-00BS_center,10,markers,535,185.91,254.91,1549.3,2124.3,4.5,4.5,0.342,24.516
report_fig5-20,NON-00BS_center,11,markers,537,186.69,252.69,1555.8,2105.8,4.5,4.5,0.3672,27.537
report_fig5-20,NON-00BS_center,12,markers,539,186.69,252.69,1555.8,2105.8,4.5,4.5,0.3672,27.537
report_fig5-20,NON-00BS_center,13,markers,541,188.19,251.19,1568.3,2093.3,4.5,4.5,0.4158,29.579
report_fig5-20,NON-00BS_center,14,markers,543,188.91,248.91,1574.3,2074.3,4.5,4.5,0.4391,32.681
report_fig5-20,NON-00BS_center,15,markers,545,190.41,247.41,1586.8,2061.8,4.5,4.5,0.4876,34.723
report_fig5-20,NON-00BS_center,16,markers,547,191.91,245.19,1599.3,2043.3,4.5,4.5,0.5361,37.744
report_fig5-20,NON-00BS_center,17,markers,549,193.41,243.69,1611.8,2030.8,4.5,4.5,0.5846,39.785
report_fig5-20,NON-00BS_center,18,markers,551,194.19,241.41,1618.3,2011.8,4.5,4.5,0.6098,42.887
report_fig5-20,NON-00BS_center,19,markers,553,195.69,239.91,1630.8,1999.3,4.5,4.5,0.6584,44.929
report_fig5-20,NON-00BS_center,20,markers,555,197.19,237.69,1643.3,1980.8,4.5,4.5,0.7069,47.95
report_fig5-20,NON-00BS_center,21,markers,557,198.69,236.19,1655.8,1968.3,4.5,4.5,0.7554,49.991
report_fig5-20,NON-00BS_center,22,markers,559,199.41,234.69,1661.8,1955.8,4.5,4.5,0.7787,52.032
report_fig5-20,NON-00BS_center,23,markers,561,199.41,234.69,1661.8,1955.8,4.5,4.5,0.7787,52.032
report_fig5-20,NON-00BS_center,24,markers,563,200.91,232.41,1674.3,1936.8,4.5,4.5,0.8272,55.135
report_fig5-20,NON-00BS_center,25,markers,565,202.41,230.91,1686.8,1924.3,4.5,4.5,0.8757,57.176
report_fig5-20,NON-00BS_center,26,markers,567,203.19,228.69,1693.3,1905.8,4.5,4.5,0.901,60.197
report_fig5-20,NON-00BS_center,27,markers,569,203.91,228.69,1699.3,1905.8,4.5,4.5,0.9243,60.197
report_fig5-20,NON-00BS_center,28,markers,571,205.41,226.41,1711.8,1886.8,4.5,4.5,0.9728,63.3
report_fig5-20,NON-00BS_center,29,markers,573,206.91,224.91,1724.3,1874.3,4.5,4.5,1.0213,65.341
report_fig5-20,NON-00BS_center,30,markers,575,207.69,222.69,1730.8,1855.8,4.5,4.5,1.0465,68.362
report_fig5-20,NON-00BS_center,31,markers,577,207.69,222.69,1730.8,1855.8,4.5,4.5,1.0465,68.362
report_fig5-20,NON-00BS_center,32,markers,579,209.19,221.19,1743.3,1843.3,4.5,4.5,1.0951,70.404
report_fig5-20,NON-00BS_center,33,markers,581,210.69,218.91,1755.8,1824.3,4.5,4.5,1.1436,73.506
report_fig5-20,NON-00BS_center,34,markers,583,212.19,217.41,1768.3,1811.8,4.5,4.5,1.1921,75.547
report_fig5-20,NON-00BS_center,35,markers,585,213.69,215.91,1780.8,1799.3,4.5,4.5,1.2406,77.589
report_fig5-20,NON-00BS_center,36,markers,587,213.69,215.91,1780.8,1799.3,4.5,4.5,1.2406,77.589
report_fig5-20,NON-00BS_center,37,markers,589,215.19,213.69,1793.3,1780.8,4.5,4.5,1.2891,80.61
report_fig5-20,NON-00BS_center,38,markers,591,215.91,212.19,1799.3,1768.3,4.5,4.5,1.3124,82.651
report_fig5-20,NON-00BS_center,39,markers,593,217.41,209.94,1811.8,1749.5,4.5,4.44,1.3609,85.713
report_fig5-20,NON-00BS_center,40,markers,595,218.91,208.44,1824.3,1737.0,4.5,4.44,1.4095,87.754
report_fig5-20,NON-00BS_center,41,markers,597,220.41,206.19,1836.8,1718.3,4.5,4.5,1.458,90.816
report_fig5-20,NON-00BS_center,42,markers,599,221.91,204.69,1849.3,1705.8,4.5,4.5,1.5065,92.857
report_fig5-20,NON-00BS_center,43,markers,601,223.41,202.47,1861.8,1687.3,4.5,4.5,1.555,95.878
report_fig5-20,NON-00BS_center,44,markers,603,223.41,203.19,1861.8,1693.3,4.5,4.5,1.555,94.898
report_fig5-20,NON-00BS_center,45,markers,605,224.91,200.97,1874.3,1674.8,4.5,4.5,1.6036,97.919
report_fig5-20,NON-00BS_center,46,markers,607,224.91,200.97,1874.3,1674.8,4.5,4.5,1.6036,97.919
report_fig5-20,NON-00BS_center,47,markers,609,226.41,199.47,1886.8,1662.3,4.5,4.5,1.6521,99.961
report_fig5-20,NON-00BS_center,48,markers,611,227.91,197.19,1899.3,1643.3,4.5,4.5,1.7006,103.063
report_fig5-20,NON-00BS_center,49,markers,613,229.41,195.69,1911.8,1630.8,4.5,4.5,1.7491,105.105
report_fig5-20,NON-00BS_center,50,markers,615,230.19,194.97,1918.3,1624.8,4.5,4.5,1.7743,106.084
report_fig5-20,NON-00BS_center,51,markers,617,231.69,193.47,1930.8,1612.3,4.5,4.5,1.8229,108.126
report_fig5-20,NON-00BS_center,52,markers,619,231.69,193.47,1930.8,1612.3,4.5,4.5,1.8229,108.126
report_fig5-20,NON-00BS_center,53,markers,621,233.19,191.97,1943.3,1599.8,4.5,4.5,1.8714,110.167
report_fig5-20,NON-00BS_center,54,markers,623,234.69,189.69,1955.8,1580.8,4.5,4.5,1.9199,113.27
report_fig5-20,NON-00BS_center,55,markers,625,234.69,189.69,1955.8,1580.8,4.5,4.5,1.9199,113.27
report_fig5-20,NON-00BS_center,56,markers,627,236.19,188.19,1968.3,1568.3,4.5,4.5,1.9684,115.311
report_fig5-20,NON-00BS_center,57,markers,629,237.69,185.97,1980.8,1549.8,4.5,4.5,2.0169,118.332
report_fig5-20,NON-00BS_center,58,markers,631,239.19,184.47,1993.3,1537.3,4.5,4.5,2.0655,120.373
report_fig5-20,NON-00BS_center,59,markers,633,240.69,182.97,2005.8,1524.8,4.5,4.5,2.114,122.414
report_fig5-20,NON-00BS_center,60,markers,635,242.91,180.69,2024.3,1505.8,4.5,4.5,2.1858,125.517
report_fig5-20,NON-00BS_center,61,markers,637,244.41,179.19,2036.8,1493.3,4.5,4.5,2.2343,127.558
report_fig5-20,NON-00BS_center,62,markers,639,246.69,176.97,2055.8,1474.8,4.5,4.5,2.3081,130.579
report_fig5-20,NON-00BS_center,63,markers,641,248.91,175.47,2074.3,1462.3,4.5,4.5,2.3799,132.621
report_fig5-20,NON-00BS_center,64,markers,643,248.91,175.47,2074.3,1462.3,4.5,4.5,2.3799,132.621
report_fig5-20,NON-00BS_center,65,markers,645,250.41,173.19,2086.8,1443.3,4.5,4.5,2.4284,135.723
report_fig5-20,NON-00BS_center,66,markers,647,252.69,171.69,2105.8,1430.8,4.5,4.5,2.5022,137.765
report_fig5-20,NON-00BS_center,67,markers,649,254.91,169.47,2124.3,1412.3,4.5,4.5,2.574,140.786
report_fig5-20,NON-00BS_center,68,markers,651,257.91,167.97,2149.3,1399.8,4.5,4.5,2.671,142.827
report_fig5-20,NON-00BS_center,69,markers,653,260.19,166.47,2168.3,1387.3,4.5,4.5,2.7448,144.868
report_fig5-20,NON-00BS_center,70,markers,655,260.19,167.19,2168.3,1393.3,4.5,4.5,2.7448,143.888
report_fig5-20,NON-00BS_center,71,markers,657,263.91,164.97,2199.3,1374.8,4.5,4.5,2.8651,146.909
report_fig5-20,NON-00BS_center,72,markers,659,268.41,162.69,2236.8,1355.8,4.5,4.5,3.0107,150.012
report_fig5-20,NON-00BS_center,73,markers,661,273.69,161.19,2280.8,1343.3,4.5,4.5,3.1814,152.053
report_fig5-20,NON-00BS_center,74,markers,663,278.91,159.69,2324.3,1330.8,4.5,4.5,3.3503,154.095
report_fig5-20,NON-00BS_center,75,markers,665,281.91,158.97,2349.3,1324.8,4.5,4.5,3.4473,155.074
report_fig5-20,NON-00BS_center,76,markers,667,289.41,157.47,2411.8,1312.3,4.5,4.5,3.6899,157.116
report_fig5-20,NON-00BS_center,77,markers,669,300.69,155.97,2505.8,1299.8,4.5,4.5,4.0548,159.157
report_fig5-20,NON-00BS_center,78,markers,671,308.19,155.19,2568.3,1293.3,4.5,4.5,4.2974,160.218
report_fig5-20,NON-00BS_center,79,markers,673,315.66,153.69,2630.5,1280.8,4.44,4.5,4.5391,162.26
report_fig5-20,NON-00BS_center,80,markers,675,323.91,153.69,2699.3,1280.8,4.5,4.5,4.8059,162.26
report_fig5-20,NON-00BS_center,81,markers,677,331.41,153.69,2761.8,1280.8,4.5,4.5,5.0485,162.26
