figure,specimen,row_px1200,x_pt,y_pt,run_width_px,slip_in,load_kips
Fig. 3.15,DBLNB-05ST,2463,188.33,557.81,95,0.00544,10.372
Fig. 3.15,DBLNB-05ST,2464,188.33,557.87,95,0.00544,10.355
Fig. 3.15,DBLNB-05ST,2465,188.3,557.93,94,0.00538,10.337
Fig. 3.15,DBLNB-05ST,2466,188.3,557.99,94,0.00538,10.319
Fig. 3.15,DBLNB-05ST,2467,188.3,558.05,94,0.00538,10.302
Fig. 3.15,DBLNB-05ST,2468,188.27,558.11,93,0.00531,10.284
Fig. 3.15,DBLNB-05ST,2469,188.27,558.17,93,0.00531,10.266
Fig. 3.15,DBLNB-05ST,2470,188.24,558.23,92,0.00525,10.248
Fig. 3.15,DBLNB-05ST,2471,188.24,558.29,92,0.00525,10.231
Fig. 3.15,DBLNB-05ST,2472,188.21,558.35,91,0.00518,10.213
Fig. 3.15,DBLNB-05ST,2473,188.18,558.41,90,0.00511,10.195
Fig. 3.15,DBLNB-05ST,2474,188.18,558.47,90,0.00511,10.178
Fig. 3.15,DBLNB-05ST,2475,188.15,558.53,89,0.00505,10.16
Fig. 3.15,DBLNB-05ST,2476,188.12,558.59,88,0.00498,10.142
Fig. 3.15,DBLNB-05ST,2477,188.12,558.65,88,0.00498,10.124
Fig. 3.15,DBLNB-05ST,2478,188.09,558.71,87,0.00492,10.107
Fig. 3.15,DBLNB-05ST,2479,188.06,558.77,86,0.00485,10.089
Fig. 3.15,DBLNB-05ST,2480,188.06,558.83,86,0.00485,10.071
Fig. 3.15,DBLNB-05ST,2481,188.06,558.89,86,0.00485,10.054
Fig. 3.15,DBLNB-05ST,2482,188.06,558.95,86,0.00485,10.036
Fig. 3.15,DBLNB-05ST,2483,188.06,559.01,86,0.00485,10.018
Fig. 3.15,DBLNB-05ST,2484,188.06,559.07,86,0.00485,10.0
Fig. 3.15,DBLNB-05ST,2485,188.06,559.13,86,0.00485,9.983
Fig. 3.15,DBLNB-05ST,2486,188.06,559.19,86,0.00485,9.965
Fig. 3.15,DBLNB-05ST,2487,188.06,559.25,86,0.00485,9.947
Fig. 3.15,DBLNB-05ST,2488,188.06,559.31,86,0.00485,9.929
Fig. 3.15,DBLNB-05ST,2489,188.06,559.37,86,0.00485,9.912
Fig. 3.15,DBLNB-05ST,2490,188.06,559.43,86,0.00485,9.894
Fig. 3.15,DBLNB-05ST,2491,188.06,559.49,86,0.00485,9.876
Fig. 3.15,DBLNB-05ST,2492,188.06,559.55,86,0.00485,9.859
Fig. 3.15,DBLNB-05ST,2493,188.06,559.61,86,0.00485,9.841
Fig. 3.15,DBLNB-05ST,2494,188.06,559.67,86,0.00485,9.823
Fig. 3.15,DBLNB-05ST,2495,188.06,559.73,86,0.00485,9.805
Fig. 3.15,DBLNB-05ST,2496,188.06,559.79,86,0.00485,9.788
Fig. 3.15,DBLNB-05ST,2497,188.06,559.85,86,0.00485,9.77
Fig. 3.15,DBLNB-05ST,2498,188.03,559.91,87,0.00479,9.752
Fig. 3.15,DBLNB-05ST,2499,188.0,559.97,88,0.00472,9.735
Fig. 3.15,DBLNB-05ST,2500,187.97,560.03,89,0.00465,9.717
Fig. 3.15,DBLNB-05ST,2501,187.97,560.09,89,0.00465,9.699
Fig. 3.15,DBLNB-05ST,2502,187.94,560.15,90,0.00459,9.681
Fig. 3.15,DBLNB-05ST,2503,187.91,560.21,91,0.00452,9.664
Fig. 3.15,DBLNB-05ST,2504,187.91,560.27,91,0.00452,9.646
Fig. 3.15,DBLNB-05ST,2505,187.88,560.33,92,0.00446,9.628
Fig. 3.15,DBLNB-05ST,2506,187.88,560.39,92,0.00446,9.611
Fig. 3.15,DBLNB-05ST,2507,187.85,560.45,93,0.00439,9.593
Fig. 3.15,DBLNB-05ST,2508,187.85,560.51,93,0.00439,9.575
Fig. 3.15,DBLNB-05ST,2509,187.82,560.57,94,0.00433,9.557
Fig. 3.15,DBLNB-05ST,2510,187.82,560.63,94,0.00433,9.54
Fig. 3.15,DBLNB-05ST,2511,187.82,560.69,94,0.00433,9.522
Fig. 3.15,DBLNB-05ST,2512,187.79,560.75,95,0.00426,9.504
Fig. 3.15,DBLNB-05ST,2513,187.79,560.81,95,0.00426,9.486
Fig. 3.15,DBLNB-05ST,2514,187.79,560.87,95,0.00426,9.469
Fig. 3.15,DBLNB-05ST,2515,187.76,560.93,96,0.00419,9.451
Fig. 3.15,DBLNB-05ST,2516,187.76,560.99,96,0.00419,9.433
Fig. 3.15,DBLNB-05ST,2517,187.76,561.05,96,0.00419,9.416
Fig. 3.15,DBLNB-05ST,2518,187.76,561.11,96,0.00419,9.398
Fig. 3.15,DBLNB-05ST,2519,187.73,561.17,97,0.00413,9.38
Fig. 3.15,DBLNB-05ST,2520,187.73,561.23,97,0.00413,9.362
Fig. 3.15,DBLNB-05ST,2521,187.73,561.29,97,0.00413,9.345
Fig. 3.15,DBLNB-05ST,2522,187.73,561.35,97,0.00413,9.327
Fig. 3.15,DBLNB-05ST,2523,187.73,561.41,97,0.00413,9.309
Fig. 3.15,DBLNB-05ST,2524,187.73,561.47,97,0.00413,9.292
Fig. 3.15,DBLNB-05ST,2525,187.73,561.53,97,0.00413,9.274
Fig. 3.15,DBLNB-05ST,2526,187.73,561.59,97,0.00413,9.256
Fig. 3.15,DBLNB-05ST,2527,187.73,561.65,97,0.00413,9.238
Fig. 3.15,DBLNB-05ST,2528,187.73,561.71,97,0.00413,9.221
Fig. 3.15,DBLNB-05ST,2529,187.73,561.77,97,0.00413,9.203
Fig. 3.15,DBLNB-05ST,2530,187.73,561.83,97,0.00413,9.185
Fig. 3.15,DBLNB-05ST,2531,187.73,561.89,97,0.00413,9.168
Fig. 3.15,DBLNB-05ST,2532,187.73,561.95,97,0.00413,9.15
Fig. 3.15,DBLNB-05ST,2533,187.7,562.01,96,0.00406,9.132
Fig. 3.15,DBLNB-05ST,2534,187.7,562.07,96,0.00406,9.114
Fig. 3.15,DBLNB-05ST,2535,187.7,562.13,96,0.00406,9.097
Fig. 3.15,DBLNB-05ST,2536,187.7,562.19,96,0.00406,9.079
Fig. 3.15,DBLNB-05ST,2537,187.67,562.25,95,0.004,9.061
Fig. 3.15,DBLNB-05ST,2538,187.67,562.31,95,0.004,9.044
Fig. 3.15,DBLNB-05ST,2539,187.67,562.37,95,0.004,9.026
Fig. 3.15,DBLNB-05ST,2540,187.67,562.43,95,0.004,9.008
Fig. 3.15,DBLNB-05ST,2541,187.64,562.49,94,0.00393,8.99
Fig. 3.15,DBLNB-05ST,2542,187.64,562.55,94,0.00393,8.973
Fig. 3.15,DBLNB-05ST,2543,187.61,562.61,93,0.00387,8.955
Fig. 3.15,DBLNB-05ST,2544,187.61,562.67,93,0.00387,8.937
Fig. 3.15,DBLNB-05ST,2545,187.58,562.73,92,0.0038,8.919
Fig. 3.15,DBLNB-05ST,2546,187.58,562.79,92,0.0038,8.902
Fig. 3.15,DBLNB-05ST,2547,187.55,562.85,91,0.00373,8.884
Fig. 3.15,DBLNB-05ST,2548,187.55,562.91,91,0.00373,8.866
Fig. 3.15,DBLNB-05ST,2549,187.52,562.97,90,0.00367,8.849
Fig. 3.15,DBLNB-05ST,2550,187.52,563.03,90,0.00367,8.831
Fig. 3.15,DBLNB-05ST,2551,187.49,563.09,89,0.0036,8.813
Fig. 3.15,DBLNB-05ST,2552,187.46,563.15,88,0.00354,8.795
Fig. 3.15,DBLNB-05ST,2553,187.43,563.21,87,0.00347,8.778
Fig. 3.15,DBLNB-05ST,2554,187.43,563.27,87,0.00347,8.76
Fig. 3.15,DBLNB-05ST,2555,187.43,563.33,87,0.00347,8.742
Fig. 3.15,DBLNB-05ST,2556,187.43,563.39,87,0.00347,8.725
Fig. 3.15,DBLNB-05ST,2557,187.43,563.45,87,0.00347,8.707
Fig. 3.15,DBLNB-05ST,2558,187.43,563.51,87,0.00347,8.689
Fig. 3.15,DBLNB-05ST,2559,187.43,563.57,87,0.00347,8.671
Fig. 3.15,DBLNB-05ST,2560,187.43,563.63,87,0.00347,8.654
Fig. 3.15,DBLNB-05ST,2561,187.43,563.69,87,0.00347,8.636
Fig. 3.15,DBLNB-05ST,2562,187.43,563.75,87,0.00347,8.618
Fig. 3.15,DBLNB-05ST,2563,187.43,563.81,87,0.00347,8.601
Fig. 3.15,DBLNB-05ST,2564,187.43,563.87,87,0.00347,8.583
Fig. 3.15,DBLNB-05ST,2565,187.43,563.93,87,0.00347,8.565
Fig. 3.15,DBLNB-05ST,2566,187.43,563.99,87,0.00347,8.547
Fig. 3.15,DBLNB-05ST,2567,187.43,564.05,87,0.00347,8.53
Fig. 3.15,DBLNB-05ST,2568,187.43,564.11,87,0.00347,8.512
Fig. 3.15,DBLNB-05ST,2569,187.43,564.17,87,0.00347,8.494
Fig. 3.15,DBLNB-05ST,2570,187.43,564.23,87,0.00347,8.476
Fig. 3.15,DBLNB-05ST,2571,187.43,564.29,87,0.00347,8.459
Fig. 3.15,DBLNB-05ST,2572,187.43,564.35,87,0.00347,8.441
Fig. 3.15,DBLNB-05ST,2573,187.43,564.41,87,0.00347,8.423
Fig. 3.15,DBLNB-05ST,2574,187.43,564.47,87,0.00347,8.406
Fig. 3.15,DBLNB-05ST,2575,187.43,564.53,87,0.00347,8.388
Fig. 3.15,DBLNB-05ST,2576,187.43,564.59,87,0.00347,8.37
Fig. 3.15,DBLNB-05ST,2577,187.43,564.65,87,0.00347,8.352
Fig. 3.15,DBLNB-05ST,2578,187.43,564.71,87,0.00347,8.335
Fig. 3.15,DBLNB-05ST,2579,187.43,564.77,87,0.00347,8.317
Fig. 3.15,DBLNB-05ST,2580,187.43,564.83,87,0.00347,8.299
Fig. 3.15,DBLNB-05ST,2581,187.43,564.89,87,0.00347,8.282
Fig. 3.15,DBLNB-05ST,2582,187.43,564.95,87,0.00347,8.264
Fig. 3.15,DBLNB-05ST,2583,187.43,565.01,87,0.00347,8.246
Fig. 3.15,DBLNB-05ST,2584,187.43,565.07,87,0.00347,8.228
Fig. 3.15,DBLNB-05ST,2585,187.43,565.13,87,0.00347,8.211
Fig. 3.15,DBLNB-05ST,2586,187.43,565.19,87,0.00347,8.193
Fig. 3.15,DBLNB-05ST,2587,187.43,565.25,87,0.00347,8.175
Fig. 3.15,DBLNB-05ST,2588,187.43,565.31,87,0.00347,8.158
Fig. 3.15,DBLNB-05ST,2589,187.43,565.37,87,0.00347,8.14
Fig. 3.15,DBLNB-05ST,2590,187.43,565.43,87,0.00347,8.122
Fig. 3.15,DBLNB-05ST,2591,187.43,565.49,87,0.00347,8.104
Fig. 3.15,DBLNB-05ST,2592,187.43,565.55,87,0.00347,8.087
Fig. 3.15,DBLNB-05ST,2593,187.43,565.61,87,0.00347,8.069
Fig. 3.15,DBLNB-05ST,2594,187.43,565.67,87,0.00347,8.051
Fig. 3.15,DBLNB-05ST,2595,187.43,565.73,87,0.00347,8.033
Fig. 3.15,DBLNB-05ST,2596,187.43,565.79,87,0.00347,8.016
Fig. 3.15,DBLNB-05ST,2597,187.43,565.85,87,0.00347,7.998
Fig. 3.15,DBLNB-05ST,2598,187.43,565.91,87,0.00347,7.98
Fig. 3.15,DBLNB-05ST,2599,187.43,565.97,87,0.00347,7.963
Fig. 3.15,DBLNB-05ST,2600,187.43,566.03,87,0.00347,7.945
Fig. 3.15,DBLNB-05ST,2601,187.43,566.09,87,0.00347,7.927
Fig. 3.15,DBLNB-05ST,2602,187.43,566.15,87,0.00347,7.909
Fig. 3.15,DBLNB-05ST,2603,187.43,566.21,87,0.00347,7.892
Fig. 3.15,DBLNB-05ST,2604,187.43,566.27,87,0.00347,7.874
Fig. 3.15,DBLNB-05ST,2605,187.43,566.33,87,0.00347,7.856
Fig. 3.15,DBLNB-05ST,2606,187.43,566.39,87,0.00347,7.839
Fig. 3.15,DBLNB-05ST,2607,187.4,566.45,88,0.00341,7.821
Fig. 3.15,DBLNB-05ST,2608,187.37,566.51,89,0.00334,7.803
Fig. 3.15,DBLNB-05ST,2609,187.34,566.57,90,0.00327,7.785
Fig. 3.15,DBLNB-05ST,2610,187.34,566.63,90,0.00327,7.768
Fig. 3.15,DBLNB-05ST,2611,187.31,566.69,91,0.00321,7.75
Fig. 3.15,DBLNB-05ST,2612,187.31,566.75,91,0.00321,7.732
Fig. 3.15,DBLNB-05ST,2613,187.28,566.81,92,0.00314,7.715
Fig. 3.15,DBLNB-05ST,2614,187.28,566.87,92,0.00314,7.697
Fig. 3.15,DBLNB-05ST,2615,187.25,566.93,93,0.00308,7.679
Fig. 3.15,DBLNB-05ST,2616,187.25,566.99,93,0.00308,7.661
Fig. 3.15,DBLNB-05ST,2617,187.22,567.05,94,0.00301,7.644
Fig. 3.15,DBLNB-05ST,2618,187.22,567.11,94,0.00301,7.626
Fig. 3.15,DBLNB-05ST,2619,187.19,567.17,95,0.00295,7.608
Fig. 3.15,DBLNB-05ST,2620,187.19,567.23,95,0.00295,7.59
Fig. 3.15,DBLNB-05ST,2621,187.19,567.29,95,0.00295,7.573
Fig. 3.15,DBLNB-05ST,2622,187.19,567.35,95,0.00295,7.555
Fig. 3.15,DBLNB-05ST,2623,187.16,567.41,96,0.00288,7.537
Fig. 3.15,DBLNB-05ST,2624,187.16,567.47,96,0.00288,7.52
Fig. 3.15,DBLNB-05ST,2625,187.16,567.53,96,0.00288,7.502
Fig. 3.15,DBLNB-05ST,2626,187.16,567.59,96,0.00288,7.484
Fig. 3.15,DBLNB-05ST,2627,187.13,567.65,97,0.00281,7.466
Fig. 3.15,DBLNB-05ST,2628,187.13,567.71,97,0.00281,7.449
Fig. 3.15,DBLNB-05ST,2629,187.13,567.77,97,0.00281,7.431
Fig. 3.15,DBLNB-05ST,2630,187.13,567.83,97,0.00281,7.413
Fig. 3.15,DBLNB-05ST,2631,187.13,567.89,97,0.00281,7.396
Fig. 3.15,DBLNB-05ST,2632,187.13,567.95,97,0.00281,7.378
Fig. 3.15,DBLNB-05ST,2633,187.13,568.01,97,0.00281,7.36
Fig. 3.15,DBLNB-05ST,2634,187.13,568.07,97,0.00281,7.342
Fig. 3.15,DBLNB-05ST,2635,187.13,568.13,97,0.00281,7.325
Fig. 3.15,DBLNB-05ST,2636,187.13,568.19,97,0.00281,7.307
Fig. 3.15,DBLNB-05ST,2637,187.13,568.25,97,0.00281,7.289
Fig. 3.15,DBLNB-05ST,2638,187.13,568.31,97,0.00281,7.272
Fig. 3.15,DBLNB-05ST,2639,187.13,568.37,97,0.00281,7.254
Fig. 3.15,DBLNB-05ST,2640,187.1,568.43,96,0.00275,7.236
Fig. 3.15,DBLNB-05ST,2641,187.1,568.49,96,0.00275,7.218
Fig. 3.15,DBLNB-05ST,2642,187.1,568.55,96,0.00275,7.201
Fig. 3.15,DBLNB-05ST,2643,187.1,568.61,96,0.00275,7.183
Fig. 3.15,DBLNB-05ST,2644,187.1,568.67,96,0.00275,7.165
Fig. 3.15,DBLNB-05ST,2645,187.07,568.73,95,0.00268,7.148
Fig. 3.15,DBLNB-05ST,2646,187.07,568.79,95,0.00268,7.13
Fig. 3.15,DBLNB-05ST,2647,187.07,568.85,95,0.00268,7.112
Fig. 3.15,DBLNB-05ST,2648,187.04,568.91,94,0.00262,7.094
Fig. 3.15,DBLNB-05ST,2649,187.04,568.97,94,0.00262,7.077
Fig. 3.15,DBLNB-05ST,2650,187.01,569.03,93,0.00255,7.059
Fig. 3.15,DBLNB-05ST,2651,187.01,569.09,93,0.00255,7.041
Fig. 3.15,DBLNB-05ST,2652,187.01,569.15,93,0.00255,7.023
Fig. 3.15,DBLNB-05ST,2653,186.98,569.21,92,0.00249,7.006
Fig. 3.15,DBLNB-05ST,2654,186.95,569.27,91,0.00242,6.988
Fig. 3.15,DBLNB-05ST,2655,186.95,569.33,91,0.00242,6.97
Fig. 3.15,DBLNB-05ST,2656,186.92,569.39,90,0.00235,6.953
Fig. 3.15,DBLNB-05ST,2657,186.92,569.45,90,0.00235,6.935
Fig. 3.15,DBLNB-05ST,2658,186.89,569.51,89,0.00229,6.917
Fig. 3.15,DBLNB-05ST,2659,186.86,569.57,88,0.00222,6.899
Fig. 3.15,DBLNB-05ST,2660,186.83,569.63,87,0.00216,6.882
Fig. 3.15,DBLNB-05ST,2661,186.8,569.69,86,0.00209,6.864
Fig. 3.15,DBLNB-05ST,2662,186.8,569.75,86,0.00209,6.846
Fig. 3.15,DBLNB-05ST,2663,186.8,569.81,86,0.00209,6.829
Fig. 3.15,DBLNB-05ST,2664,186.8,569.87,86,0.00209,6.811
Fig. 3.15,DBLNB-05ST,2665,186.8,569.93,86,0.00209,6.793
Fig. 3.15,DBLNB-05ST,2666,186.8,569.99,86,0.00209,6.775
Fig. 3.15,DBLNB-05ST,2667,186.8,570.05,86,0.00209,6.758
Fig. 3.15,DBLNB-05ST,2668,186.8,570.11,86,0.00209,6.74
Fig. 3.15,DBLNB-05ST,2669,186.8,570.17,86,0.00209,6.722
Fig. 3.15,DBLNB-05ST,2670,186.8,570.23,86,0.00209,6.705
Fig. 3.15,DBLNB-05ST,2671,186.8,570.29,86,0.00209,6.687
Fig. 3.15,DBLNB-05ST,2672,186.8,570.35,86,0.00209,6.669
Fig. 3.15,DBLNB-05ST,2673,186.8,570.41,86,0.00209,6.651
Fig. 3.15,DBLNB-05ST,2674,186.8,570.47,86,0.00209,6.634
Fig. 3.15,DBLNB-05ST,2675,186.8,570.53,86,0.00209,6.616
Fig. 3.15,DBLNB-05ST,2676,186.8,570.59,86,0.00209,6.598
Fig. 3.15,DBLNB-05ST,2677,186.8,570.65,86,0.00209,6.58
Fig. 3.15,DBLNB-05ST,2678,186.8,570.71,86,0.00209,6.563
Fig. 3.15,DBLNB-05ST,2679,186.8,570.77,86,0.00209,6.545
Fig. 3.15,DBLNB-05ST,2680,186.8,570.83,86,0.00209,6.527
Fig. 3.15,DBLNB-05ST,2681,186.8,570.89,86,0.00209,6.51
Fig. 3.15,DBLNB-05ST,2682,186.8,570.95,86,0.00209,6.492
Fig. 3.15,DBLNB-05ST,2683,186.8,571.01,86,0.00209,6.474
Fig. 3.15,DBLNB-05ST,2684,186.8,571.07,86,0.00209,6.456
Fig. 3.15,DBLNB-05ST,2685,186.8,571.13,86,0.00209,6.439
Fig. 3.15,DBLNB-05ST,2686,186.8,571.19,86,0.00209,6.421
Fig. 3.15,DBLNB-05ST,2687,186.8,571.25,86,0.00209,6.403
Fig. 3.15,DBLNB-05ST,2688,186.8,571.31,86,0.00209,6.386
Fig. 3.15,DBLNB-05ST,2689,186.8,571.37,86,0.00209,6.368
Fig. 3.15,DBLNB-05ST,2690,186.8,571.43,86,0.00209,6.35
Fig. 3.15,DBLNB-05ST,2691,186.8,571.49,86,0.00209,6.332
Fig. 3.15,DBLNB-05ST,2692,186.8,571.55,86,0.00209,6.315
Fig. 3.15,DBLNB-05ST,2693,186.8,571.61,86,0.00209,6.297
Fig. 3.15,DBLNB-05ST,2694,186.8,571.67,86,0.00209,6.279
Fig. 3.15,DBLNB-05ST,2695,186.8,571.73,86,0.00209,6.262
Fig. 3.15,DBLNB-05ST,2696,186.8,571.79,86,0.00209,6.244
Fig. 3.15,DBLNB-05ST,2697,186.8,571.85,86,0.00209,6.226
Fig. 3.15,DBLNB-05ST,2698,186.8,571.91,86,0.00209,6.208
Fig. 3.15,DBLNB-05ST,2699,186.8,571.97,86,0.00209,6.191
Fig. 3.15,DBLNB-05ST,2700,186.8,572.03,86,0.00209,6.173
Fig. 3.15,DBLNB-05ST,2701,186.8,572.09,86,0.00209,6.155
Fig. 3.15,DBLNB-05ST,2702,186.8,572.15,86,0.00209,6.137
Fig. 3.15,DBLNB-05ST,2703,186.8,572.21,86,0.00209,6.12
Fig. 3.15,DBLNB-05ST,2704,186.8,572.27,86,0.00209,6.102
Fig. 3.15,DBLNB-05ST,2705,186.8,572.33,86,0.00209,6.084
Fig. 3.15,DBLNB-05ST,2706,186.8,572.39,86,0.00209,6.067
Fig. 3.15,DBLNB-05ST,2707,186.8,572.45,86,0.00209,6.049
Fig. 3.15,DBLNB-05ST,2708,186.8,572.51,86,0.00209,6.031
Fig. 3.15,DBLNB-05ST,2709,186.8,572.57,86,0.00209,6.013
Fig. 3.15,DBLNB-05ST,2710,186.8,572.63,86,0.00209,5.996
Fig. 3.15,DBLNB-05ST,2711,186.8,572.69,86,0.00209,5.978
Fig. 3.15,DBLNB-05ST,2712,186.8,572.75,86,0.00209,5.96
Fig. 3.15,DBLNB-05ST,2713,186.8,572.81,86,0.00209,5.943
Fig. 3.15,DBLNB-05ST,2714,186.8,572.87,86,0.00209,5.925
Fig. 3.15,DBLNB-05ST,2715,186.8,572.93,86,0.00209,5.907
Fig. 3.15,DBLNB-05ST,2716,186.8,572.99,86,0.00209,5.889
Fig. 3.15,DBLNB-05ST,2717,186.8,573.05,86,0.00209,5.872
Fig. 3.15,DBLNB-05ST,2718,186.8,573.11,86,0.00209,5.854
Fig. 3.15,DBLNB-05ST,2719,186.8,573.17,86,0.00209,5.836
Fig. 3.15,DBLNB-05ST,2720,186.8,573.23,86,0.00209,5.819
Fig. 3.15,DBLNB-05ST,2721,186.8,573.29,86,0.00209,5.801
Fig. 3.15,DBLNB-05ST,2722,186.8,573.35,86,0.00209,5.783
Fig. 3.15,DBLNB-05ST,2723,186.8,573.41,86,0.00209,5.765
Fig. 3.15,DBLNB-05ST,2724,186.8,573.47,86,0.00209,5.748
Fig. 3.15,DBLNB-05ST,2725,186.8,573.53,86,0.00209,5.73
Fig. 3.15,DBLNB-05ST,2726,186.8,573.59,86,0.00209,5.712
Fig. 3.15,DBLNB-05ST,2727,186.8,573.65,86,0.00209,5.695
Fig. 3.15,DBLNB-05ST,2728,186.8,573.71,86,0.00209,5.677
Fig. 3.15,DBLNB-05ST,2729,186.8,573.77,86,0.00209,5.659
Fig. 3.15,DBLNB-05ST,2730,186.8,573.83,86,0.00209,5.641
Fig. 3.15,DBLNB-05ST,2731,186.8,573.89,86,0.00209,5.624
Fig. 3.15,DBLNB-05ST,2732,186.8,573.95,86,0.00209,5.606
Fig. 3.15,DBLNB-05ST,2733,186.8,574.01,86,0.00209,5.588
Fig. 3.15,DBLNB-05ST,2734,186.77,574.07,87,0.00203,5.57
Fig. 3.15,DBLNB-05ST,2735,186.74,574.13,88,0.00196,5.553
Fig. 3.15,DBLNB-05ST,2736,186.71,574.19,89,0.00189,5.535
Fig. 3.15,DBLNB-05ST,2737,186.68,574.25,90,0.00183,5.517
Fig. 3.15,DBLNB-05ST,2738,186.68,574.31,90,0.00183,5.5
Fig. 3.15,DBLNB-05ST,2739,186.65,574.37,91,0.00176,5.482
Fig. 3.15,DBLNB-05ST,2740,186.65,574.43,91,0.00176,5.464
Fig. 3.15,DBLNB-05ST,2741,186.62,574.49,92,0.0017,5.446
Fig. 3.15,DBLNB-05ST,2742,186.62,574.55,92,0.0017,5.429
Fig. 3.15,DBLNB-05ST,2743,186.59,574.61,93,0.00163,5.411
Fig. 3.15,DBLNB-05ST,2744,186.59,574.67,93,0.00163,5.393
Fig. 3.15,DBLNB-05ST,2745,186.56,574.73,94,0.00157,5.376
Fig. 3.15,DBLNB-05ST,2746,186.56,574.79,94,0.00157,5.358
Fig. 3.15,DBLNB-05ST,2747,186.53,574.85,95,0.0015,5.34
Fig. 3.15,DBLNB-05ST,2748,186.53,574.91,95,0.0015,5.322
Fig. 3.15,DBLNB-05ST,2749,186.53,574.97,95,0.0015,5.305
Fig. 3.15,DBLNB-05ST,2750,186.53,575.03,95,0.0015,5.287
Fig. 3.15,DBLNB-05ST,2751,186.5,575.09,96,0.00143,5.269
Fig. 3.15,DBLNB-05ST,2752,186.5,575.15,96,0.00143,5.252
Fig. 3.15,DBLNB-05ST,2753,186.5,575.21,96,0.00143,5.234
Fig. 3.15,DBLNB-05ST,2754,186.5,575.27,96,0.00143,5.216
Fig. 3.15,DBLNB-05ST,2755,186.5,575.33,96,0.00143,5.198
Fig. 3.15,DBLNB-05ST,2756,186.47,575.39,97,0.00137,5.181
Fig. 3.15,DBLNB-05ST,2757,186.47,575.45,97,0.00137,5.163
Fig. 3.15,DBLNB-05ST,2758,186.44,575.51,96,0.0013,5.145
Fig. 3.15,DBLNB-05ST,2759,186.44,575.57,96,0.0013,5.127
Fig. 3.15,DBLNB-05ST,2760,186.44,575.63,96,0.0013,5.11
Fig. 3.15,DBLNB-05ST,2761,186.44,575.69,96,0.0013,5.092
Fig. 3.15,DBLNB-05ST,2762,186.44,575.75,96,0.0013,5.074
Fig. 3.15,DBLNB-05ST,2763,186.41,575.81,95,0.00124,5.057
Fig. 3.15,DBLNB-05ST,2764,186.41,575.87,95,0.00124,5.039
Fig. 3.15,DBLNB-05ST,2765,186.41,575.93,95,0.00124,5.021
Fig. 3.15,DBLNB-05ST,2766,186.38,575.99,94,0.00117,5.003
Fig. 3.15,DBLNB-05ST,2767,186.38,576.05,94,0.00117,4.986
Fig. 3.15,DBLNB-05ST,2768,186.35,576.11,93,0.00111,4.968
Fig. 3.15,DBLNB-05ST,2769,186.35,576.17,93,0.00111,4.95
Fig. 3.15,DBLNB-05ST,2770,186.32,576.23,92,0.00104,4.933
Fig. 3.15,DBLNB-05ST,2771,186.32,576.29,92,0.00104,4.915
Fig. 3.15,DBLNB-05ST,2772,186.29,576.35,91,0.00097,4.897
Fig. 3.15,DBLNB-05ST,2773,186.29,576.41,91,0.00097,4.879
Fig. 3.15,DBLNB-05ST,2774,186.26,576.47,90,0.00091,4.862
Fig. 3.15,DBLNB-05ST,2775,186.23,576.53,89,0.00084,4.844
Fig. 3.15,DBLNB-05ST,2776,186.23,576.59,89,0.00084,4.826
Fig. 3.15,DBLNB-05ST,2777,186.2,576.65,88,0.00078,4.809
Fig. 3.15,DBLNB-05ST,2778,186.17,576.71,87,0.00071,4.791
Fig. 3.15,DBLNB-05ST,2779,186.14,576.77,86,0.00065,4.773
Fig. 3.15,DBLNB-05ST,2780,186.14,576.83,86,0.00065,4.755
Fig. 3.15,DBLNB-05ST,2781,186.14,576.89,86,0.00065,4.738
Fig. 3.15,DBLNB-05ST,2782,186.14,576.95,86,0.00065,4.72
Fig. 3.15,DBLNB-05ST,2783,186.14,577.01,86,0.00065,4.702
Fig. 3.15,DBLNB-05ST,2784,186.14,577.07,86,0.00065,4.684
Fig. 3.15,DBLNB-05ST,2785,186.14,577.13,86,0.00065,4.667
Fig. 3.15,DBLNB-05ST,2786,186.14,577.19,86,0.00065,4.649
Fig. 3.15,DBLNB-05ST,2787,186.14,577.25,86,0.00065,4.631
Fig. 3.15,DBLNB-05ST,2788,186.14,577.31,86,0.00065,4.614
Fig. 3.15,DBLNB-05ST,2789,186.14,577.37,86,0.00065,4.596
Fig. 3.15,DBLNB-05ST,2790,186.14,577.43,86,0.00065,4.578
Fig. 3.15,DBLNB-05ST,2791,186.14,577.49,86,0.00065,4.56
Fig. 3.15,DBLNB-05ST,2792,186.14,577.55,86,0.00065,4.543
Fig. 3.15,DBLNB-05ST,2793,186.14,577.61,86,0.00065,4.525
Fig. 3.15,DBLNB-05ST,2794,186.14,577.67,86,0.00065,4.507
Fig. 3.15,DBLNB-05ST,2795,186.14,577.73,86,0.00065,4.49
Fig. 3.15,DBLNB-05ST,2796,186.14,577.79,86,0.00065,4.472
Fig. 3.15,DBLNB-05ST,2797,186.14,577.85,86,0.00065,4.454
Fig. 3.15,DBLNB-05ST,2798,186.14,577.91,86,0.00065,4.436
Fig. 3.15,DBLNB-05ST,2799,186.14,577.97,86,0.00065,4.419
Fig. 3.15,DBLNB-05ST,2800,186.14,578.03,86,0.00065,4.401
Fig. 3.15,DBLNB-05ST,2801,186.14,578.09,86,0.00065,4.383
Fig. 3.15,DBLNB-05ST,2802,186.14,578.15,86,0.00065,4.366
