figure,specimen,row_px1200,x_pt,y_pt,run_width_px,slip_in,load_kips
Fig. 3.16,HTFGB-06ST,1662,217.31,204.75,59,0.22981,29.598
Fig. 3.16,HTFGB-06ST,1663,217.28,204.81,60,0.22959,29.577
Fig. 3.16,HTFGB-06ST,1664,217.25,204.87,59,0.22937,29.555
Fig. 3.16,HTFGB-06ST,1665,217.22,204.93,60,0.22915,29.534
Fig. 3.16,HTFGB-06ST,1666,217.22,204.99,60,0.22915,29.513
Fig. 3.16,HTFGB-06ST,1667,217.19,205.05,59,0.22893,29.491
Fig. 3.16,HTFGB-06ST,1668,217.16,205.11,60,0.22871,29.47
Fig. 3.16,HTFGB-06ST,1669,217.13,205.17,59,0.22849,29.449
Fig. 3.16,HTFGB-06ST,1670,217.1,205.23,60,0.22827,29.427
Fig. 3.16,HTFGB-06ST,1671,217.07,205.29,59,0.22805,29.406
Fig. 3.16,HTFGB-06ST,1672,217.04,205.35,60,0.22783,29.385
Fig. 3.16,HTFGB-06ST,1673,217.01,205.41,59,0.22761,29.364
Fig. 3.16,HTFGB-06ST,1674,216.98,205.47,60,0.22739,29.342
Fig. 3.16,HTFGB-06ST,1675,216.98,205.53,60,0.22739,29.321
Fig. 3.16,HTFGB-06ST,1676,216.95,205.59,59,0.22717,29.3
Fig. 3.16,HTFGB-06ST,1677,216.92,205.65,60,0.22696,29.278
Fig. 3.16,HTFGB-06ST,1678,216.89,205.71,59,0.22674,29.257
Fig. 3.16,HTFGB-06ST,1679,216.86,205.77,60,0.22652,29.236
Fig. 3.16,HTFGB-06ST,1680,216.83,205.83,59,0.2263,29.214
Fig. 3.16,HTFGB-06ST,1681,216.8,205.89,60,0.22608,29.193
Fig. 3.16,HTFGB-06ST,1682,216.8,205.95,60,0.22608,29.172
Fig. 3.16,HTFGB-06ST,1683,216.77,206.01,59,0.22586,29.15
Fig. 3.16,HTFGB-06ST,1684,216.74,206.07,60,0.22564,29.129
Fig. 3.16,HTFGB-06ST,1685,216.71,206.13,59,0.22542,29.108
Fig. 3.16,HTFGB-06ST,1686,216.68,206.19,60,0.2252,29.086
Fig. 3.16,HTFGB-06ST,1687,216.65,206.25,59,0.22498,29.065
Fig. 3.16,HTFGB-06ST,1688,216.65,206.31,59,0.22498,29.044
Fig. 3.16,HTFGB-06ST,1689,216.62,206.37,58,0.22476,29.022
Fig. 3.16,HTFGB-06ST,1690,216.62,206.43,58,0.22476,29.001
Fig. 3.16,HTFGB-06ST,1691,216.59,206.49,59,0.22454,28.98
Fig. 3.16,HTFGB-06ST,1692,216.53,206.55,59,0.22411,28.959
Fig. 3.16,HTFGB-06ST,1693,216.53,206.61,59,0.22411,28.937
Fig. 3.16,HTFGB-06ST,1694,216.47,206.67,59,0.22367,28.916
Fig. 3.16,HTFGB-06ST,1695,216.47,206.73,59,0.22367,28.895
Fig. 3.16,HTFGB-06ST,1696,216.41,206.79,59,0.22323,28.873
Fig. 3.16,HTFGB-06ST,1697,216.41,206.85,59,0.22323,28.852
Fig. 3.16,HTFGB-06ST,1698,216.38,206.91,60,0.22301,28.831
Fig. 3.16,HTFGB-06ST,1699,216.32,206.97,60,0.22257,28.809
Fig. 3.16,HTFGB-06ST,1700,216.32,207.03,60,0.22257,28.788
Fig. 3.16,HTFGB-06ST,1701,216.26,207.09,60,0.22213,28.767
Fig. 3.16,HTFGB-06ST,1702,216.26,207.15,60,0.22213,28.745
Fig. 3.16,HTFGB-06ST,1703,216.2,207.21,60,0.22169,28.724
Fig. 3.16,HTFGB-06ST,1704,216.2,207.27,60,0.22169,28.703
Fig. 3.16,HTFGB-06ST,1705,216.14,207.33,60,0.22126,28.681
Fig. 3.16,HTFGB-06ST,1706,216.14,207.39,60,0.22126,28.66
Fig. 3.16,HTFGB-06ST,1707,216.14,207.45,60,0.22126,28.639
Fig. 3.16,HTFGB-06ST,1708,216.08,207.51,60,0.22082,28.617
Fig. 3.16,HTFGB-06ST,1709,216.08,207.57,60,0.22082,28.596
Fig. 3.16,HTFGB-06ST,1710,216.05,207.63,59,0.2206,28.575
Fig. 3.16,HTFGB-06ST,1711,216.05,207.69,59,0.2206,28.553
Fig. 3.16,HTFGB-06ST,1712,216.02,207.75,58,0.22038,28.532
Fig. 3.16,HTFGB-06ST,1713,216.02,207.81,58,0.22038,28.511
Fig. 3.16,HTFGB-06ST,1714,216.02,207.87,58,0.22038,28.49
Fig. 3.16,HTFGB-06ST,1715,215.99,207.93,57,0.22016,28.468
Fig. 3.16,HTFGB-06ST,1716,215.99,207.99,57,0.22016,28.447
Fig. 3.16,HTFGB-06ST,1717,215.96,208.05,56,0.21994,28.426
Fig. 3.16,HTFGB-06ST,1718,215.96,208.11,56,0.21994,28.404
Fig. 3.16,HTFGB-06ST,1719,215.93,208.17,55,0.21972,28.383
Fig. 3.16,HTFGB-06ST,1720,215.93,208.23,55,0.21972,28.362
Fig. 3.16,HTFGB-06ST,1721,215.96,208.29,54,0.21994,28.34
Fig. 3.16,HTFGB-06ST,1722,215.93,208.35,53,0.21972,28.319
Fig. 3.16,HTFGB-06ST,1723,215.9,208.41,52,0.2195,28.298
Fig. 3.16,HTFGB-06ST,1724,215.9,208.47,52,0.2195,28.276
Fig. 3.16,HTFGB-06ST,1725,215.9,208.53,50,0.2195,28.255
Fig. 3.16,HTFGB-06ST,1726,215.9,208.59,50,0.2195,28.234
Fig. 3.16,HTFGB-06ST,1727,215.93,208.65,49,0.21972,28.212
Fig. 3.16,HTFGB-06ST,1728,215.9,208.71,48,0.2195,28.191
Fig. 3.16,HTFGB-06ST,1729,215.9,208.77,46,0.2195,28.17
Fig. 3.16,HTFGB-06ST,1730,215.93,208.83,45,0.21972,28.148
Fig. 3.16,HTFGB-06ST,1731,215.9,208.89,44,0.2195,28.127
Fig. 3.16,HTFGB-06ST,1732,215.9,208.95,42,0.2195,28.106
Fig. 3.16,HTFGB-06ST,1733,215.9,209.01,40,0.2195,28.085
Fig. 3.16,HTFGB-06ST,1734,215.9,209.07,38,0.2195,28.063
Fig. 3.16,HTFGB-06ST,1735,215.9,209.13,36,0.2195,28.042
Fig. 3.16,HTFGB-06ST,1736,215.9,209.19,34,0.2195,28.021
Fig. 3.16,HTFGB-06ST,1737,215.87,209.25,31,0.21928,27.999
Fig. 3.16,HTFGB-06ST,1738,215.9,209.31,28,0.2195,27.978
Fig. 3.16,HTFGB-06ST,1739,215.9,209.37,24,0.2195,27.957
Fig. 3.16,HTFGB-06ST,1740,215.9,209.43,20,0.2195,27.935
Fig. 3.16,HTFGB-06ST,1741,215.87,209.49,13,0.21928,27.914
Fig. 3.16,HTFGB-06ST,1782,213.29,211.95,11,0.20043,27.04
Fig. 3.16,HTFGB-06ST,1783,213.29,212.01,19,0.20043,27.019
Fig. 3.16,HTFGB-06ST,1784,213.29,212.07,23,0.20043,26.997
Fig. 3.16,HTFGB-06ST,1785,213.29,212.13,27,0.20043,26.976
Fig. 3.16,HTFGB-06ST,1786,213.29,212.19,31,0.20043,26.955
Fig. 3.16,HTFGB-06ST,1787,213.29,212.25,33,0.20043,26.933
Fig. 3.16,HTFGB-06ST,1788,213.29,212.31,35,0.20043,26.912
Fig. 3.16,HTFGB-06ST,1789,213.29,212.37,37,0.20043,26.891
Fig. 3.16,HTFGB-06ST,1790,213.29,212.43,39,0.20043,26.869
Fig. 3.16,HTFGB-06ST,1791,213.29,212.49,41,0.20043,26.848
Fig. 3.16,HTFGB-06ST,1792,213.29,212.55,43,0.20043,26.827
Fig. 3.16,HTFGB-06ST,1793,213.29,212.61,45,0.20043,26.805
Fig. 3.16,HTFGB-06ST,1794,213.29,212.67,47,0.20043,26.784
Fig. 3.16,HTFGB-06ST,1795,213.29,212.73,47,0.20043,26.763
Fig. 3.16,HTFGB-06ST,1796,213.29,212.79,49,0.20043,26.742
Fig. 3.16,HTFGB-06ST,1797,213.29,212.85,49,0.20043,26.72
Fig. 3.16,HTFGB-06ST,1798,213.29,212.91,51,0.20043,26.699
Fig. 3.16,HTFGB-06ST,1799,213.29,212.97,51,0.20043,26.678
Fig. 3.16,HTFGB-06ST,1800,213.29,213.03,53,0.20043,26.656
Fig. 3.16,HTFGB-06ST,1801,213.29,213.09,53,0.20043,26.635
Fig. 3.16,HTFGB-06ST,1802,213.29,213.15,53,0.20043,26.614
Fig. 3.16,HTFGB-06ST,1803,213.26,213.21,54,0.20021,26.592
Fig. 3.16,HTFGB-06ST,1804,213.29,213.27,55,0.20043,26.571
Fig. 3.16,HTFGB-06ST,1805,213.26,213.33,56,0.20021,26.55
Fig. 3.16,HTFGB-06ST,1806,213.26,213.39,56,0.20021,26.528
Fig. 3.16,HTFGB-06ST,1807,213.26,213.45,56,0.20021,26.507
Fig. 3.16,HTFGB-06ST,1808,213.23,213.51,57,0.19999,26.486
Fig. 3.16,HTFGB-06ST,1809,213.23,213.57,57,0.19999,26.464
Fig. 3.16,HTFGB-06ST,1810,213.2,213.63,58,0.19977,26.443
Fig. 3.16,HTFGB-06ST,1811,213.2,213.69,58,0.19977,26.422
Fig. 3.16,HTFGB-06ST,1812,213.2,213.75,58,0.19977,26.4
Fig. 3.16,HTFGB-06ST,1813,213.17,213.81,59,0.19955,26.379
Fig. 3.16,HTFGB-06ST,1814,213.17,213.87,59,0.19955,26.358
Fig. 3.16,HTFGB-06ST,1815,213.11,213.93,59,0.19911,26.337
Fig. 3.16,HTFGB-06ST,1816,213.11,213.99,59,0.19911,26.315
Fig. 3.16,HTFGB-06ST,1817,213.11,214.05,59,0.19911,26.294
Fig. 3.16,HTFGB-06ST,1818,213.08,214.11,60,0.1989,26.273
Fig. 3.16,HTFGB-06ST,1819,213.05,214.17,59,0.19868,26.251
Fig. 3.16,HTFGB-06ST,1820,213.02,214.23,60,0.19846,26.23
Fig. 3.16,HTFGB-06ST,1821,212.99,214.29,59,0.19824,26.209
Fig. 3.16,HTFGB-06ST,1822,212.96,214.35,60,0.19802,26.187
Fig. 3.16,HTFGB-06ST,1823,212.93,214.41,59,0.1978,26.166
Fig. 3.16,HTFGB-06ST,1824,212.93,214.47,59,0.1978,26.145
Fig. 3.16,HTFGB-06ST,1825,212.87,214.53,59,0.19736,26.123
Fig. 3.16,HTFGB-06ST,1826,212.87,214.59,59,0.19736,26.102
Fig. 3.16,HTFGB-06ST,1827,212.87,214.65,59,0.19736,26.081
Fig. 3.16,HTFGB-06ST,1828,212.81,214.71,59,0.19692,26.059
Fig. 3.16,HTFGB-06ST,1829,212.81,214.77,59,0.19692,26.038
Fig. 3.16,HTFGB-06ST,1830,212.81,214.83,59,0.19692,26.017
Fig. 3.16,HTFGB-06ST,1831,212.75,214.89,59,0.19648,25.995
Fig. 3.16,HTFGB-06ST,1832,212.75,214.95,59,0.19648,25.974
Fig. 3.16,HTFGB-06ST,1833,212.72,215.01,58,0.19626,25.953
Fig. 3.16,HTFGB-06ST,1834,212.69,215.07,59,0.19605,25.931
Fig. 3.16,HTFGB-06ST,1835,212.66,215.13,58,0.19583,25.91
Fig. 3.16,HTFGB-06ST,1836,212.66,215.19,58,0.19583,25.889
Fig. 3.16,HTFGB-06ST,1837,212.6,215.25,58,0.19539,25.868
Fig. 3.16,HTFGB-06ST,1838,212.57,215.31,59,0.19517,25.846
Fig. 3.16,HTFGB-06ST,1839,212.54,215.37,60,0.19495,25.825
Fig. 3.16,HTFGB-06ST,1840,212.51,215.43,59,0.19473,25.804
Fig. 3.16,HTFGB-06ST,1841,211.22,215.49,16,0.1853,25.782
Fig. 3.16,HTFGB-06ST,1842,212.51,215.55,59,0.19473,25.761
Fig. 3.16,HTFGB-06ST,1843,212.45,215.61,59,0.19429,25.74
Fig. 3.16,HTFGB-06ST,1844,212.45,215.67,59,0.19429,25.718
Fig. 3.16,HTFGB-06ST,1845,212.42,215.73,58,0.19407,25.697
Fig. 3.16,HTFGB-06ST,1846,212.39,215.79,59,0.19385,25.676
Fig. 3.16,HTFGB-06ST,1847,212.39,215.85,59,0.19385,25.654
Fig. 3.16,HTFGB-06ST,1848,212.33,215.91,59,0.19341,25.633
Fig. 3.16,HTFGB-06ST,1849,212.33,215.97,59,0.19341,25.612
Fig. 3.16,HTFGB-06ST,1850,212.3,216.03,58,0.1932,25.59
Fig. 3.16,HTFGB-06ST,1851,212.3,216.09,58,0.1932,25.569
Fig. 3.16,HTFGB-06ST,1852,212.24,216.15,58,0.19276,25.548
Fig. 3.16,HTFGB-06ST,1853,212.24,216.21,58,0.19276,25.526
Fig. 3.16,HTFGB-06ST,1854,212.24,216.27,58,0.19276,25.505
Fig. 3.16,HTFGB-06ST,1855,212.18,216.33,58,0.19232,25.484
Fig. 3.16,HTFGB-06ST,1856,212.18,216.39,58,0.19232,25.463
Fig. 3.16,HTFGB-06ST,1857,212.15,216.45,59,0.1921,25.441
Fig. 3.16,HTFGB-06ST,1858,212.12,216.51,58,0.19188,25.42
Fig. 3.16,HTFGB-06ST,1859,212.09,216.57,59,0.19166,25.399
Fig. 3.16,HTFGB-06ST,1860,212.06,216.63,60,0.19144,25.377
Fig. 3.16,HTFGB-06ST,1861,212.03,216.69,59,0.19122,25.356
Fig. 3.16,HTFGB-06ST,1862,212.03,216.75,59,0.19122,25.335
Fig. 3.16,HTFGB-06ST,1863,211.94,216.81,58,0.19056,25.313
Fig. 3.16,HTFGB-06ST,1864,211.94,216.87,58,0.19056,25.292
Fig. 3.16,HTFGB-06ST,1865,211.97,216.93,59,0.19078,25.271
Fig. 3.16,HTFGB-06ST,1866,211.97,216.99,59,0.19078,25.249
Fig. 3.16,HTFGB-06ST,1867,211.94,217.05,60,0.19056,25.228
Fig. 3.16,HTFGB-06ST,1868,211.91,217.11,59,0.19035,25.207
Fig. 3.16,HTFGB-06ST,1869,211.91,217.17,59,0.19035,25.185
Fig. 3.16,HTFGB-06ST,1870,211.91,217.23,59,0.19035,25.164
Fig. 3.16,HTFGB-06ST,1871,211.88,217.29,60,0.19013,25.143
Fig. 3.16,HTFGB-06ST,1872,211.85,217.35,59,0.18991,25.121
Fig. 3.16,HTFGB-06ST,1873,211.85,217.41,59,0.18991,25.1
Fig. 3.16,HTFGB-06ST,1874,211.82,217.47,60,0.18969,25.079
Fig. 3.16,HTFGB-06ST,1875,211.82,217.53,60,0.18969,25.057
Fig. 3.16,HTFGB-06ST,1876,211.82,217.59,60,0.18969,25.036
Fig. 3.16,HTFGB-06ST,1877,211.79,217.65,61,0.18947,25.015
Fig. 3.16,HTFGB-06ST,1878,211.76,217.71,60,0.18925,24.994
Fig. 3.16,HTFGB-06ST,1879,211.73,217.77,61,0.18903,24.972
Fig. 3.16,HTFGB-06ST,1880,211.7,217.83,60,0.18881,24.951
Fig. 3.16,HTFGB-06ST,1881,211.67,217.89,61,0.18859,24.93
Fig. 3.16,HTFGB-06ST,1882,211.64,217.95,60,0.18837,24.908
Fig. 3.16,HTFGB-06ST,1883,211.58,218.01,60,0.18793,24.887
Fig. 3.16,HTFGB-06ST,1884,211.55,218.07,59,0.18771,24.866
Fig. 3.16,HTFGB-06ST,1885,211.49,218.13,59,0.18728,24.844
Fig. 3.16,HTFGB-06ST,1886,211.49,218.19,59,0.18728,24.823
Fig. 3.16,HTFGB-06ST,1887,211.46,218.25,60,0.18706,24.802
Fig. 3.16,HTFGB-06ST,1888,211.43,218.31,59,0.18684,24.78
Fig. 3.16,HTFGB-06ST,1889,211.4,218.37,60,0.18662,24.759
Fig. 3.16,HTFGB-06ST,1890,211.4,218.43,60,0.18662,24.738
Fig. 3.16,HTFGB-06ST,1891,211.34,218.49,60,0.18618,24.716
Fig. 3.16,HTFGB-06ST,1892,211.34,218.55,60,0.18618,24.695
Fig. 3.16,HTFGB-06ST,1893,211.31,218.61,61,0.18596,24.674
Fig. 3.16,HTFGB-06ST,1894,211.28,218.67,60,0.18574,24.652
Fig. 3.16,HTFGB-06ST,1895,211.25,218.73,61,0.18552,24.631
Fig. 3.16,HTFGB-06ST,1896,211.22,218.79,60,0.1853,24.61
Fig. 3.16,HTFGB-06ST,1897,211.22,218.85,60,0.1853,24.589
Fig. 3.16,HTFGB-06ST,1898,211.16,218.91,60,0.18487,24.567
Fig. 3.16,HTFGB-06ST,1899,211.16,218.97,60,0.18487,24.546
Fig. 3.16,HTFGB-06ST,1900,211.13,219.03,59,0.18465,24.525
Fig. 3.16,HTFGB-06ST,1901,211.1,219.09,60,0.18443,24.503
Fig. 3.16,HTFGB-06ST,1902,211.1,219.15,60,0.18443,24.482
Fig. 3.16,HTFGB-06ST,1903,211.07,219.21,59,0.18421,24.461
Fig. 3.16,HTFGB-06ST,1904,211.04,219.27,60,0.18399,24.439
Fig. 3.16,HTFGB-06ST,1905,211.01,219.33,59,0.18377,24.418
Fig. 3.16,HTFGB-06ST,1906,211.01,219.39,59,0.18377,24.397
Fig. 3.16,HTFGB-06ST,1907,210.98,219.45,58,0.18355,24.375
Fig. 3.16,HTFGB-06ST,1908,210.98,219.51,58,0.18355,24.354
Fig. 3.16,HTFGB-06ST,1909,210.95,219.57,57,0.18333,24.333
Fig. 3.16,HTFGB-06ST,1910,210.95,219.63,57,0.18333,24.311
Fig. 3.16,HTFGB-06ST,1911,210.92,219.69,56,0.18311,24.29
Fig. 3.16,HTFGB-06ST,1912,210.92,219.75,56,0.18311,24.269
Fig. 3.16,HTFGB-06ST,1913,210.89,219.81,55,0.18289,24.247
Fig. 3.16,HTFGB-06ST,1914,210.92,219.87,54,0.18311,24.226
Fig. 3.16,HTFGB-06ST,1915,210.89,219.93,53,0.18289,24.205
Fig. 3.16,HTFGB-06ST,1916,210.89,219.99,53,0.18289,24.183
Fig. 3.16,HTFGB-06ST,1917,210.86,220.05,52,0.18267,24.162
Fig. 3.16,HTFGB-06ST,1918,210.89,220.11,51,0.18289,24.141
Fig. 3.16,HTFGB-06ST,1919,210.86,220.17,50,0.18267,24.12
Fig. 3.16,HTFGB-06ST,1920,210.86,220.23,50,0.18267,24.098
Fig. 3.16,HTFGB-06ST,1921,210.89,220.29,49,0.18289,24.077
Fig. 3.16,HTFGB-06ST,1922,210.86,220.35,48,0.18267,24.056
Fig. 3.16,HTFGB-06ST,1923,210.89,220.41,47,0.18289,24.034
Fig. 3.16,HTFGB-06ST,1924,210.89,220.47,45,0.18289,24.013
Fig. 3.16,HTFGB-06ST,1925,210.86,220.53,44,0.18267,23.992
Fig. 3.16,HTFGB-06ST,1926,210.86,220.59,42,0.18267,23.97
Fig. 3.16,HTFGB-06ST,1927,210.89,220.65,41,0.18289,23.949
Fig. 3.16,HTFGB-06ST,1928,210.89,220.71,39,0.18289,23.928
Fig. 3.16,HTFGB-06ST,1929,210.89,220.77,37,0.18289,23.906
Fig. 3.16,HTFGB-06ST,1930,210.86,220.83,34,0.18267,23.885
Fig. 3.16,HTFGB-06ST,1931,210.86,220.89,32,0.18267,23.864
Fig. 3.16,HTFGB-06ST,1932,210.86,220.95,28,0.18267,23.842
Fig. 3.16,HTFGB-06ST,1933,210.86,221.01,26,0.18267,23.821
Fig. 3.16,HTFGB-06ST,1934,210.83,221.07,21,0.18245,23.8
Fig. 3.16,HTFGB-06ST,1935,210.83,221.13,15,0.18245,23.778
Fig. 3.16,HTFGB-06ST,1968,208.52,223.11,12,0.16557,23.075
Fig. 3.16,HTFGB-06ST,1969,208.55,223.17,19,0.16579,23.054
Fig. 3.16,HTFGB-06ST,1970,208.52,223.23,24,0.16557,23.032
Fig. 3.16,HTFGB-06ST,1971,208.52,223.29,28,0.16557,23.011
Fig. 3.16,HTFGB-06ST,1972,208.52,223.35,30,0.16557,22.99
Fig. 3.16,HTFGB-06ST,1973,208.52,223.41,34,0.16557,22.968
Fig. 3.16,HTFGB-06ST,1974,208.52,223.47,36,0.16557,22.947
Fig. 3.16,HTFGB-06ST,1975,208.52,223.53,38,0.16557,22.926
Fig. 3.16,HTFGB-06ST,1976,208.52,223.59,40,0.16557,22.904
Fig. 3.16,HTFGB-06ST,1977,208.52,223.65,42,0.16557,22.883
Fig. 3.16,HTFGB-06ST,1978,208.52,223.71,44,0.16557,22.862
Fig. 3.16,HTFGB-06ST,1979,208.52,223.77,44,0.16557,22.841
Fig. 3.16,HTFGB-06ST,1980,208.52,223.83,46,0.16557,22.819
Fig. 3.16,HTFGB-06ST,1981,208.55,223.89,47,0.16579,22.798
Fig. 3.16,HTFGB-06ST,1982,208.52,223.95,48,0.16557,22.777
Fig. 3.16,HTFGB-06ST,1983,208.52,224.01,50,0.16557,22.755
Fig. 3.16,HTFGB-06ST,1984,208.52,224.07,50,0.16557,22.734
Fig. 3.16,HTFGB-06ST,1985,208.49,224.13,51,0.16535,22.713
Fig. 3.16,HTFGB-06ST,1986,208.49,224.19,53,0.16535,22.691
Fig. 3.16,HTFGB-06ST,1987,208.49,224.25,53,0.16535,22.67
Fig. 3.16,HTFGB-06ST,1988,208.49,224.31,53,0.16535,22.649
Fig. 3.16,HTFGB-06ST,1989,208.49,224.37,55,0.16535,22.627
Fig. 3.16,HTFGB-06ST,1990,208.49,224.43,55,0.16535,22.606
Fig. 3.16,HTFGB-06ST,1991,208.46,224.49,56,0.16514,22.585
Fig. 3.16,HTFGB-06ST,1992,208.46,224.55,56,0.16514,22.563
Fig. 3.16,HTFGB-06ST,1993,208.43,224.61,57,0.16492,22.542
Fig. 3.16,HTFGB-06ST,1994,208.4,224.67,58,0.1647,22.521
Fig. 3.16,HTFGB-06ST,1995,208.4,224.73,58,0.1647,22.499
Fig. 3.16,HTFGB-06ST,1996,208.37,224.79,59,0.16448,22.478
Fig. 3.16,HTFGB-06ST,1997,208.37,224.85,59,0.16448,22.457
Fig. 3.16,HTFGB-06ST,1998,208.34,224.91,60,0.16426,22.435
Fig. 3.16,HTFGB-06ST,1999,208.34,224.97,60,0.16426,22.414
Fig. 3.16,HTFGB-06ST,2000,208.34,225.03,60,0.16426,22.393
Fig. 3.16,HTFGB-06ST,2001,208.34,225.09,60,0.16426,22.372
Fig. 3.16,HTFGB-06ST,2002,208.31,225.15,61,0.16404,22.35
Fig. 3.16,HTFGB-06ST,2003,208.28,225.21,60,0.16382,22.329
Fig. 3.16,HTFGB-06ST,2004,208.28,225.27,60,0.16382,22.308
Fig. 3.16,HTFGB-06ST,2005,208.28,225.33,60,0.16382,22.286
Fig. 3.16,HTFGB-06ST,2006,208.25,225.39,59,0.1636,22.265
Fig. 3.16,HTFGB-06ST,2007,208.25,225.45,59,0.1636,22.244
Fig. 3.16,HTFGB-06ST,2008,208.22,225.51,58,0.16338,22.222
Fig. 3.16,HTFGB-06ST,2009,208.19,225.57,59,0.16316,22.201
Fig. 3.16,HTFGB-06ST,2010,208.16,225.63,58,0.16294,22.18
Fig. 3.16,HTFGB-06ST,2011,208.16,225.69,58,0.16294,22.158
Fig. 3.16,HTFGB-06ST,2012,208.13,225.75,57,0.16272,22.137
Fig. 3.16,HTFGB-06ST,2013,208.07,225.81,57,0.16229,22.116
Fig. 3.16,HTFGB-06ST,2014,208.04,225.87,56,0.16207,22.094
Fig. 3.16,HTFGB-06ST,2015,208.04,225.93,56,0.16207,22.073
Fig. 3.16,HTFGB-06ST,2016,208.01,225.99,57,0.16185,22.052
Fig. 3.16,HTFGB-06ST,2017,207.98,226.05,56,0.16163,22.03
Fig. 3.16,HTFGB-06ST,2018,207.95,226.11,57,0.16141,22.009
Fig. 3.16,HTFGB-06ST,2019,207.95,226.17,57,0.16141,21.988
Fig. 3.16,HTFGB-06ST,2020,207.92,226.23,58,0.16119,21.967
Fig. 3.16,HTFGB-06ST,2021,207.89,226.29,59,0.16097,21.945
Fig. 3.16,HTFGB-06ST,2022,207.83,226.35,59,0.16053,21.924
Fig. 3.16,HTFGB-06ST,2023,207.8,226.41,60,0.16031,21.903
Fig. 3.16,HTFGB-06ST,2024,207.8,226.47,60,0.16031,21.881
Fig. 3.16,HTFGB-06ST,2025,207.77,226.53,61,0.16009,21.86
Fig. 3.16,HTFGB-06ST,2026,207.74,226.59,60,0.15987,21.839
Fig. 3.16,HTFGB-06ST,2027,207.68,226.65,62,0.15944,21.817
Fig. 3.16,HTFGB-06ST,2028,207.65,226.71,63,0.15922,21.796
Fig. 3.16,HTFGB-06ST,2029,207.59,226.77,63,0.15878,21.775
Fig. 3.16,HTFGB-06ST,2030,207.56,226.83,64,0.15856,21.753
Fig. 3.16,HTFGB-06ST,2031,207.56,226.89,64,0.15856,21.732
Fig. 3.16,HTFGB-06ST,2032,207.5,226.95,64,0.15812,21.711
Fig. 3.16,HTFGB-06ST,2033,207.5,227.01,64,0.15812,21.689
Fig. 3.16,HTFGB-06ST,2034,207.47,227.07,65,0.1579,21.668
Fig. 3.16,HTFGB-06ST,2035,207.44,227.13,64,0.15768,21.647
Fig. 3.16,HTFGB-06ST,2036,207.44,227.19,64,0.15768,21.625
Fig. 3.16,HTFGB-06ST,2037,207.41,227.25,65,0.15746,21.604
Fig. 3.16,HTFGB-06ST,2038,207.38,227.31,64,0.15724,21.583
Fig. 3.16,HTFGB-06ST,2039,207.38,227.37,64,0.15724,21.561
Fig. 3.16,HTFGB-06ST,2040,207.32,227.43,64,0.1568,21.54
Fig. 3.16,HTFGB-06ST,2041,207.32,227.49,64,0.1568,21.519
Fig. 3.16,HTFGB-06ST,2042,207.29,227.55,65,0.15659,21.498
Fig. 3.16,HTFGB-06ST,2043,207.26,227.61,64,0.15637,21.476
Fig. 3.16,HTFGB-06ST,2044,207.23,227.67,65,0.15615,21.455
Fig. 3.16,HTFGB-06ST,2045,207.2,227.73,64,0.15593,21.434
Fig. 3.16,HTFGB-06ST,2046,207.2,227.79,64,0.15593,21.412
Fig. 3.16,HTFGB-06ST,2047,207.14,227.85,64,0.15549,21.391
Fig. 3.16,HTFGB-06ST,2048,207.14,227.91,64,0.15549,21.37
Fig. 3.16,HTFGB-06ST,2049,207.08,227.97,64,0.15505,21.348
Fig. 3.16,HTFGB-06ST,2050,207.08,228.03,64,0.15505,21.327
Fig. 3.16,HTFGB-06ST,2051,207.08,228.09,64,0.15505,21.306
Fig. 3.16,HTFGB-06ST,2052,207.05,228.15,65,0.15483,21.284
Fig. 3.16,HTFGB-06ST,2053,207.02,228.21,66,0.15461,21.263
Fig. 3.16,HTFGB-06ST,2054,206.99,228.27,65,0.15439,21.242
Fig. 3.16,HTFGB-06ST,2055,206.96,228.33,66,0.15417,21.22
Fig. 3.16,HTFGB-06ST,2056,206.96,228.39,66,0.15417,21.199
Fig. 3.16,HTFGB-06ST,2057,206.93,228.45,67,0.15395,21.178
Fig. 3.16,HTFGB-06ST,2058,206.93,228.51,67,0.15395,21.156
Fig. 3.16,HTFGB-06ST,2059,206.9,228.57,66,0.15374,21.135
Fig. 3.16,HTFGB-06ST,2060,206.87,228.63,67,0.15352,21.114
Fig. 3.16,HTFGB-06ST,2061,206.87,228.69,67,0.15352,21.093
Fig. 3.16,HTFGB-06ST,2062,206.84,228.75,66,0.1533,21.071
Fig. 3.16,HTFGB-06ST,2063,206.84,228.81,66,0.1533,21.05
Fig. 3.16,HTFGB-06ST,2064,206.78,228.87,66,0.15286,21.029
Fig. 3.16,HTFGB-06ST,2065,206.78,228.93,66,0.15286,21.007
Fig. 3.16,HTFGB-06ST,2066,206.75,228.99,65,0.15264,20.986
Fig. 3.16,HTFGB-06ST,2067,206.72,229.05,66,0.15242,20.965
Fig. 3.16,HTFGB-06ST,2068,206.69,229.11,65,0.1522,20.943
Fig. 3.16,HTFGB-06ST,2069,206.63,229.17,65,0.15176,20.922
Fig. 3.16,HTFGB-06ST,2070,206.6,229.23,64,0.15154,20.901
Fig. 3.16,HTFGB-06ST,2071,206.57,229.29,63,0.15132,20.879
Fig. 3.16,HTFGB-06ST,2072,206.51,229.35,63,0.15089,20.858
Fig. 3.16,HTFGB-06ST,2073,206.48,229.41,62,0.15067,20.837
