figure_key,series,seq,source,draw_index,x_pt,y_pt,x_px600,y_px600,marker_w_pt,marker_h_pt,deflection_in,load_kips
thesis_fig4-61,HASAA-30BS1_center,19,markers,45,204.03,577.98,1700.2,4816.5,7.98,7.92,0.585,69.986
thesis_fig4-61,HASAA-30BS1_center,20,markers,47,205.11,575.34,1709.3,4794.5,7.98,7.92,0.6325,75.071
thesis_fig4-61,HASAA-30BS1_center,21,markers,49,206.19,572.76,1718.3,4773.0,7.98,7.92,0.6799,80.04
thesis_fig4-61,HASAA-30BS1_center,22,markers,51,207.33,570.09,1727.8,4750.8,7.98,7.98,0.73,85.183
thesis_fig4-61,HASAA-30BS1_center,23,markers,53,208.41,567.54,1736.8,4729.5,7.98,7.92,0.7775,90.095
thesis_fig4-61,HASAA-30BS1_center,24,markers,55,209.52,564.9,1746.0,4707.5,7.92,7.92,0.8263,95.18
thesis_fig4-61,HASAA-30BS1_center,25,markers,57,210.72,562.23,1756.0,4685.2,7.92,7.98,0.8791,100.322
thesis_fig4-61,HASAA-30BS1_center,26,markers,59,211.86,559.59,1765.5,4663.3,7.92,7.98,0.9292,105.407
thesis_fig4-61,HASAA-30BS1_center,27,markers,61,212.88,556.95,1774.0,4641.3,7.92,7.98,0.974,110.492
thesis_fig4-61,HASAA-30BS1_center,28,markers,63,214.08,554.37,1784.0,4619.7,7.92,7.98,1.0268,115.462
thesis_fig4-61,HASAA-30BS1_center,29,markers,65,215.19,551.76,1793.3,4598.0,7.98,7.92,1.0756,120.489
thesis_fig4-61,HASAA-30BS1_center,30,markers,67,216.42,549.12,1803.5,4576.0,7.92,7.92,1.1296,125.574
thesis_fig4-61,HASAA-30BS1_center,31,markers,69,216.42,549.18,1803.5,4576.5,7.92,7.92,1.1296,125.458
thesis_fig4-61,HASAA-30BS1_center,32,markers,71,217.53,546.72,1812.7,4556.0,7.98,7.92,1.1784,130.197
thesis_fig4-61,HASAA-30BS1_center,33,markers,73,218.76,543.96,1823.0,4533.0,7.92,7.92,1.2325,135.513
thesis_fig4-61,HASAA-30BS1_center,34,markers,75,220.02,541.44,1833.5,4512.0,7.92,7.92,1.2879,140.367
thesis_fig4-61,HASAA-30BS1_center,35,markers,77,220.02,541.8,1833.5,4515.0,7.92,7.92,1.2879,139.673
thesis_fig4-61,HASAA-30BS1_center,36,markers,79,221.28,538.92,1844.0,4491.0,7.92,7.92,1.3433,145.22
thesis_fig4-61,HASAA-30BS1_center,37,markers,81,222.72,536.58,1856.0,4471.5,7.92,7.92,1.4066,149.728
thesis_fig4-61,HASAA-30BS1_center,38,markers,83,224.16,533.64,1868.0,4447.0,7.92,7.92,1.4699,155.39
thesis_fig4-61,HASAA-30BS1_center,39,markers,85,225.51,531.66,1879.2,4430.5,7.98,7.92,1.5292,159.204
thesis_fig4-61,HASAA-30BS1_center,40,markers,87,227.04,528.48,1892.0,4404.0,7.92,7.92,1.5965,165.329
thesis_fig4-61,HASAA-30BS1_center,41,markers,89,228.78,526.5,1906.5,4387.5,7.92,7.92,1.673,169.143
thesis_fig4-61,HASAA-30BS1_center,42,markers,91,230.85,523.53,1923.8,4362.8,7.98,7.98,1.764,174.864
thesis_fig4-61,HASAA-30BS1_center,43,markers,93,233.07,521.22,1942.2,4343.5,7.98,7.92,1.8615,179.313
thesis_fig4-61,HASAA-30BS1_center,44,markers,95,235.89,518.67,1965.7,4322.3,7.98,7.98,1.9855,184.224
thesis_fig4-61,HASAA-30BS1_center,45,markers,97,239.22,516.03,1993.5,4300.3,7.92,7.98,2.1319,189.309
thesis_fig4-61,HASAA-30BS1_center,46,markers,99,242.64,513.51,2022.0,4279.2,7.92,7.98,2.2822,194.163
thesis_fig4-61,HASAA-30BS1_center,47,markers,101,246.51,511.95,2054.2,4266.2,7.98,7.98,2.4523,197.168
thesis_fig4-61,HASAA-30BS1_center,48,markers,103,251.01,509.61,2091.7,4246.7,7.98,7.98,2.6502,201.675
thesis_fig4-61,HASAA-30BS1_center,49,markers,105,256.74,506.73,2139.5,4222.7,7.92,7.98,2.902,207.223
thesis_fig4-61,HASAA-30BS1_center,50,markers,107,259.08,505.44,2159.0,4212.0,7.92,7.92,3.0049,209.707
thesis_fig4-61,HASAA-30BS1_center,51,markers,109,264.84,503.97,2207.0,4199.7,7.92,7.98,3.2581,212.539
thesis_fig4-61,HASAA-30BS1_center,52,markers,111,270.63,502.17,2255.3,4184.7,7.98,7.98,3.5126,216.006
thesis_fig4-61,HASAA-30BS1_center,53,markers,113,276.3,501.87,2302.5,4182.2,7.92,7.98,3.7619,216.584
thesis_fig4-61,HASAA-30BS1_center,54,markers,115,282.12,500.07,2351.0,4167.2,7.92,7.98,4.0177,220.051
thesis_fig4-61,HASAA-30BS1_center,55,markers,117,287.73,499.11,2397.8,4159.3,7.98,7.98,4.2643,221.9
thesis_fig4-61,HASAA-30BS1_center,56,markers,119,293.49,498.6,2445.7,4155.0,7.98,7.92,4.5175,222.882
thesis_fig4-61,HASAA-30BS1_center,57,markers,121,299.13,497.43,2492.8,4145.3,7.98,7.98,4.7655,225.135
thesis_fig4-61,HASAA-30BS1_center,58,markers,123,304.68,496.74,2539.0,4139.5,7.92,7.92,5.0094,226.465
thesis_fig4-61,HASAA-30BS1_center,59,markers,125,310.47,495.93,2587.3,4132.8,7.98,7.98,5.2639,228.025
thesis_fig4-61,HASAA-30BS1_center,60,markers,127,316.17,495.57,2634.8,4129.7,7.98,7.98,5.5145,228.718
thesis_fig4-61,HASAA-30BS1_center,61,markers,129,321.84,494.91,2682.0,4124.2,7.92,7.98,5.7638,229.989
thesis_fig4-61,HASAA-30BS1_center,62,markers,131,327.57,494.16,2729.8,4118.0,7.98,7.92,6.0156,231.434
thesis_fig4-61,HASAA-30BS1_center,63,markers,133,333.18,493.71,2776.5,4114.3,7.92,7.98,6.2622,232.301
thesis_fig4-61,HASAA-30BS1_center,64,markers,135,339.09,493.62,2825.7,4113.5,7.98,7.92,6.522,232.474
thesis_fig4-61,HASAA-30BS1_center,65,markers,137,344.7,492.78,2872.5,4106.5,7.92,7.92,6.7686,234.092
thesis_fig4-61,HASAA-30BS1_center,66,markers,139,345.39,495.0,2878.3,4125.0,7.98,7.92,6.799,229.816
thesis_fig4-61,HASAA-30BS1_center,67,markers,141,350.34,493.08,2919.5,4109.0,7.92,7.92,7.0166,233.514
thesis_fig4-61,HASAA-30BS1_center,68,markers,143,356.04,493.38,2967.0,4111.5,7.92,7.92,7.2671,232.936
thesis_fig4-61,HASAA-30BS1_center,69,markers,145,362.76,493.26,3023.0,4110.5,7.92,7.92,7.5625,233.167
thesis_fig4-61,HASAA-30BS1_center,70,markers,147,367.41,492.24,3061.8,4102.0,7.98,7.92,7.7669,235.132
thesis_fig4-61,HASAA-30BS1_center,71,markers,149,373.08,493.02,3109.0,4108.5,7.92,7.92,8.0162,233.63
thesis_fig4-61,HASAA-30BS1_center,72,markers,151,378.42,495.9,3153.5,4132.5,7.92,7.92,8.2509,228.083
thesis_fig4-61,HASAA-30BS1_center,73,markers,153,384.6,496.62,3205.0,4138.5,7.92,7.92,8.5226,226.696
thesis_fig4-61,HASAA-30BS1_center,74,markers,155,390.18,496.11,3251.5,4134.3,7.92,7.98,8.7679,227.678
thesis_fig4-61,HASAA-30BS1_center,75,markers,157,395.76,496.5,3298.0,4137.5,7.92,7.92,9.0132,226.927
thesis_fig4-61,HASAA-30BS1_center,76,markers,159,401.64,500.55,3347.0,4171.3,7.92,7.98,9.2717,219.126
thesis_fig4-61,HASAA-30BS1_center,77,markers,161,407.22,500.85,3393.5,4173.7,7.92,7.98,9.5169,218.548
thesis_fig4-61,HASAA-30BS1_center,78,markers,163,413.52,502.26,3446.0,4185.5,7.92,7.92,9.7939,215.832
thesis_fig4-61,HASAA-30BS1_center,79,markers,165,417.3,506.07,3477.5,4217.2,7.92,7.98,9.96,208.494
thesis_fig4-61,HASAA-30BS1_center,80,markers,167,418.56,506.31,3488.0,4219.2,7.92,7.98,10.0154,208.032
thesis_fig4-61,HASAA-30BS1_center,81,markers,169,420.42,512.46,3503.5,4270.5,7.92,7.92,10.0972,196.186
thesis_fig4-61,HASAA-30BS1_center,82,markers,171,424.8,514.62,3540.0,4288.5,7.92,7.92,10.2897,192.025
thesis_fig4-61,HASAA-30BS1_center,83,markers,173,427.92,518.76,3566.0,4323.0,7.92,7.92,10.4269,184.051
thesis_fig4-61,HASAA-30BS1_center,84,markers,175,429.96,516.39,3583.0,4303.3,7.92,7.98,10.5166,188.616
thesis_fig4-61,HASAA-30BS1_center,85,markers,177,435.66,515.52,3630.5,4296.0,7.92,7.92,10.7671,190.292
thesis_fig4-61,HASAA-30BS1_center,86,markers,179,435.66,515.58,3630.5,4296.5,7.92,7.92,10.7671,190.176
thesis_fig4-61,HASAA-30BS1_center,87,markers,181,441.6,519.66,3680.0,4330.5,7.92,7.92,11.0282,182.318
thesis_fig4-61,HASAA-30BS1_center,88,markers,183,447.21,518.37,3726.7,4319.7,7.98,7.98,11.2748,184.802
thesis_fig4-61,HASAA-30BS1_south_quarter,1,markers,186,190.23,613.95,1585.2,5116.2,5.94,5.94,-0.0216,0.703
thesis_fig4-61,HASAA-30BS1_south_quarter,2,markers,188,190.92,611.64,1591.0,5097.0,6.0,6.6,0.0087,5.152
thesis_fig4-61,HASAA-30BS1_south_quarter,3,markers,190,190.92,610.98,1591.0,5091.5,6.0,6.6,0.0087,6.424
thesis_fig4-61,HASAA-30BS1_south_quarter,4,markers,192,191.58,608.67,1596.5,5072.3,6.0,5.94,0.0377,10.873
thesis_fig4-61,HASAA-30BS1_south_quarter,5,markers,194,191.91,606.03,1599.3,5050.2,6.66,5.94,0.0522,15.958
thesis_fig4-61,HASAA-30BS1_south_quarter,6,markers,196,192.57,603.39,1604.8,5028.2,6.66,5.94,0.0812,21.043
thesis_fig4-61,HASAA-30BS1_south_quarter,7,markers,198,192.9,600.75,1607.5,5006.2,6.0,5.94,0.0957,26.128
thesis_fig4-61,HASAA-30BS1_south_quarter,8,markers,200,193.56,598.11,1613.0,4984.3,6.0,5.94,0.1247,31.213
thesis_fig4-61,HASAA-30BS1_south_quarter,9,markers,202,194.22,595.8,1618.5,4965.0,6.0,6.6,0.1538,35.662
thesis_fig4-61,HASAA-30BS1_south_quarter,10,markers,204,194.88,594.15,1624.0,4951.2,6.0,5.94,0.1828,38.84
thesis_fig4-61,HASAA-30BS1_south_quarter,11,markers,206,194.88,592.83,1624.0,4940.2,6.0,5.94,0.1828,41.383
thesis_fig4-61,HASAA-30BS1_south_quarter,12,markers,208,195.54,590.52,1629.5,4921.0,6.0,6.6,0.2118,45.832
thesis_fig4-61,HASAA-30BS1_south_quarter,13,markers,210,196.2,587.55,1635.0,4896.3,6.0,5.94,0.2408,51.553
thesis_fig4-61,HASAA-30BS1_south_quarter,14,markers,212,196.89,585.24,1640.7,4877.0,5.94,6.6,0.2711,56.002
thesis_fig4-61,HASAA-30BS1_south_quarter,15,markers,214,197.88,582.6,1649.0,4855.0,6.6,6.6,0.3146,61.087
thesis_fig4-61,HASAA-30BS1_south_quarter,16,markers,216,198.54,579.96,1654.5,4833.0,6.6,6.6,0.3437,66.172
thesis_fig4-61,HASAA-30BS1_south_quarter,17,markers,218,199.2,577.65,1660.0,4813.7,6.6,5.94,0.3727,70.622
thesis_fig4-61,HASAA-30BS1_south_quarter,18,markers,220,199.86,575.01,1665.5,4791.7,6.6,5.94,0.4017,75.707
thesis_fig4-61,HASAA-30BS1_south_quarter,19,markers,222,200.52,572.37,1671.0,4769.7,6.6,5.94,0.4307,80.791
thesis_fig4-61,HASAA-30BS1_south_quarter,20,markers,224,201.18,569.73,1676.5,4747.8,6.6,5.94,0.4597,85.876
thesis_fig4-61,HASAA-30BS1_south_quarter,21,markers,226,202.17,567.09,1684.7,4725.7,5.94,5.94,0.5032,90.961
thesis_fig4-61,HASAA-30BS1_south_quarter,22,markers,228,202.83,564.45,1690.3,4703.7,5.94,5.94,0.5322,96.046
thesis_fig4-61,HASAA-30BS1_south_quarter,23,markers,230,203.49,561.81,1695.8,4681.7,5.94,5.94,0.5612,101.131
thesis_fig4-61,HASAA-30BS1_south_quarter,24,markers,232,204.15,559.17,1701.2,4659.8,5.94,5.94,0.5903,106.216
thesis_fig4-61,HASAA-30BS1_south_quarter,25,markers,234,204.81,556.53,1706.7,4637.7,5.94,5.94,0.6193,111.301
thesis_fig4-61,HASAA-30BS1_south_quarter,26,markers,236,205.8,553.89,1715.0,4615.7,6.6,5.94,0.6628,116.386
thesis_fig4-61,HASAA-30BS1_south_quarter,27,markers,238,206.46,551.25,1720.5,4593.8,6.6,5.94,0.6918,121.471
thesis_fig4-61,HASAA-30BS1_south_quarter,28,markers,240,207.45,548.61,1728.7,4571.8,5.94,5.94,0.7353,126.556
thesis_fig4-61,HASAA-30BS1_south_quarter,29,markers,242,207.45,548.94,1728.7,4574.5,5.94,6.6,0.7353,125.921
thesis_fig4-61,HASAA-30BS1_south_quarter,30,markers,244,208.11,546.33,1734.3,4552.7,5.94,6.54,0.7643,130.948
thesis_fig4-61,HASAA-30BS1_south_quarter,31,markers,246,208.77,543.69,1739.8,4530.8,5.94,6.54,0.7933,136.033
thesis_fig4-61,HASAA-30BS1_south_quarter,32,markers,248,209.43,541.08,1745.3,4509.0,5.94,6.6,0.8224,141.06
thesis_fig4-61,HASAA-30BS1_south_quarter,33,markers,250,209.76,541.41,1748.0,4511.8,6.6,5.94,0.8369,140.424
thesis_fig4-61,HASAA-30BS1_south_quarter,34,markers,252,210.75,538.77,1756.3,4489.8,5.94,5.94,0.8804,145.509
thesis_fig4-61,HASAA-30BS1_south_quarter,35,markers,254,211.41,536.13,1761.8,4467.8,5.94,5.94,0.9094,150.594
thesis_fig4-61,HASAA-30BS1_south_quarter,36,markers,256,212.4,533.49,1770.0,4445.8,6.6,5.94,0.9529,155.679
thesis_fig4-61,HASAA-30BS1_south_quarter,37,markers,258,213.39,531.51,1778.2,4429.3,5.94,5.94,0.9964,159.493
thesis_fig4-61,HASAA-30BS1_south_quarter,38,markers,260,214.38,528.21,1786.5,4401.7,6.6,5.94,1.04,165.849
thesis_fig4-61,HASAA-30BS1_south_quarter,39,markers,262,215.37,526.23,1794.7,4385.3,5.94,5.94,1.0835,169.663
thesis_fig4-61,HASAA-30BS1_south_quarter,40,markers,264,216.69,523.26,1805.8,4360.5,5.94,6.6,1.1415,175.384
thesis_fig4-61,HASAA-30BS1_south_quarter,41,markers,266,218.01,520.95,1816.7,4341.3,5.94,5.94,1.1995,179.833
thesis_fig4-61,HASAA-30BS1_south_quarter,42,markers,268,219.36,518.31,1828.0,4319.2,6.0,5.94,1.2589,184.918
thesis_fig4-61,HASAA-30BS1_south_quarter,43,markers,270,221.34,515.67,1844.5,4297.3,6.0,5.94,1.3459,190.003
thesis_fig4-61,HASAA-30BS1_south_quarter,44,markers,272,223.32,513.36,1861.0,4278.0,6.0,6.6,1.4329,194.452
thesis_fig4-61,HASAA-30BS1_south_quarter,45,markers,274,225.66,511.71,1880.5,4264.2,6.6,5.94,1.5358,197.63
thesis_fig4-61,HASAA-30BS1_south_quarter,46,markers,276,227.97,509.4,1899.8,4245.0,5.94,6.6,1.6374,202.08
thesis_fig4-61,HASAA-30BS1_south_quarter,47,markers,278,231.27,506.43,1927.3,4220.2,5.94,5.94,1.7824,207.8
thesis_fig4-61,HASAA-30BS1_south_quarter,48,markers,280,232.59,505.11,1938.2,4209.2,5.94,5.94,1.8404,210.343
thesis_fig4-61,HASAA-30BS1_south_quarter,49,markers,282,235.89,503.79,1965.7,4198.3,5.94,5.94,1.9855,212.885
thesis_fig4-61,HASAA-30BS1_south_quarter,50,markers,284,238.86,501.81,1990.5,4181.7,6.6,5.94,2.1161,216.699
thesis_fig4-61,HASAA-30BS1_south_quarter,51,markers,286,241.83,501.81,2015.3,4181.7,5.94,5.94,2.2466,216.699
thesis_fig4-61,HASAA-30BS1_south_quarter,52,markers,288,245.13,499.83,2042.8,4165.2,5.94,5.94,2.3917,220.513
thesis_fig4-61,HASAA-30BS1_south_quarter,53,markers,290,248.13,498.84,2067.8,4157.0,6.66,6.6,2.5236,222.42
thesis_fig4-61,HASAA-30BS1_south_quarter,54,markers,292,251.1,498.51,2092.5,4154.3,6.0,5.94,2.6541,223.055
thesis_fig4-61,HASAA-30BS1_south_quarter,55,markers,294,254.43,497.19,2120.3,4143.3,5.94,5.94,2.8005,225.598
thesis_fig4-61,HASAA-30BS1_south_quarter,56,markers,296,257.4,496.53,2145.0,4137.7,6.6,5.94,2.9311,226.869
thesis_fig4-61,HASAA-30BS1_south_quarter,57,markers,298,260.37,495.87,2169.7,4132.2,5.94,5.94,3.0616,228.14
thesis_fig4-61,HASAA-30BS1_south_quarter,58,markers,300,263.34,495.21,2194.5,4126.7,6.6,5.94,3.1922,229.412
thesis_fig4-61,HASAA-30BS1_south_quarter,59,markers,302,266.64,494.55,2222.0,4121.2,6.6,5.94,3.3372,230.683
thesis_fig4-61,HASAA-30BS1_south_quarter,60,markers,304,269.61,493.89,2246.8,4115.7,5.94,5.94,3.4678,231.954
thesis_fig4-61,HASAA-30BS1_south_quarter,61,markers,306,272.58,493.56,2271.5,4113.0,6.6,6.6,3.5984,232.59
thesis_fig4-61,HASAA-30BS1_south_quarter,62,markers,308,275.58,493.23,2296.5,4110.3,6.0,5.94,3.7302,233.225
thesis_fig4-61,HASAA-30BS1_south_quarter,63,markers,310,278.55,492.57,2321.3,4104.8,6.66,5.94,3.8608,234.496
thesis_fig4-61,HASAA-30BS1_south_quarter,64,markers,312,278.88,494.88,2324.0,4124.0,6.0,6.6,3.8753,230.047
thesis_fig4-61,HASAA-30BS1_south_quarter,65,markers,314,281.55,492.9,2346.2,4107.5,5.94,6.6,3.9927,233.861
thesis_fig4-61,HASAA-30BS1_south_quarter,66,markers,316,284.19,493.23,2368.3,4110.3,5.94,5.94,4.1087,233.225
thesis_fig4-61,HASAA-30BS1_south_quarter,67,markers,318,287.82,493.23,2398.5,4110.3,6.6,5.94,4.2683,233.225
thesis_fig4-61,HASAA-30BS1_south_quarter,68,markers,320,290.13,491.91,2417.8,4099.3,5.94,5.94,4.3698,235.768
thesis_fig4-61,HASAA-30BS1_south_quarter,69,markers,322,293.1,492.57,2442.5,4104.8,6.6,5.94,4.5004,234.496
thesis_fig4-61,HASAA-30BS1_south_quarter,70,markers,324,296.07,495.87,2467.3,4132.2,5.94,5.94,4.6309,228.14
thesis_fig4-61,HASAA-30BS1_south_quarter,71,markers,326,299.04,496.53,2492.0,4137.7,6.6,5.94,4.7615,226.869
thesis_fig4-61,HASAA-30BS1_south_quarter,72,markers,328,302.01,495.87,2516.8,4132.2,5.94,5.94,4.8921,228.14
thesis_fig4-61,HASAA-30BS1_south_quarter,73,markers,330,305.01,496.2,2541.7,4135.0,6.66,6.6,5.0239,227.505
thesis_fig4-61,HASAA-30BS1_south_quarter,74,markers,332,307.98,500.49,2566.5,4170.7,6.0,5.94,5.1545,219.242
thesis_fig4-61,HASAA-30BS1_south_quarter,75,markers,334,310.65,500.49,2588.7,4170.7,5.94,5.94,5.2719,219.242
thesis_fig4-61,HASAA-30BS1_south_quarter,76,markers,336,313.95,501.81,2616.3,4181.7,5.94,5.94,5.4169,216.699
thesis_fig4-61,HASAA-30BS1_south_quarter,77,markers,338,315.93,505.77,2632.7,4214.7,5.94,5.94,5.504,209.072
thesis_fig4-61,HASAA-30BS1_south_quarter,78,markers,340,316.59,506.1,2638.2,4217.5,5.94,6.6,5.533,208.436
thesis_fig4-61,HASAA-30BS1_south_quarter,79,markers,342,318.24,512.37,2652.0,4269.7,6.6,5.94,5.6055,196.359
thesis_fig4-61,HASAA-30BS1_south_quarter,80,markers,344,320.22,514.35,2668.5,4286.3,6.6,5.94,5.6925,192.545
thesis_fig4-61,HASAA-30BS1_south_quarter,81,markers,346,322.53,518.31,2687.7,4319.2,5.94,5.94,5.7941,184.918
thesis_fig4-61,HASAA-30BS1_south_quarter,82,markers,348,323.85,516.33,2698.8,4302.7,5.94,5.94,5.8521,188.732
thesis_fig4-61,HASAA-30BS1_south_quarter,83,markers,350,326.49,515.34,2720.7,4294.5,5.94,6.6,5.9682,190.638
thesis_fig4-61,HASAA-30BS1_south_quarter,84,markers,352,330.12,519.3,2751.0,4327.5,6.6,6.6,6.1277,183.011
thesis_fig4-61,HASAA-30BS1_south_quarter,85,markers,354,333.12,518.31,2776.0,4319.2,6.0,5.94,6.2596,184.918
thesis_fig4-61,HASAA-30BS1_north_quarter,1,markers,357,190.35,613.83,1586.3,5115.2,6.18,6.18,-0.0164,0.934
thesis_fig4-61,HASAA-30BS1_north_quarter,2,markers,359,190.35,613.8,1586.3,5115.0,6.18,6.12,-0.0164,0.992
thesis_fig4-61,HASAA-30BS1_north_quarter,3,markers,361,190.77,611.67,1589.8,5097.3,6.18,6.18,0.0021,5.095
thesis_fig4-61,HASAA-30BS1_north_quarter,4,markers,363,190.77,611.67,1589.8,5097.3,6.18,6.18,0.0021,5.095
thesis_fig4-61,HASAA-30BS1_north_quarter,5,markers,365,190.89,611.07,1590.7,5092.2,6.18,6.18,0.0074,6.25
thesis_fig4-61,HASAA-30BS1_north_quarter,6,markers,367,191.37,608.61,1594.7,5071.8,6.18,6.18,0.0285,10.989
thesis_fig4-61,HASAA-30BS1_north_quarter,7,markers,369,191.97,606.03,1599.8,5050.2,6.18,6.18,0.0548,15.958
thesis_fig4-61,HASAA-30BS1_north_quarter,8,markers,371,192.51,603.51,1604.2,5029.2,6.18,6.18,0.0786,20.812
thesis_fig4-61,HASAA-30BS1_north_quarter,9,markers,373,193.11,600.87,1609.3,5007.3,6.18,6.18,0.105,25.897
thesis_fig4-61,HASAA-30BS1_north_quarter,10,markers,375,193.71,598.29,1614.3,4985.8,6.18,6.18,0.1313,30.866
thesis_fig4-61,HASAA-30BS1_north_quarter,11,markers,377,194.31,595.71,1619.2,4964.2,6.18,6.18,0.1577,35.836
thesis_fig4-61,HASAA-30BS1_north_quarter,12,markers,379,194.85,594.0,1623.8,4950.0,6.18,6.12,0.1814,39.129
thesis_fig4-61,HASAA-30BS1_north_quarter,13,markers,381,195.03,592.95,1625.2,4941.2,6.18,6.18,0.1894,41.152
thesis_fig4-61,HASAA-30BS1_north_quarter,14,markers,383,195.63,590.43,1630.3,4920.2,6.18,6.18,0.2157,46.006
thesis_fig4-61,HASAA-30BS1_north_quarter,15,markers,385,196.23,587.73,1635.2,4897.8,6.18,6.18,0.2421,51.206
thesis_fig4-61,HASAA-30BS1_north_quarter,16,markers,387,196.89,585.33,1640.7,4877.7,6.18,6.18,0.2711,55.829
thesis_fig4-61,HASAA-30BS1_north_quarter,17,markers,389,197.55,582.69,1646.3,4855.7,6.18,6.18,0.3001,60.914
thesis_fig4-61,HASAA-30BS1_north_quarter,18,markers,391,198.21,580.05,1651.8,4833.8,6.18,6.18,0.3291,65.999
thesis_fig4-61,HASAA-30BS1_north_quarter,19,markers,393,198.93,577.59,1657.7,4813.2,6.18,6.18,0.3608,70.737
thesis_fig4-61,HASAA-30BS1_north_quarter,20,markers,395,199.59,574.95,1663.2,4791.2,6.18,6.18,0.3898,75.822
thesis_fig4-61,HASAA-30BS1_north_quarter,21,markers,397,200.31,572.37,1669.2,4769.8,6.18,6.18,0.4215,80.791
thesis_fig4-61,HASAA-30BS1_north_quarter,22,markers,399,200.97,569.73,1674.8,4747.8,6.18,6.18,0.4505,85.876
thesis_fig4-61,HASAA-30BS1_north_quarter,23,markers,401,201.69,567.18,1680.8,4726.5,6.18,6.12,0.4821,90.788
thesis_fig4-61,HASAA-30BS1_north_quarter,24,markers,403,202.35,564.51,1686.3,4704.2,6.18,6.18,0.5111,95.931
thesis_fig4-61,HASAA-30BS1_north_quarter,25,markers,405,203.07,561.9,1692.3,4682.5,6.18,6.12,0.5428,100.958
thesis_fig4-61,HASAA-30BS1_north_quarter,26,markers,407,203.85,559.23,1698.8,4660.3,6.18,6.18,0.5771,106.101
thesis_fig4-61,HASAA-30BS1_north_quarter,27,markers,409,204.63,556.62,1705.3,4638.5,6.18,6.12,0.6114,111.128
thesis_fig4-61,HASAA-30BS1_north_quarter,28,markers,411,205.35,554.04,1711.3,4617.0,6.18,6.12,0.643,116.097
thesis_fig4-61,HASAA-30BS1_north_quarter,29,markers,413,206.07,551.43,1717.2,4595.2,6.18,6.18,0.6747,121.125
thesis_fig4-61,HASAA-30BS1_north_quarter,30,markers,415,206.85,548.79,1723.8,4573.3,6.18,6.18,0.7089,126.21
thesis_fig4-61,HASAA-30BS1_north_quarter,31,markers,417,206.85,548.85,1723.8,4573.8,6.18,6.18,0.7089,126.094
thesis_fig4-61,HASAA-30BS1_north_quarter,32,markers,419,207.57,546.39,1729.8,4553.2,6.18,6.18,0.7406,130.832
thesis_fig4-61,HASAA-30BS1_north_quarter,33,markers,421,208.35,543.63,1736.3,4530.2,6.18,6.18,0.7749,136.148
thesis_fig4-61,HASAA-30BS1_north_quarter,34,markers,423,209.13,541.14,1742.8,4509.5,6.18,6.12,0.8092,140.944
thesis_fig4-61,HASAA-30BS1_north_quarter,35,markers,425,209.19,541.47,1743.3,4512.3,6.18,6.18,0.8118,140.309
thesis_fig4-61,HASAA-30BS1_north_quarter,36,markers,427,210.03,538.59,1750.2,4488.2,6.18,6.18,0.8487,145.856
