figure_key,series,seq,source,draw_index,x_pt,y_pt,x_px600,y_px600,marker_w_pt,marker_h_pt,deflection_in,load_kips
thesis_fig4-22,HTFGB-30BS_center,96,markers,199,278.94,150.84,2324.5,1257.0,7.92,7.92,3.8763,225.887
thesis_fig4-22,HTFGB-30BS_center,97,markers,201,281.94,150.42,2349.5,1253.5,7.92,7.92,4.0085,226.696
thesis_fig4-22,HTFGB-30BS_center,98,markers,203,287.64,149.28,2397.0,1244.0,7.92,7.92,4.2597,228.891
thesis_fig4-22,HTFGB-30BS_center,99,markers,205,293.25,147.96,2443.8,1233.0,7.86,7.92,4.5069,231.434
thesis_fig4-22,HTFGB-30BS_center,100,markers,207,298.92,146.58,2491.0,1221.5,7.92,7.92,4.7568,234.092
thesis_fig4-22,HTFGB-30BS_center,101,markers,209,301.41,145.62,2511.8,1213.5,7.86,7.92,4.8665,235.941
thesis_fig4-22,HTFGB-30BS_center,102,markers,211,304.56,145.56,2538.0,1213.0,7.92,7.92,5.0053,236.057
thesis_fig4-22,HTFGB-30BS_center,103,markers,213,307.32,144.66,2561.0,1205.5,7.92,7.92,5.1269,237.79
thesis_fig4-22,HTFGB-30BS_center,104,markers,215,310.26,144.42,2585.5,1203.5,7.92,7.92,5.2565,238.252
thesis_fig4-22,HTFGB-30BS_center,105,markers,217,313.02,143.58,2608.5,1196.5,7.92,7.92,5.3781,239.87
thesis_fig4-22,HTFGB-30BS_center,106,markers,219,315.99,143.7,2633.2,1197.5,7.86,7.92,5.509,239.639
thesis_fig4-22,HTFGB-30BS_center,107,markers,221,316.05,144.36,2633.7,1203.0,7.86,7.92,5.5116,238.368
thesis_fig4-22,HTFGB-30BS_center,108,markers,223,318.66,142.74,2655.5,1189.5,7.92,7.92,5.6266,241.488
thesis_fig4-22,HTFGB-30BS_center,109,markers,225,321.6,142.74,2680.0,1189.5,7.92,7.92,5.7562,241.488
thesis_fig4-22,HTFGB-30BS_center,110,markers,227,324.45,141.78,2703.8,1181.5,7.86,7.92,5.8818,243.337
thesis_fig4-22,HTFGB-30BS_center,111,markers,229,327.24,141.48,2727.0,1179.0,7.92,7.92,6.0047,243.915
thesis_fig4-22,HTFGB-30BS_center,112,markers,231,327.24,141.6,2727.0,1180.0,7.92,7.92,6.0047,243.684
thesis_fig4-22,HTFGB-30BS_center,113,markers,233,333.06,141.48,2775.5,1179.0,7.92,7.92,6.2612,243.915
thesis_fig4-22,HTFGB-30BS_center,114,markers,235,338.7,140.1,2822.5,1167.5,7.92,7.92,6.5097,246.573
thesis_fig4-22,HTFGB-30BS_center,115,markers,237,344.46,139.38,2870.5,1161.5,7.92,7.92,6.7635,247.96
thesis_fig4-22,HTFGB-30BS_center,116,markers,239,350.01,138.66,2916.8,1155.5,7.86,7.92,7.0081,249.347
thesis_fig4-22,HTFGB-30BS_center,117,markers,241,355.77,138.66,2964.7,1155.5,7.86,7.92,7.2619,249.347
thesis_fig4-22,HTFGB-30BS_center,118,markers,243,361.5,137.28,3012.5,1144.0,7.92,7.92,7.5144,252.005
thesis_fig4-22,HTFGB-30BS_center,119,markers,245,367.11,136.8,3059.2,1140.0,7.86,7.92,7.7617,252.93
thesis_fig4-22,HTFGB-30BS_center,120,markers,247,372.9,136.14,3107.5,1134.5,7.92,7.92,8.0168,254.201
thesis_fig4-22,HTFGB-30BS_center,121,markers,249,372.9,136.2,3107.5,1135.0,7.92,7.92,8.0168,254.085
thesis_fig4-22,HTFGB-30BS_center,122,markers,251,378.48,135.42,3154.0,1128.5,7.92,7.92,8.2627,255.588
thesis_fig4-22,HTFGB-30BS_center,123,markers,253,384.21,135.3,3201.7,1127.5,7.86,7.92,8.5152,255.819
thesis_fig4-22,HTFGB-30BS_center,124,markers,255,384.21,135.36,3201.7,1128.0,7.86,7.92,8.5152,255.703
thesis_fig4-22,HTFGB-30BS_center,125,markers,257,390.3,135.18,3252.5,1126.5,7.92,7.92,8.7836,256.05
thesis_fig4-22,HTFGB-30BS_center,126,markers,259,391.35,135.66,3261.3,1130.5,7.86,7.92,8.8298,255.125
thesis_fig4-22,HTFGB-30BS_center,127,markers,261,395.43,135.3,3295.2,1127.5,7.86,7.92,9.0096,255.819
thesis_fig4-22,HTFGB-30BS_center,128,markers,263,401.16,135.0,3343.0,1125.0,7.92,7.92,9.2621,256.397
thesis_fig4-22,HTFGB-30BS_center,129,markers,265,406.98,134.82,3391.5,1123.5,7.92,7.92,9.5186,256.743
thesis_fig4-22,HTFGB-30BS_center,130,markers,267,412.56,135.66,3438.0,1130.5,7.92,7.92,9.7645,255.125
thesis_fig4-22,HTFGB-30BS_center,131,markers,269,416.55,151.14,3471.2,1259.5,7.86,7.92,9.9403,225.309
thesis_fig4-22,HTFGB-30BS_center,132,markers,271,416.58,151.44,3471.5,1262.0,7.92,7.92,9.9416,224.731
thesis_fig4-22,HTFGB-30BS_center,133,markers,273,420.0,152.07,3500.0,1267.2,7.92,7.86,10.0923,223.518
thesis_fig4-22,HTFGB-30BS_center,134,markers,275,422.28,150.66,3519.0,1255.5,7.92,7.92,10.1928,226.233
thesis_fig4-22,HTFGB-30BS_center,135,markers,277,429.6,150.42,3580.0,1253.5,7.92,7.92,10.5154,226.696
