specimen,figure,reading,load_kips,deflection_in,plotted_load_kips,plotted_deflection_in,elastic,steel_elastic,interface_state,xcheck_report_fig5-14,xcheck_report_fig5-20,xcheck_thesis_fig4-24,xcheck_thesis_fig4-63
HTFGB-30BS,Fig. 4.22,111,216.227,10.7716,216.295,10.7639,0,0,,,,,
HTFGB-30BS,Fig. 4.22,112,209.524,11.0466,209.592,11.0389,0,0,,,,,
HTFGB-30BS,Fig. 4.22,113,208.368,11.0519,208.436,11.0442,0,0,,,,,
HASAA-30BS1,Fig. 4.61,0,0.0,0.0,0.125,-0.0058,1,1,friction_intact,,,,
HASAA-30BS1,Fig. 4.61,1,4.103,0.025,4.228,0.0192,1,1,friction_intact,,,,0.0257
HASAA-30BS1,Fig. 4.61,2,5.259,0.0316,5.384,0.0258,1,1,friction_intact,,,,0.0311
HASAA-30BS1,Fig. 4.61,3,10.055,0.062,10.18,0.0562,1,1,friction_intact,,,,0.0622
HASAA-30BS1,Fig. 4.61,4,15.082,0.1068,15.207,0.101,1,1,friction_intact,,,,0.1079
HASAA-30BS1,Fig. 4.61,5,19.936,0.1437,20.061,0.1379,1,1,friction_intact,,,,0.1445
HASAA-30BS1,Fig. 4.61,6,25.021,0.182,25.146,0.1762,1,1,friction_intact,,,,0.1819
HASAA-30BS1,Fig. 4.61,7,29.932,0.2202,30.057,0.2144,1,1,friction_intact,,,,0.2198
HASAA-30BS1,Fig. 4.61,8,34.959,0.2571,35.084,0.2513,1,1,friction_intact,,,,0.2572
HASAA-30BS1,Fig. 4.61,9,38.253,0.3099,38.378,0.3041,0,1,post_friction_release_bearing,,,,0.3109
HASAA-30BS1,Fig. 4.61,10,40.276,0.3244,40.401,0.3186,0,1,post_friction_release_bearing,,,,0.3256
HASAA-30BS1,Fig. 4.61,11,45.129,0.3679,45.254,0.3621,0,1,post_friction_release_bearing,,,,0.368
HASAA-30BS1,Fig. 4.61,12,50.33,0.4114,50.455,0.4056,0,1,post_friction_release_bearing,,,,0.4125
HASAA-30BS1,Fig. 4.61,13,54.953,0.455,55.078,0.4492,0,1,post_friction_release_bearing,,,,0.4555
HASAA-30BS1,Fig. 4.61,14,60.038,0.4998,60.163,0.494,0,1,post_friction_release_bearing,,,,0.5007
HASAA-30BS1,Fig. 4.61,15,65.123,0.5446,65.248,0.5388,0,1,post_friction_release_bearing,,,,0.5453
HASAA-30BS1,Fig. 4.61,16,69.861,0.5908,69.986,0.585,0,1,post_friction_release_bearing,,,,0.5922
HASAA-30BS1,Fig. 4.61,17,74.946,0.6383,75.071,0.6325,0,1,post_friction_release_bearing,,,,0.6399
HASAA-30BS1,Fig. 4.61,18,79.915,0.6857,80.04,0.6799,0,1,post_friction_release_bearing,,,,0.6869
HASAA-30BS1,Fig. 4.61,19,85.058,0.7358,85.183,0.73,0,1,post_friction_release_bearing,,,,0.7378
HASAA-30BS1,Fig. 4.61,20,89.97,0.7833,90.095,0.7775,0,1,post_friction_release_bearing,,,,0.7843
HASAA-30BS1,Fig. 4.61,21,95.055,0.8321,95.18,0.8263,0,1,post_friction_release_bearing,,,,0.8341
HASAA-30BS1,Fig. 4.61,22,100.197,0.8849,100.322,0.8791,0,1,post_friction_release_bearing,,,,0.888
HASAA-30BS1,Fig. 4.61,23,105.282,0.935,105.407,0.9292,0,1,post_friction_release_bearing,,,,0.9369
HASAA-30BS1,Fig. 4.61,24,110.367,0.9798,110.492,0.974,0,1,post_friction_release_bearing,,,,0.9829
HASAA-30BS1,Fig. 4.61,25,115.337,1.0326,115.462,1.0268,0,1,post_friction_release_bearing,,,,1.0351
HASAA-30BS1,Fig. 4.61,26,120.364,1.0814,120.489,1.0756,0,1,post_friction_release_bearing,,,,1.086
HASAA-30BS1,Fig. 4.61,27,125.449,1.1354,125.574,1.1296,0,1,post_friction_release_bearing,,,,1.139
HASAA-30BS1,Fig. 4.61,28,130.072,1.1842,130.197,1.1784,0,1,post_friction_release_bearing,,,,1.1872
HASAA-30BS1,Fig. 4.61,29,135.388,1.2383,135.513,1.2325,0,1,post_friction_release_bearing,,,,1.2417
HASAA-30BS1,Fig. 4.61,30,140.242,1.2937,140.367,1.2879,0,1,post_friction_release_bearing,,,,1.3045
HASAA-30BS1,Fig. 4.61,31,139.548,1.2937,139.673,1.2879,0,1,post_friction_release_bearing,,,,1.2952
HASAA-30BS1,Fig. 4.61,32,145.095,1.3491,145.22,1.3433,0,1,post_friction_release_bearing,,,,1.3545
HASAA-30BS1,Fig. 4.61,33,149.603,1.4124,149.728,1.4066,0,1,post_friction_release_bearing,,,,1.4165
HASAA-30BS1,Fig. 4.61,34,155.265,1.4757,155.39,1.4699,0,1,post_friction_release_bearing,,,,1.4816
HASAA-30BS1,Fig. 4.61,35,159.079,1.535,159.204,1.5292,0,0,,,,,
HASAA-30BS1,Fig. 4.61,36,165.204,1.6023,165.329,1.5965,0,0,,,,,
HASAA-30BS1,Fig. 4.61,37,169.018,1.6788,169.143,1.673,0,0,,,,,
HASAA-30BS1,Fig. 4.61,38,174.739,1.7698,174.864,1.764,0,0,,,,,
HASAA-30BS1,Fig. 4.61,39,179.188,1.8673,179.313,1.8615,0,0,,,,,
HASAA-30BS1,Fig. 4.61,40,184.099,1.9913,184.224,1.9855,0,0,,,,,
HASAA-30BS1,Fig. 4.61,41,189.184,2.1377,189.309,2.1319,0,0,,,,,
HASAA-30BS1,Fig. 4.61,42,194.038,2.288,194.163,2.2822,0,0,,,,,
HASAA-30BS1,Fig. 4.61,43,197.043,2.4581,197.168,2.4523,0,0,,,,,
HASAA-30BS1,Fig. 4.61,44,201.55,2.656,201.675,2.6502,0,0,,,,,
HASAA-30BS1,Fig. 4.61,45,207.098,2.9078,207.223,2.902,0,0,,,,,
HASAA-30BS1,Fig. 4.61,46,209.582,3.0107,209.707,3.0049,0,0,,,,,
HASAA-30BS1,Fig. 4.61,47,212.414,3.2639,212.539,3.2581,0,0,,,,,
HASAA-30BS1,Fig. 4.61,48,215.881,3.5184,216.006,3.5126,0,0,,,,,
HASAA-30BS1,Fig. 4.61,49,216.459,3.7677,216.584,3.7619,0,0,,,,,
HASAA-30BS1,Fig. 4.61,50,219.926,4.0235,220.051,4.0177,0,0,,,,,
HASAA-30BS1,Fig. 4.61,51,221.775,4.2701,221.9,4.2643,0,0,,,,,
HASAA-30BS1,Fig. 4.61,52,222.757,4.5233,222.882,4.5175,0,0,,,,,
HASAA-30BS1,Fig. 4.61,53,225.01,4.7713,225.135,4.7655,0,0,,,,,
HASAA-30BS1,Fig. 4.61,54,226.34,5.0152,226.465,5.0094,0,0,,,,,
HASAA-30BS1,Fig. 4.61,55,227.9,5.2697,228.025,5.2639,0,0,,,,,
HASAA-30BS1,Fig. 4.61,56,228.593,5.5203,228.718,5.5145,0,0,,,,,
HASAA-30BS1,Fig. 4.61,57,229.864,5.7696,229.989,5.7638,0,0,,,,,
HASAA-30BS1,Fig. 4.61,58,231.309,6.0214,231.434,6.0156,0,0,,,,,
HASAA-30BS1,Fig. 4.61,59,232.176,6.268,232.301,6.2622,0,0,,,,,
HASAA-30BS1,Fig. 4.61,60,232.349,6.5278,232.474,6.522,0,0,,,,,
HASAA-30BS1,Fig. 4.61,61,233.967,6.7744,234.092,6.7686,0,0,,,,,
HASAA-30BS1,Fig. 4.61,62,229.691,6.8048,229.816,6.799,0,0,,,,,
HASAA-30BS1,Fig. 4.61,63,233.389,7.0224,233.514,7.0166,0,0,,,,,
HASAA-30BS1,Fig. 4.61,64,232.811,7.2729,232.936,7.2671,0,0,,,,,
HASAA-30BS1,Fig. 4.61,65,233.042,7.5683,233.167,7.5625,0,0,,,,,
HASAA-30BS1,Fig. 4.61,66,235.007,7.7727,235.132,7.7669,0,0,,,,,
HASAA-30BS1,Fig. 4.61,67,233.505,8.022,233.63,8.0162,0,0,,,,,
HASAA-30BS1,Fig. 4.61,68,227.958,8.2567,228.083,8.2509,0,0,,,,,
HASAA-30BS1,Fig. 4.61,69,226.571,8.5284,226.696,8.5226,0,0,,,,,
HASAA-30BS1,Fig. 4.61,70,227.553,8.7737,227.678,8.7679,0,0,,,,,
HASAA-30BS1,Fig. 4.61,71,226.802,9.019,226.927,9.0132,0,0,,,,,
HASAA-30BS1,Fig. 4.61,72,219.001,9.2775,219.126,9.2717,0,0,,,,,
HASAA-30BS1,Fig. 4.61,73,218.423,9.5227,218.548,9.5169,0,0,,,,,
HASAA-30BS1,Fig. 4.61,74,215.707,9.7997,215.832,9.7939,0,0,,,,,
HASAA-30BS1,Fig. 4.61,75,208.369,9.9658,208.494,9.96,0,0,,,,,
HASAA-30BS1,Fig. 4.61,76,207.907,10.0212,208.032,10.0154,0,0,,,,,
HASAA-30BS1,Fig. 4.61,77,196.061,10.103,196.186,10.0972,0,0,,,,,
HASAA-30BS1,Fig. 4.61,78,191.9,10.2955,192.025,10.2897,0,0,,,,,
HASAA-30BS1,Fig. 4.61,79,183.926,10.4327,184.051,10.4269,0,0,,,,,
HASAA-30BS1,Fig. 4.61,80,188.491,10.5224,188.616,10.5166,0,0,,,,,
HASAA-30BS1,Fig. 4.61,81,190.167,10.7729,190.292,10.7671,0,0,,,,,
HASAA-30BS1,Fig. 4.61,82,182.193,11.034,182.318,11.0282,0,0,,,,,
HASAA-30BS1,Fig. 4.61,83,184.677,11.2806,184.802,11.2748,0,0,,,,,
