row_px,centroid_col_px,run_start_col_px,run_end_col_px,blue_weight_sum,load_kN,deflection_mm
3057,1700.84,1693,1708,13.25,529.497,35.4362
3058,1700.84,1693,1708,13.25,528.913,35.4362
3059,1700.84,1693,1708,13.25,528.329,35.4362
3060,1698.986,1689,1708,13.375,527.745,35.2054
3061,1698.986,1689,1708,13.375,527.161,35.2054
3062,1698.986,1689,1708,13.375,526.576,35.2054
3063,1698.986,1689,1708,13.375,525.992,35.2054
3064,1696.786,1689,1704,13.125,525.408,34.9315
3065,1696.786,1689,1704,13.125,524.824,34.9315
3066,1696.786,1689,1704,13.125,524.24,34.9315
3067,1696.786,1689,1704,13.125,523.656,34.9315
3068,1694.69,1685,1704,13.125,523.072,34.6707
3069,1694.69,1685,1704,13.125,522.488,34.6707
3070,1694.69,1685,1704,13.125,521.904,34.6707
3071,1694.69,1685,1704,13.125,521.319,34.6707
3072,1692.5,1685,1700,13.5,520.735,34.398
3073,1692.5,1685,1700,13.5,520.151,34.398
3074,1692.5,1685,1700,13.5,519.567,34.398
3075,1692.5,1685,1700,13.5,518.983,34.398
3076,1690.463,1681,1700,13.375,518.399,34.1444
3077,1690.463,1681,1700,13.375,517.815,34.1444
3078,1690.463,1681,1700,13.375,517.231,34.1444
3079,1690.463,1681,1700,13.375,516.647,34.1444
3080,1688.115,1681,1696,13.625,516.062,33.8521
3081,1688.115,1681,1696,13.625,515.478,33.8521
3082,1688.115,1681,1696,13.625,514.894,33.8521
3083,1688.115,1681,1696,13.625,514.31,33.8521
3084,1685.876,1677,1696,13.625,513.726,33.5735
3085,1685.876,1677,1696,13.625,513.142,33.5735
3086,1685.876,1677,1696,13.625,512.558,33.5735
3087,1685.876,1677,1696,13.625,511.974,33.5735
3088,1683.871,1677,1692,13.125,511.39,33.3239
3089,1683.871,1677,1692,13.125,510.805,33.3239
3090,1683.871,1677,1692,13.125,510.221,33.3239
3091,1683.871,1677,1692,13.125,509.637,33.3239
3092,1681.598,1673,1692,12.75,509.053,33.0409
3093,1681.598,1673,1692,12.75,508.469,33.0409
3094,1681.598,1673,1692,12.75,507.885,33.0409
3095,1681.598,1673,1692,12.75,507.301,33.0409
3096,1679.976,1673,1688,12.875,506.717,32.839
3097,1679.976,1673,1688,12.875,506.133,32.839
3098,1679.976,1673,1688,12.875,505.549,32.839
3099,1679.976,1673,1688,12.875,504.964,32.839
3100,1677.846,1669,1688,13.0,504.38,32.5739
3101,1677.846,1669,1688,13.0,503.796,32.5739
3102,1677.846,1669,1688,13.0,503.212,32.5739
3103,1677.846,1669,1688,13.0,502.628,32.5739
3104,1676.084,1669,1684,12.625,502.044,32.3546
3105,1676.084,1669,1684,12.625,501.46,32.3546
3106,1676.084,1669,1684,12.625,500.876,32.3546
3107,1676.084,1669,1684,12.625,500.292,32.3546
3108,1674.147,1665,1684,12.75,499.707,32.1134
3109,1674.147,1665,1684,12.75,499.123,32.1134
3110,1674.147,1665,1684,12.75,498.539,32.1134
3111,1674.147,1665,1684,12.75,497.955,32.1134
3112,1672.269,1665,1680,13.0,497.371,31.8797
3113,1672.269,1665,1680,13.0,496.787,31.8797
3114,1672.269,1665,1680,13.0,496.203,31.8797
3115,1672.269,1665,1680,13.0,495.619,31.8797
3116,1670.579,1661,1680,12.625,495.035,31.6693
3117,1670.579,1661,1680,12.625,494.45,31.6693
3118,1670.579,1661,1680,12.625,493.866,31.6693
3119,1670.579,1661,1680,12.625,493.282,31.6693
3120,1668.558,1661,1676,12.875,492.698,31.4177
3121,1668.558,1661,1676,12.875,492.114,31.4177
3122,1668.558,1661,1676,12.875,491.53,31.4177
3123,1668.558,1661,1676,12.875,490.946,31.4177
3124,1666.071,1657,1676,14.0,490.362,31.1082
3125,1666.071,1657,1676,14.0,489.778,31.1082
3126,1666.071,1657,1676,14.0,489.193,31.1082
3127,1666.071,1657,1676,14.0,488.609,31.1082
3128,1663.902,1653,1672,14.625,488.025,30.8381
3129,1663.902,1653,1672,14.625,487.441,30.8381
3130,1663.902,1653,1672,14.625,486.857,30.8381
3131,1663.902,1653,1672,14.625,486.273,30.8381
3132,1661.75,1653,1672,14.0,485.689,30.5702
3133,1661.75,1653,1672,14.0,485.105,30.5702
3134,1661.75,1653,1672,14.0,484.521,30.5702
3135,1661.75,1653,1672,14.0,483.936,30.5702
3136,1659.423,1649,1668,13.0,483.352,30.2806
3137,1659.423,1649,1668,13.0,482.768,30.2806
3138,1659.423,1649,1668,13.0,482.184,30.2806
3139,1659.423,1649,1668,13.0,481.6,30.2806
3140,1657.51,1649,1664,12.625,481.016,30.0424
3141,1657.51,1649,1664,12.625,480.432,30.0424
3142,1657.51,1649,1664,12.625,479.848,30.0424
3143,1657.51,1649,1664,12.625,479.264,30.0424
3144,1655.871,1649,1664,13.125,478.679,29.8385
3145,1655.871,1649,1664,13.125,478.095,29.8385
3146,1655.871,1649,1664,13.125,477.511,29.8385
3147,1655.871,1649,1664,13.125,476.927,29.8385
3148,1654.085,1645,1664,13.25,476.343,29.6161
3149,1654.085,1645,1664,13.25,475.759,29.6161
3150,1654.085,1645,1664,13.25,475.175,29.6161
3151,1654.085,1645,1664,13.25,474.591,29.6161
3152,1652.325,1645,1660,12.875,474.007,29.397
3153,1652.325,1645,1660,12.875,473.422,29.397
3154,1652.325,1645,1660,12.875,472.838,29.397
3155,1652.325,1645,1660,12.875,472.254,29.397
3156,1650.654,1641,1660,13.0,471.67,29.189
3157,1650.654,1641,1660,13.0,471.086,29.189
3158,1650.654,1641,1660,13.0,470.502,29.189
3159,1650.654,1641,1660,13.0,469.918,29.189
3160,1648.867,1641,1656,12.25,469.334,28.9666
3161,1648.867,1641,1656,12.25,468.75,28.9666
3162,1648.867,1641,1656,12.25,468.165,28.9666
3163,1648.867,1641,1656,12.25,467.581,28.9666
3164,1647.348,1641,1656,12.375,466.997,28.7775
3165,1647.348,1641,1656,12.375,466.413,28.7775
3166,1647.348,1641,1656,12.375,465.829,28.7775
3167,1647.348,1641,1656,12.375,465.245,28.7775
3168,1645.716,1637,1656,12.75,464.661,28.5743
3169,1645.716,1637,1656,12.75,464.077,28.5743
3170,1645.716,1637,1656,12.75,463.493,28.5743
3171,1645.716,1637,1656,12.75,462.908,28.5743
3172,1644.02,1637,1652,12.5,462.324,28.3632
3173,1644.02,1637,1652,12.5,461.74,28.3632
3174,1644.02,1637,1652,12.5,461.156,28.3632
3175,1644.02,1637,1652,12.5,460.572,28.3632
3176,1642.618,1633,1652,12.75,459.988,28.1886
3177,1642.618,1633,1652,12.75,459.404,28.1886
3178,1642.618,1633,1652,12.75,458.82,28.1886
3179,1642.618,1633,1652,12.75,458.236,28.1886
3180,1640.559,1633,1648,12.625,457.651,27.9324
3181,1640.559,1633,1648,12.625,457.067,27.9324
3182,1640.559,1633,1648,12.625,456.483,27.9324
3183,1640.559,1633,1648,12.625,455.899,27.9324
3184,1639.238,1629,1648,12.875,455.315,27.7679
3185,1639.238,1629,1648,12.875,454.731,27.7679
3186,1639.238,1629,1648,12.875,454.147,27.7679
3187,1639.238,1629,1648,12.875,453.563,27.7679
3188,1637.602,1629,1644,12.25,452.979,27.5643
3189,1637.602,1629,1644,12.25,452.394,27.5643
3190,1637.602,1629,1644,12.25,451.81,27.5643
3191,1637.602,1629,1644,12.25,451.226,27.5643
3192,1636.203,1629,1644,12.625,450.642,27.3901
3193,1636.203,1629,1644,12.625,450.058,27.3901
3194,1636.203,1629,1644,12.625,449.474,27.3901
3195,1636.203,1629,1644,12.625,448.89,27.3901
3196,1634.54,1625,1644,12.375,448.306,27.1832
3197,1634.54,1625,1644,12.375,447.722,27.1832
3198,1634.54,1625,1644,12.375,447.137,27.1832
3199,1634.54,1625,1644,12.375,446.553,27.1832
3200,1633.206,1625,1640,12.75,445.969,27.017
3201,1633.206,1625,1640,12.75,445.385,27.017
3202,1633.206,1625,1640,12.75,444.801,27.017
3203,1633.206,1625,1640,12.75,444.217,27.017
3204,1632.084,1625,1640,12.625,443.633,26.8774
3205,1632.084,1625,1640,12.625,443.049,26.8774
3206,1632.084,1625,1640,12.625,442.465,26.8774
3207,1632.084,1625,1640,12.625,441.88,26.8774
3208,1630.66,1621,1640,12.5,441.296,26.7001
3209,1630.66,1621,1640,12.5,440.712,26.7001
3210,1630.66,1621,1640,12.5,440.128,26.7001
3211,1630.66,1621,1640,12.5,439.544,26.7001
3212,1629.167,1621,1636,12.375,438.96,26.5142
3213,1629.167,1621,1636,12.375,438.376,26.5142
3214,1629.167,1621,1636,12.375,437.792,26.5142
3215,1629.167,1621,1636,12.375,437.208,26.5142
3216,1627.955,1621,1636,12.375,436.623,26.3633
3217,1627.955,1621,1636,12.375,436.039,26.3633
3218,1627.955,1621,1636,12.375,435.455,26.3633
3219,1627.955,1621,1636,12.375,434.871,26.3633
3220,1626.581,1617,1636,12.375,434.287,26.1923
3221,1626.581,1617,1636,12.375,433.703,26.1923
3222,1626.581,1617,1636,12.375,433.119,26.1923
3223,1626.581,1617,1636,12.375,432.535,26.1923
3224,1625.272,1617,1632,12.625,431.951,26.0294
3225,1625.272,1617,1632,12.625,431.366,26.0294
3226,1625.272,1617,1632,12.625,430.782,26.0294
3227,1625.272,1617,1632,12.625,430.198,26.0294
3228,1623.794,1617,1632,12.75,429.614,25.8454
3229,1623.794,1617,1632,12.75,429.03,25.8454
3230,1623.794,1617,1632,12.75,428.446,25.8454
3231,1623.794,1617,1632,12.75,427.862,25.8454
3232,1622.177,1613,1632,12.375,427.278,25.6441
3233,1622.177,1613,1632,12.375,426.694,25.6441
3234,1622.177,1613,1632,12.375,426.109,25.6441
3235,1622.177,1613,1632,12.375,425.525,25.6441
3236,1620.916,1613,1628,12.625,424.941,25.4871
3237,1620.916,1613,1628,12.625,424.357,25.4871
3238,1620.916,1613,1628,12.625,423.773,25.4871
3239,1620.916,1613,1628,12.625,423.189,25.4871
3240,1619.676,1613,1628,12.75,422.605,25.3329
3241,1619.676,1613,1628,12.75,422.021,25.3329
3242,1619.676,1613,1628,12.75,421.437,25.3329
3243,1619.676,1613,1628,12.75,420.852,25.3329
3244,1618.214,1609,1624,12.25,420.268,25.1509
3245,1618.214,1609,1624,12.25,419.684,25.1509
3246,1618.214,1609,1624,12.25,419.1,25.1509
3247,1618.214,1609,1624,12.25,418.516,25.1509
3248,1617.22,1609,1624,12.5,417.932,25.0271
3249,1617.22,1609,1624,12.5,417.348,25.0271
3250,1617.22,1609,1624,12.5,416.764,25.0271
3251,1617.22,1609,1624,12.5,416.18,25.0271
3252,1615.765,1609,1624,12.25,415.595,24.846
3253,1615.765,1609,1624,12.25,415.011,24.846
3254,1615.765,1609,1624,12.25,414.427,24.846
3255,1615.765,1609,1624,12.25,413.843,24.846
3256,1614.618,1605,1624,12.75,413.259,24.7031
3257,1614.618,1605,1624,12.75,412.675,24.7031
3258,1614.618,1605,1624,12.75,412.091,24.7031
3259,1614.618,1605,1624,12.75,411.507,24.7031
3260,1613.112,1605,1620,12.25,410.923,24.5157
3261,1613.112,1605,1620,12.25,410.338,24.5157
3262,1613.112,1605,1620,12.25,409.754,24.5157
3263,1613.112,1605,1620,12.25,409.17,24.5157
3264,1612.02,1605,1620,12.5,408.586,24.3798
3265,1612.02,1605,1620,12.5,408.002,24.3798
3266,1612.02,1605,1620,12.5,407.418,24.3798
3267,1612.02,1605,1620,12.5,406.834,24.3798
3268,1610.582,1601,1620,12.125,406.25,24.2008
3269,1610.582,1601,1620,12.125,405.666,24.2008
3270,1610.582,1601,1620,12.125,405.081,24.2008
3271,1610.582,1601,1620,12.125,404.497,24.2008
3272,1609.288,1601,1616,12.375,403.913,24.0397
3273,1609.288,1601,1616,12.375,403.329,24.0397
3274,1609.288,1601,1616,12.375,402.745,24.0397
3275,1609.288,1601,1616,12.375,402.161,24.0397
3276,1608.133,1601,1616,12.25,401.577,23.8959
3277,1608.133,1601,1616,12.25,400.993,23.8959
3278,1608.133,1601,1616,12.25,400.409,23.8959
3279,1608.133,1601,1616,12.25,399.824,23.8959
3280,1606.706,1597,1616,12.125,399.24,23.7183
3281,1606.706,1597,1616,12.125,398.656,23.7183
3282,1606.706,1597,1616,12.125,398.072,23.7183
3283,1606.706,1597,1616,12.125,397.488,23.7183
3284,1605.441,1597,1612,12.75,396.904,23.5608
3285,1605.441,1597,1612,12.75,396.32,23.5608
3286,1605.441,1597,1612,12.75,395.736,23.5608
3287,1605.441,1597,1612,12.75,395.152,23.5608
3288,1604.26,1597,1612,12.5,394.567,23.4138
3289,1604.26,1597,1612,12.5,393.983,23.4138
3290,1604.26,1597,1612,12.5,393.399,23.4138
3291,1604.26,1597,1612,12.5,392.815,23.4138
3292,1602.9,1593,1612,12.5,392.231,23.2445
3293,1602.9,1593,1612,12.5,391.647,23.2445
3294,1602.9,1593,1612,12.5,391.063,23.2445
3295,1602.9,1593,1612,12.5,390.479,23.2445
3296,1601.7,1593,1608,12.5,389.895,23.0951
3297,1601.7,1593,1608,12.5,389.31,23.0951
3298,1601.7,1593,1608,12.5,388.726,23.0951
3299,1601.7,1593,1608,12.5,388.142,23.0951
3300,1600.314,1593,1608,12.125,387.558,22.9227
3301,1600.314,1593,1608,12.125,386.974,22.9227
3302,1600.314,1593,1608,12.125,386.39,22.9227
3303,1600.314,1593,1608,12.125,385.806,22.9227
3304,1599.106,1593,1608,12.375,385.222,22.7722
3305,1599.106,1593,1608,12.375,384.638,22.7722
3306,1599.106,1593,1608,12.375,384.053,22.7722
3307,1599.106,1593,1608,12.375,383.469,22.7722
3308,1597.7,1589,1604,12.5,382.885,22.5972
3309,1597.7,1589,1604,12.5,382.301,22.5972
3310,1597.7,1589,1604,12.5,381.717,22.5972
3311,1597.7,1589,1604,12.5,381.133,22.5972
3312,1596.5,1589,1604,12.25,380.549,22.4478
3313,1596.5,1589,1604,12.25,379.965,22.4478
3314,1596.5,1589,1604,12.25,379.381,22.4478
3315,1596.5,1589,1604,12.25,378.796,22.4478
3316,1595.227,1589,1604,12.375,378.212,22.2894
3317,1595.227,1589,1604,12.375,377.628,22.2894
3318,1595.227,1589,1604,12.375,377.044,22.2894
3319,1595.227,1589,1604,12.375,376.46,22.2894
3320,1593.969,1585,1600,12.25,375.876,22.1328
3321,1593.969,1585,1600,12.25,375.292,22.1328
3322,1593.969,1585,1600,12.25,374.708,22.1328
3323,1593.969,1585,1600,12.25,374.124,22.1328
3324,1592.682,1585,1600,12.375,373.539,21.9725
3325,1592.682,1585,1600,12.375,372.955,21.9725
3326,1592.682,1585,1600,12.375,372.371,21.9725
3327,1592.682,1585,1600,12.375,371.787,21.9725
3328,1591.348,1585,1600,12.375,371.203,21.8066
3329,1591.348,1585,1600,12.375,370.619,21.8066
3330,1591.348,1585,1600,12.375,370.035,21.8066
3331,1591.348,1585,1600,12.375,369.451,21.8066
3332,1590.144,1581,1600,12.625,368.867,21.6566
3333,1590.144,1581,1600,12.625,368.282,21.6566
3334,1590.144,1581,1600,12.625,367.698,21.6566
3335,1590.144,1581,1600,12.625,367.114,21.6566
3336,1588.682,1581,1596,12.375,366.53,21.4746
3337,1588.682,1581,1596,12.375,365.946,21.4746
3338,1588.682,1581,1596,12.375,365.362,21.4746
3339,1588.682,1581,1596,12.375,364.778,21.4746
3340,1587.348,1581,1596,12.375,364.194,21.3086
3341,1587.348,1581,1596,12.375,363.61,21.3086
3342,1587.348,1581,1596,12.375,363.025,21.3086
3343,1587.348,1581,1596,12.375,362.441,21.3086
3344,1586.22,1577,1596,12.5,361.857,21.1682
3345,1586.22,1577,1596,12.5,361.273,21.1682
3346,1586.22,1577,1596,12.5,360.689,21.1682
3347,1586.22,1577,1596,12.5,360.105,21.1682
3348,1584.98,1577,1592,12.5,359.521,21.0138
3349,1584.98,1577,1592,12.5,358.937,21.0138
3350,1584.98,1577,1592,12.5,358.353,21.0138
3351,1584.98,1577,1592,12.5,357.768,21.0138
3352,1583.572,1577,1592,12.125,357.184,20.8386
3353,1583.572,1577,1592,12.125,356.6,20.8386
3354,1583.572,1577,1592,12.125,356.016,20.8386
3355,1583.572,1577,1592,12.125,355.432,20.8386
3356,1582.622,1573,1592,12.25,354.848,20.7203
3357,1582.622,1573,1592,12.25,354.264,20.7203
3358,1582.622,1573,1592,12.25,353.68,20.7203
3359,1582.622,1573,1592,12.25,353.096,20.7203
3360,1581.235,1573,1588,12.25,352.511,20.5476
3361,1581.235,1573,1588,12.25,351.927,20.5476
3362,1581.235,1573,1588,12.25,351.343,20.5476
3363,1581.235,1573,1588,12.25,350.759,20.5476
3364,1580.067,1573,1588,12.125,350.175,20.4022
3365,1580.067,1573,1588,12.125,349.591,20.4022
3366,1580.067,1573,1588,12.125,349.007,20.4022
3367,1580.067,1573,1588,12.125,348.423,20.4022
3368,1578.9,1569,1588,12.5,347.839,20.257
3369,1578.9,1569,1588,12.5,347.254,20.257
3370,1578.9,1569,1588,12.5,346.67,20.257
3371,1578.9,1569,1588,12.5,346.086,20.257
3372,1577.652,1569,1584,12.375,345.502,20.1016
3373,1577.652,1569,1584,12.375,344.918,20.1016
3374,1577.652,1569,1584,12.375,344.334,20.1016
3375,1577.652,1569,1584,12.375,343.75,20.1016
3376,1576.62,1569,1584,12.5,343.166,19.9732
3377,1576.62,1569,1584,12.5,342.582,19.9732
3378,1576.62,1569,1584,12.5,341.998,19.9732
3379,1576.62,1569,1584,12.5,341.413,19.9732
3380,1575.3,1569,1584,12.5,340.829,19.8088
3381,1575.3,1569,1584,12.5,340.245,19.8088
3382,1575.3,1569,1584,12.5,339.661,19.8088
3383,1575.3,1569,1584,12.5,339.077,19.8088
3384,1574.177,1565,1584,12.375,338.493,19.669
3385,1574.177,1565,1584,12.375,337.909,19.669
3386,1574.177,1565,1584,12.375,337.325,19.669
3387,1574.177,1565,1584,12.375,336.741,19.669
3388,1572.867,1565,1580,12.25,336.156,19.506
3389,1572.867,1565,1580,12.25,335.572,19.506
3390,1572.867,1565,1580,12.25,334.988,19.506
3391,1572.867,1565,1580,12.25,334.404,19.506
3392,1571.78,1565,1580,12.5,333.82,19.3707
3393,1571.78,1565,1580,12.5,333.236,19.3707
3394,1571.78,1565,1580,12.5,332.652,19.3707
3395,1571.78,1565,1580,12.5,332.068,19.3707
3396,1570.459,1561,1580,12.25,331.484,19.2062
3397,1570.459,1561,1580,12.25,330.899,19.2062
3398,1570.459,1561,1580,12.25,330.315,19.2062
3399,1570.459,1561,1580,12.25,329.731,19.2062
3400,1569.288,1561,1576,12.375,329.147,19.0604
3401,1569.288,1561,1576,12.375,328.563,19.0604
3402,1569.288,1561,1576,12.375,327.979,19.0604
3403,1569.288,1561,1576,12.375,327.395,19.0604
3404,1568.067,1561,1576,12.125,326.811,18.9085
3405,1568.067,1561,1576,12.125,326.227,18.9085
3406,1568.067,1561,1576,12.125,325.642,18.9085
3407,1568.067,1561,1576,12.125,325.058,18.9085
3408,1566.985,1561,1576,12.375,324.474,18.7738
3409,1566.985,1561,1576,12.375,323.89,18.7738
3410,1566.985,1561,1576,12.375,323.306,18.7738
3411,1566.985,1561,1576,12.375,322.722,18.7738
3412,1565.652,1557,1572,12.375,322.138,18.6078
3413,1565.652,1557,1572,12.375,321.554,18.6078
3414,1565.652,1557,1572,12.375,320.97,18.6078
3415,1565.652,1557,1572,12.375,320.385,18.6078
3416,1564.561,1557,1572,12.375,319.801,18.472
3417,1564.561,1557,1572,12.375,319.217,18.472
3418,1564.561,1557,1572,12.375,318.633,18.472
3419,1564.561,1557,1572,12.375,318.049,18.472
3420,1563.47,1557,1572,12.375,317.465,18.3362
3421,1563.47,1557,1572,12.375,316.881,18.3362
3422,1563.47,1557,1572,12.375,316.297,18.3362
3423,1563.47,1557,1572,12.375,315.713,18.3362
3424,1562.136,1553,1568,12.375,315.128,18.1702
3425,1562.136,1553,1568,12.375,314.544,18.1702
3426,1562.136,1553,1568,12.375,313.96,18.1702
3427,1562.136,1553,1568,12.375,313.376,18.1702
3428,1560.867,1553,1568,12.25,312.792,18.0122
3429,1560.867,1553,1568,12.25,312.208,18.0122
3430,1560.867,1553,1568,12.25,311.624,18.0122
3431,1560.867,1553,1568,12.25,311.04,18.0122
3432,1559.712,1553,1568,12.375,310.456,17.8684
3433,1559.712,1553,1568,12.375,309.871,17.8684
3434,1559.712,1553,1568,12.375,309.287,17.8684
3435,1559.712,1553,1568,12.375,308.703,17.8684
3436,1558.622,1549,1568,12.25,308.119,17.7328
3437,1558.622,1549,1568,12.25,307.535,17.7328
3438,1558.622,1549,1568,12.25,306.951,17.7328
3439,1558.622,1549,1568,12.25,306.367,17.7328
3440,1557.602,1549,1564,12.25,305.783,17.6058
3441,1557.602,1549,1564,12.25,305.199,17.6058
3442,1557.602,1549,1564,12.25,304.614,17.6058
3443,1557.602,1549,1564,12.25,304.03,17.6058
3444,1556.622,1549,1564,12.25,303.446,17.4838
3445,1556.622,1549,1564,12.25,302.862,17.4838
3446,1556.622,1549,1564,12.25,302.278,17.4838
3447,1556.622,1549,1564,12.25,301.694,17.4838
3448,1555.398,1549,1564,12.25,301.11,17.3314
3449,1555.398,1549,1564,12.25,300.526,17.3314
3450,1555.398,1549,1564,12.25,299.942,17.3314
3451,1555.398,1549,1564,12.25,299.357,17.3314
3452,1554.378,1545,1564,12.25,298.773,17.2044
3453,1554.378,1545,1564,12.25,298.189,17.2044
3454,1554.378,1545,1564,12.25,297.605,17.2044
3455,1554.378,1545,1564,12.25,297.021,17.2044
3456,1553.125,1545,1560,12.0,296.437,17.0485
3457,1553.125,1545,1560,12.0,295.853,17.0485
3458,1553.125,1545,1560,12.0,295.269,17.0485
3459,1553.125,1545,1560,12.0,294.685,17.0485
3460,1552.067,1545,1560,12.125,294.1,16.9168
3461,1552.067,1545,1560,12.125,293.516,16.9168
3462,1552.067,1545,1560,12.125,292.932,16.9168
3463,1552.067,1545,1560,12.125,292.348,16.9168
3464,1551.031,1545,1560,12.25,291.764,16.7878
3465,1551.031,1545,1560,12.25,291.18,16.7878
3466,1551.031,1545,1560,12.25,290.596,16.7878
3467,1551.031,1545,1560,12.25,290.012,16.7878
3468,1549.847,1541,1556,12.25,289.428,16.6404
3469,1549.847,1541,1556,12.25,288.843,16.6404
3470,1549.847,1541,1556,12.25,288.259,16.6404
3471,1549.847,1541,1556,12.25,287.675,16.6404
3472,1548.75,1541,1556,12.0,287.091,16.5039
3473,1548.75,1541,1556,12.0,286.507,16.5039
3474,1548.75,1541,1556,12.0,285.923,16.5039
3475,1548.75,1541,1556,12.0,285.339,16.5039
3476,1547.75,1541,1556,12.0,284.755,16.3794
3477,1547.75,1541,1556,12.0,284.171,16.3794
3478,1547.75,1541,1556,12.0,283.586,16.3794
3479,1547.75,1541,1556,12.0,283.002,16.3794
3480,1546.622,1537,1556,12.25,282.418,16.239
3481,1546.622,1537,1556,12.25,281.834,16.239
3482,1546.622,1537,1556,12.25,281.25,16.239
3483,1546.622,1537,1556,12.25,280.666,16.239
3484,1545.7,1537,1552,12.5,280.082,16.1242
3485,1545.7,1537,1552,12.5,279.498,16.1242
3486,1545.7,1537,1552,12.5,278.914,16.1242
3487,1545.7,1537,1552,12.5,278.329,16.1242
3488,1544.74,1537,1552,12.5,277.745,16.0047
3489,1544.74,1537,1552,12.5,277.161,16.0047
3490,1544.74,1537,1552,12.5,276.577,16.0047
3491,1544.74,1537,1552,12.5,275.993,16.0047
3492,1543.643,1537,1552,12.25,275.409,15.8681
3493,1543.643,1537,1552,12.25,274.825,15.8681
3494,1543.643,1537,1552,12.25,274.241,15.8681
3495,1543.643,1537,1552,12.25,273.657,15.8681
3496,1542.745,1533,1552,12.25,273.072,15.7563
3497,1542.745,1533,1552,12.25,272.488,15.7563
3498,1542.745,1533,1552,12.25,271.904,15.7563
3499,1542.745,1533,1552,12.25,271.32,15.7563
3500,1541.552,1533,1548,12.125,270.736,15.6078
3501,1541.552,1533,1548,12.125,270.152,15.6078
3502,1541.552,1533,1548,12.125,269.568,15.6078
3503,1541.552,1533,1548,12.125,268.984,15.6078
3504,1540.682,1533,1548,12.375,268.4,15.4995
3505,1540.682,1533,1548,12.375,267.815,15.4995
3506,1540.682,1533,1548,12.375,267.231,15.4995
3507,1540.682,1533,1548,12.375,266.647,15.4995
3508,1539.643,1533,1548,12.25,266.063,15.3702
3509,1539.643,1533,1548,12.25,265.479,15.3702
3510,1539.643,1533,1548,12.25,264.895,15.3702
3511,1539.643,1533,1548,12.25,264.311,15.3702
3512,1538.702,1529,1548,12.375,263.727,15.2531
3513,1538.702,1529,1548,12.375,263.143,15.2531
3514,1538.702,1529,1548,12.375,262.558,15.2531
3515,1538.702,1529,1548,12.375,261.974,15.2531
3516,1537.724,1529,1544,12.25,261.39,15.1314
3517,1537.724,1529,1544,12.25,260.806,15.1314
3518,1537.724,1529,1544,12.25,260.222,15.1314
3519,1537.724,1529,1544,12.25,259.638,15.1314
3520,1536.75,1529,1544,12.0,259.054,15.0101
3521,1536.75,1529,1544,12.0,258.47,15.0101
3522,1536.75,1529,1544,12.0,257.886,15.0101
3523,1536.75,1529,1544,12.0,257.301,15.0101
3524,1535.82,1529,1544,12.125,256.717,14.8943
3525,1535.82,1529,1544,12.125,256.133,14.8943
3526,1535.82,1529,1544,12.125,255.549,14.8943
3527,1535.82,1529,1544,12.125,254.965,14.8943
3528,1534.83,1529,1544,12.125,254.381,14.7711
3529,1534.83,1529,1544,12.125,253.797,14.7711
3530,1534.83,1529,1544,12.125,253.213,14.7711
3531,1534.83,1529,1544,12.125,252.629,14.7711
3532,1533.847,1525,1540,12.25,252.044,14.6487
3533,1533.847,1525,1540,12.25,251.46,14.6487
3534,1533.847,1525,1540,12.25,250.876,14.6487
3535,1533.847,1525,1540,12.25,250.292,14.6487
3536,1532.924,1525,1540,12.375,249.708,14.5339
3537,1532.924,1525,1540,12.375,249.124,14.5339
3538,1532.924,1525,1540,12.375,248.54,14.5339
3539,1532.924,1525,1540,12.375,247.956,14.5339
3540,1531.955,1525,1540,12.375,247.372,14.4131
3541,1531.955,1525,1540,12.375,246.787,14.4131
3542,1531.955,1525,1540,12.375,246.203,14.4131
3543,1531.955,1525,1540,12.375,245.619,14.4131
3544,1530.985,1525,1540,12.375,245.035,14.2924
3545,1530.985,1525,1540,12.375,244.451,14.2924
3546,1530.985,1525,1540,12.375,243.867,14.2924
3547,1530.985,1525,1540,12.375,243.283,14.2924
3548,1530.015,1521,1536,12.375,242.699,14.1717
3549,1530.015,1521,1536,12.375,242.115,14.1717
3550,1530.015,1521,1536,12.375,241.53,14.1717
3551,1530.015,1521,1536,12.375,240.946,14.1717
3552,1529.112,1521,1536,12.25,240.362,14.0593
3553,1529.112,1521,1536,12.25,239.778,14.0593
3554,1529.112,1521,1536,12.25,239.194,14.0593
3555,1529.112,1521,1536,12.25,238.61,14.0593
3556,1528.197,1521,1536,12.375,238.026,13.9454
3557,1528.197,1521,1536,12.375,237.442,13.9454
3558,1528.197,1521,1536,12.375,236.858,13.9454
3559,1528.197,1521,1536,12.375,236.273,13.9454
3560,1527.276,1521,1536,12.25,235.689,13.8307
3561,1527.276,1521,1536,12.25,235.105,13.8307
3562,1527.276,1521,1536,12.25,234.521,13.8307
3563,1527.276,1521,1536,12.25,233.937,13.8307
3564,1526.335,1517,1536,12.125,233.353,13.7136
3565,1526.335,1517,1536,12.125,232.769,13.7136
3566,1526.335,1517,1536,12.125,232.185,13.7136
3567,1526.335,1517,1536,12.125,231.601,13.7136
3568,1525.304,1517,1532,12.125,231.016,13.5853
3569,1525.304,1517,1532,12.125,230.432,13.5853
3570,1525.304,1517,1532,12.125,229.848,13.5853
3571,1525.304,1517,1532,12.125,229.264,13.5853
3572,1524.314,1517,1532,12.125,228.68,13.4621
3573,1524.314,1517,1532,12.125,228.096,13.4621
3574,1524.314,1517,1532,12.125,227.512,13.4621
