series,row_px,centroid_col_px,run_start_col_px,run_end_col_px,weight_sum,moment_kNm,deflection_mm
ABS_ABC,2356,1538.5,1537,1540,2.637,382.524,15.2997
ABS_ABC,2357,1538.5,1537,1540,2.637,381.524,15.2997
ABS_ABC,2358,1538.5,1537,1540,2.637,380.524,15.2997
ABS_ABC,2395,1528.089,1525,1532,6.637,343.522,13.4193
ABS_ABC,2396,1528.089,1525,1532,6.637,342.522,13.4193
ABS_ABC,2397,1528.089,1525,1532,6.637,341.522,13.4193
ABS_ABC,2398,1528.089,1525,1532,6.637,340.522,13.4193
ABS_ABC,2399,1526.274,1521,1532,11.358,339.522,13.0913
ABS_ABC,2400,1526.274,1521,1532,11.358,338.521,13.0913
ABS_ABC,2401,1526.274,1521,1532,11.358,337.521,13.0913
ABS_ABC,2402,1526.274,1521,1532,11.358,336.521,13.0913
ABS_ABC,2403,1525.973,1521,1532,10.603,335.521,13.0369
ABS_ABC,2404,1525.973,1521,1532,10.603,334.521,13.0369
ABS_ABC,2405,1525.973,1521,1532,10.603,333.521,13.0369
ABS_ABC,2406,1525.973,1521,1532,10.603,332.521,13.0369
ABS_ABC,2407,1525.583,1521,1532,9.763,331.521,12.9666
ABS_ABC,2408,1525.583,1521,1532,9.763,330.521,12.9666
ABS_ABC,2409,1525.583,1521,1532,9.763,329.521,12.9666
ABS_ABC,2410,1525.583,1521,1532,9.763,328.521,12.9666
ABS_ABC,2411,1525.088,1521,1532,8.869,327.521,12.8771
ABS_ABC,2412,1525.088,1521,1532,8.869,326.521,12.8771
ABS_ABC,2413,1525.088,1521,1532,8.869,325.521,12.8771
ABS_ABC,2414,1525.088,1521,1532,8.869,324.521,12.8771
ABS_ABC,2415,1522.5,1517,1528,12.0,323.521,12.4096
ABS_ABC,2416,1522.5,1517,1528,12.0,322.521,12.4096
ABS_ABC,2417,1522.5,1517,1528,12.0,321.52,12.4096
ABS_ABC,2418,1522.5,1517,1528,12.0,320.52,12.4096
ABS_ABC,2419,1522.231,1517,1528,11.244,319.52,12.3611
ABS_ABC,2420,1522.231,1517,1528,11.244,318.52,12.3611
ABS_ABC,2421,1522.231,1517,1528,11.244,317.52,12.3611
ABS_ABC,2422,1522.231,1517,1528,11.244,316.52,12.3611
ABS_ABC,2423,1521.863,1517,1528,10.351,315.52,12.2945
ABS_ABC,2424,1521.863,1517,1528,10.351,314.52,12.2945
ABS_ABC,2425,1521.863,1517,1528,10.351,313.52,12.2945
ABS_ABC,2426,1521.863,1517,1528,10.351,312.52,12.2945
ABS_ABC,2427,1521.453,1517,1528,9.511,311.52,12.2206
ABS_ABC,2428,1521.453,1517,1528,9.511,310.52,12.2206
ABS_ABC,2429,1521.453,1517,1528,9.511,309.52,12.2206
ABS_ABC,2430,1521.453,1517,1528,9.511,308.52,12.2206
ABS_ABC,2431,1521.018,1517,1528,8.756,307.52,12.1419
ABS_ABC,2432,1521.018,1517,1528,8.756,306.52,12.1419
ABS_ABC,2433,1521.018,1517,1528,8.756,305.52,12.1419
ABS_ABC,2434,1521.018,1517,1528,8.756,304.519,12.1419
ABS_ABC,2435,1518.414,1513,1524,11.748,303.519,11.6716
ABS_ABC,2436,1518.414,1513,1524,11.748,302.519,11.6716
ABS_ABC,2437,1518.414,1513,1524,11.748,301.519,11.6716
ABS_ABC,2438,1518.414,1513,1524,11.748,300.519,11.6716
ABS_ABC,2439,1518.133,1513,1524,10.993,299.519,11.6209
ABS_ABC,2440,1518.133,1513,1524,10.993,298.519,11.6209
ABS_ABC,2441,1518.133,1513,1524,10.993,297.519,11.6209
ABS_ABC,2442,1518.133,1513,1524,10.993,296.519,11.6209
ABS_ABC,2443,1517.811,1513,1524,10.237,295.519,11.5627
ABS_ABC,2444,1517.811,1513,1524,10.237,294.519,11.5627
ABS_ABC,2445,1517.811,1513,1524,10.237,293.519,11.5627
ABS_ABC,2446,1517.811,1513,1524,10.237,292.519,11.5627
ABS_ABC,2447,1517.316,1513,1524,9.259,291.519,11.4732
ABS_ABC,2448,1517.316,1513,1524,9.259,290.519,11.4732
ABS_ABC,2449,1517.316,1513,1524,9.259,289.519,11.4732
ABS_ABC,2450,1517.316,1513,1524,9.259,288.519,11.4732
ABS_ABC,2451,1516.855,1513,1524,8.504,287.518,11.39
ABS_ABC,2452,1516.855,1513,1524,8.504,286.518,11.39
ABS_ABC,2453,1516.855,1513,1524,8.504,285.518,11.39
ABS_ABC,2454,1516.855,1513,1524,8.504,284.518,11.39
ABS_ABC,2455,1514.373,1509,1520,11.632,283.518,10.9417
ABS_ABC,2456,1514.373,1509,1520,11.632,282.518,10.9417
ABS_ABC,2457,1514.373,1509,1520,11.632,281.518,10.9417
ABS_ABC,2458,1514.373,1509,1520,11.632,280.518,10.9417
ABS_ABC,2459,1514.031,1509,1520,10.741,279.518,10.8798
ABS_ABC,2460,1514.031,1509,1520,10.741,278.518,10.8798
ABS_ABC,2461,1514.031,1509,1520,10.741,277.518,10.8798
ABS_ABC,2462,1514.031,1509,1520,10.741,276.518,10.8798
ABS_ABC,2463,1513.707,1509,1520,10.015,275.518,10.8213
ABS_ABC,2464,1513.707,1509,1520,10.015,274.518,10.8213
ABS_ABC,2465,1513.707,1509,1520,10.015,273.518,10.8213
ABS_ABC,2466,1513.707,1509,1520,10.015,272.518,10.8213
ABS_ABC,2467,1513.237,1509,1520,9.121,271.517,10.7365
ABS_ABC,2468,1513.237,1509,1520,9.121,270.517,10.7365
ABS_ABC,2469,1513.237,1509,1520,9.121,269.517,10.7365
ABS_ABC,2470,1513.237,1509,1520,9.121,268.517,10.7365
ABS_ABC,2471,1510.5,1505,1516,12.0,267.517,10.242
ABS_ABC,2472,1510.5,1505,1516,12.0,266.517,10.242
ABS_ABC,2473,1510.5,1505,1516,12.0,265.517,10.242
ABS_ABC,2474,1510.5,1505,1516,12.0,264.517,10.242
ABS_ABC,2475,1510.337,1505,1516,11.531,263.517,10.2127
ABS_ABC,2476,1510.337,1505,1516,11.531,262.517,10.2127
ABS_ABC,2477,1510.337,1505,1516,11.531,261.517,10.2127
ABS_ABC,2478,1510.337,1505,1516,11.531,260.517,10.2127
ABS_ABC,2479,1509.973,1505,1516,10.603,259.517,10.1468
ABS_ABC,2480,1509.973,1505,1516,10.603,258.517,10.1468
ABS_ABC,2481,1509.973,1505,1516,10.603,257.517,10.1468
ABS_ABC,2482,1509.973,1505,1516,10.603,256.517,10.1468
ABS_ABC,2483,1511.144,1509,1516,4.697,255.517,10.3583
ABS_ABC,2484,1511.144,1509,1516,4.697,254.516,10.3583
ABS_ABC,2485,1511.144,1509,1516,4.697,253.516,10.3583
ABS_ABC,2486,1511.144,1509,1516,4.697,252.516,10.3583
ABS_ABC,2523,1498.5,1497,1500,4.0,215.514,8.0744
ABS_ABC,2524,1498.5,1497,1500,4.0,214.514,8.0744
ABS_ABC,2525,1498.5,1497,1500,4.0,213.514,8.0744
ABS_ABC,2526,1498.5,1497,1500,4.0,212.514,8.0744
ABS_ABC,2527,1500.5,1497,1504,8.0,211.514,8.4357
ABS_ABC,2528,1500.5,1497,1504,8.0,210.514,8.4357
ABS_ABC,2529,1500.5,1497,1504,8.0,209.514,8.4357
ABS_ABC,2530,1500.5,1497,1504,8.0,208.514,8.4357
ABS_ABC,2531,1498.404,1493,1504,11.719,207.514,8.0571
ABS_ABC,2532,1498.404,1493,1504,11.719,206.514,8.0571
ABS_ABC,2533,1498.404,1493,1504,11.719,205.514,8.0571
ABS_ABC,2534,1498.404,1493,1504,11.719,204.513,8.0571
ABS_ABC,2535,1496.5,1493,1500,8.0,203.513,7.7132
ABS_ABC,2536,1496.5,1493,1500,8.0,202.513,7.7132
ABS_ABC,2537,1496.5,1493,1500,8.0,201.513,7.7132
ABS_ABC,2538,1496.5,1493,1500,8.0,200.513,7.7132
ABS_ABC,2539,1496.5,1493,1500,8.0,199.513,7.7132
ABS_ABC,2540,1496.5,1493,1500,8.0,198.513,7.7132
ABS_ABC,2541,1496.5,1493,1500,8.0,197.513,7.7132
ABS_ABC,2542,1496.5,1493,1500,8.0,196.513,7.7132
ABS_ABC,2543,1497.316,1493,1504,9.259,195.513,7.8606
ABS_ABC,2544,1497.316,1493,1504,9.259,194.513,7.8606
ABS_ABC,2545,1497.316,1493,1504,9.259,193.513,7.8606
ABS_ABC,2546,1497.316,1493,1504,9.259,192.513,7.8606
ABS_ABC,2547,1494.508,1489,1500,11.976,191.513,7.3534
ABS_ABC,2548,1494.508,1489,1500,11.976,190.513,7.3534
ABS_ABC,2549,1494.508,1489,1500,11.976,189.513,7.3534
ABS_ABC,2550,1494.508,1489,1500,11.976,188.513,7.3534
ABS_ABC,2551,1494.374,1489,1500,11.633,187.512,7.3291
ABS_ABC,2552,1494.374,1489,1500,11.633,186.512,7.3291
ABS_ABC,2553,1494.374,1489,1500,11.633,185.512,7.3291
ABS_ABC,2554,1494.374,1489,1500,11.633,184.512,7.3291
ABS_ABC,2555,1494.094,1489,1500,10.894,183.512,7.2785
ABS_ABC,2556,1494.094,1489,1500,10.894,182.512,7.2785
ABS_ABC,2557,1494.094,1489,1500,10.894,181.512,7.2785
ABS_ABC,2558,1494.094,1489,1500,10.894,180.512,7.2785
ABS_ABC,2559,1493.583,1489,1500,9.763,179.512,7.1864
ABS_ABC,2560,1493.583,1489,1500,9.763,178.512,7.1864
ABS_ABC,2561,1493.583,1489,1500,9.763,177.512,7.1864
ABS_ABC,2562,1493.583,1489,1500,9.763,176.512,7.1864
ABS_ABC,2563,1493.171,1489,1500,9.007,175.512,7.1119
ABS_ABC,2564,1493.171,1489,1500,9.007,174.512,7.1119
ABS_ABC,2565,1493.171,1489,1500,9.007,173.512,7.1119
ABS_ABC,2566,1493.171,1489,1500,9.007,172.512,7.1119
ABS_ABC,2567,1490.5,1485,1496,12.0,171.511,6.6294
ABS_ABC,2568,1490.5,1485,1496,12.0,170.511,6.6294
ABS_ABC,2569,1490.5,1485,1496,12.0,169.511,6.6294
ABS_ABC,2570,1490.5,1485,1496,12.0,168.511,6.6294
ABS_ABC,2571,1490.314,1485,1496,11.467,167.511,6.5958
ABS_ABC,2572,1490.314,1485,1496,11.467,166.511,6.5958
ABS_ABC,2573,1490.314,1485,1496,11.467,165.511,6.5958
ABS_ABC,2574,1490.314,1485,1496,11.467,164.511,6.5958
ABS_ABC,2575,1489.923,1485,1496,10.487,163.511,6.5251
ABS_ABC,2576,1489.923,1485,1496,10.487,162.511,6.5251
ABS_ABC,2577,1489.923,1485,1496,10.487,161.511,6.5251
ABS_ABC,2578,1489.923,1485,1496,10.487,160.511,6.5251
ABS_ABC,2579,1489.453,1485,1496,9.511,159.511,6.4403
ABS_ABC,2580,1489.453,1485,1496,9.511,158.511,6.4403
ABS_ABC,2581,1489.453,1485,1496,9.511,157.511,6.4403
ABS_ABC,2582,1489.453,1485,1496,9.511,156.511,6.4403
ABS_ABC,2583,1489.018,1485,1496,8.756,155.511,6.3616
ABS_ABC,2584,1489.018,1485,1496,8.756,154.51,6.3616
ABS_ABC,2585,1489.018,1485,1496,8.756,153.51,6.3616
ABS_ABC,2586,1489.018,1485,1496,8.756,152.51,6.3616
ABS_ABC,2587,1486.459,1481,1492,11.879,151.51,5.8995
ABS_ABC,2588,1486.459,1481,1492,11.879,150.51,5.8995
ABS_ABC,2589,1486.459,1481,1492,11.879,149.51,5.8995
ABS_ABC,2590,1486.459,1481,1492,11.879,148.51,5.8995
ABS_ABC,2591,1486.237,1481,1492,11.26,147.51,5.8594
ABS_ABC,2592,1486.237,1481,1492,11.26,146.51,5.8594
ABS_ABC,2593,1486.237,1481,1492,11.26,145.51,5.8594
ABS_ABC,2594,1486.237,1481,1492,11.26,144.51,5.8594
ABS_ABC,2595,1485.846,1481,1492,10.314,143.51,5.7888
ABS_ABC,2596,1485.846,1481,1492,10.314,142.51,5.7888
ABS_ABC,2597,1485.846,1481,1492,10.314,141.51,5.7888
ABS_ABC,2598,1485.846,1481,1492,10.314,140.51,5.7888
ABS_ABC,2599,1485.316,1481,1492,9.259,139.51,5.693
ABS_ABC,2600,1485.316,1481,1492,9.259,138.51,5.693
ABS_ABC,2601,1485.316,1481,1492,9.259,137.509,5.693
ABS_ABC,2602,1485.316,1481,1492,9.259,136.509,5.693
ABS_ABC,2603,1484.855,1481,1492,8.504,135.509,5.6098
ABS_ABC,2604,1484.855,1481,1492,8.504,134.509,5.6098
ABS_ABC,2605,1484.855,1481,1492,8.504,133.509,5.6098
ABS_ABC,2606,1484.855,1481,1492,8.504,132.509,5.6098
ABS_ABC,2607,1482.424,1477,1488,11.776,131.509,5.1706
ABS_ABC,2608,1482.424,1477,1488,11.776,130.509,5.1706
ABS_ABC,2609,1482.424,1477,1488,11.776,129.509,5.1706
ABS_ABC,2610,1482.424,1477,1488,11.776,128.509,5.1706
ABS_ABC,2611,1482.5,1481,1484,4.0,127.509,5.1843
ABS_ABC,2612,1482.5,1481,1484,4.0,126.509,5.1843
ABS_ABC,2613,1482.5,1481,1484,4.0,125.509,5.1843
ABS_ABC,2614,1482.5,1481,1484,4.0,124.509,5.1843
ABS_ABC,2655,1472.93,1469,1480,8.617,83.506,3.4556
ABS_ABC,2656,1472.93,1469,1480,8.617,82.506,3.4556
ABS_ABC,2657,1472.93,1469,1480,8.617,81.506,3.4556
ABS_ABC,2658,1472.93,1469,1480,8.617,80.506,3.4556
ABS_ABC,2659,1472.93,1469,1480,8.617,79.506,3.4556
ABS_ABC,2660,1472.93,1469,1480,8.617,78.506,3.4556
ABS_ABC,2661,1472.93,1469,1480,8.617,77.506,3.4556
ABS_ABC,2662,1472.93,1469,1480,8.617,76.506,3.4556
ABS_ABC,2663,1470.459,1465,1476,11.879,75.506,3.0094
ABS_ABC,2664,1470.459,1465,1476,11.879,74.506,3.0094
ABS_ABC,2665,1470.459,1465,1476,11.879,73.506,3.0094
ABS_ABC,2666,1470.459,1465,1476,11.879,72.506,3.0094
ABS_ABC,2667,1470.208,1465,1476,11.184,71.505,2.964
ABS_ABC,2668,1470.208,1465,1476,11.184,70.505,2.964
ABS_ABC,2669,1470.208,1465,1476,11.184,69.505,2.964
ABS_ABC,2670,1470.208,1465,1476,11.184,68.505,2.964
ABS_ABC,2671,1469.788,1465,1476,10.186,67.505,2.8881
ABS_ABC,2672,1469.788,1465,1476,10.186,66.505,2.8881
ABS_ABC,2673,1469.788,1465,1476,10.186,65.505,2.8881
ABS_ABC,2674,1469.788,1465,1476,10.186,64.505,2.8881
ABS_ABC,2675,1469.316,1465,1476,9.259,63.505,2.8029
ABS_ABC,2676,1469.316,1465,1476,9.259,62.505,2.8029
ABS_ABC,2677,1469.316,1465,1476,9.259,61.505,2.8029
ABS_ABC,2678,1469.316,1465,1476,9.259,60.505,2.8029
ABS_ABC,2679,1466.508,1461,1472,11.976,59.505,2.2957
ABS_ABC,2680,1466.508,1461,1472,11.976,58.505,2.2957
ABS_ABC,2681,1466.508,1461,1472,11.976,57.505,2.2957
ABS_ABC,2682,1466.508,1461,1472,11.976,56.505,2.2957
ABS_ABC,2683,1464.5,1461,1468,8.0,55.505,1.9329
ABS_ABC,2684,1464.5,1461,1468,8.0,54.504,1.9329
ABS_ABC,2685,1464.5,1461,1468,8.0,53.504,1.9329
ABS_ABC,2686,1464.5,1461,1468,8.0,52.504,1.9329
ABS_ABC,2687,1464.5,1461,1468,8.0,51.504,1.9329
ABS_ABC,2688,1464.5,1461,1468,8.0,50.504,1.9329
ABS_ABC,2689,1464.5,1461,1468,8.0,49.504,1.9329
ABS_ABC,2690,1464.5,1461,1468,8.0,48.504,1.9329
ABS_ABC,2691,1464.5,1461,1468,8.0,47.504,1.9329
ABS_ABC,2692,1464.5,1461,1468,8.0,46.504,1.9329
ABS_ABC,2693,1464.5,1461,1468,8.0,45.504,1.9329
ABS_ABC,2694,1464.5,1461,1468,8.0,44.504,1.9329
ABS_ABC,2695,1465.2,1461,1472,9.057,43.504,2.0595
ABS_ABC,2696,1465.2,1461,1472,9.057,42.504,2.0595
ABS_ABC,2697,1465.2,1461,1472,9.057,41.504,2.0595
ABS_ABC,2698,1465.2,1461,1472,9.057,40.504,2.0595
ABS_ABC,2699,1462.497,1457,1468,11.99,39.504,1.5711
ABS_ABC,2700,1462.497,1457,1468,11.99,38.504,1.5711
ABS_ABC,2701,1462.497,1457,1468,11.99,37.503,1.5711
ABS_ABC,2702,1462.497,1457,1468,11.99,36.503,1.5711
ABS_ABC,2703,1460.5,1457,1464,8.0,35.503,1.2104
ABS_ABC,2704,1460.5,1457,1464,8.0,34.503,1.2104
ABS_ABC,2705,1460.5,1457,1464,8.0,33.503,1.2104
ABS_ABC,2706,1460.5,1457,1464,8.0,32.503,1.2104
ABS_ABC,2707,1460.5,1457,1464,8.0,31.503,1.2104
ABS_ABC,2708,1460.5,1457,1464,8.0,30.503,1.2104
ABS_ABC,2709,1460.5,1457,1464,8.0,29.503,1.2104
ABS_ABC,2710,1460.5,1457,1464,8.0,28.503,1.2104
ABS_ABC,2711,1460.5,1457,1464,8.0,27.503,1.2104
ABS_ABC,2712,1460.5,1457,1464,8.0,26.503,1.2104
ABS_ABC,2713,1460.5,1457,1464,8.0,25.503,1.2104
ABS_ABC,2714,1460.5,1457,1464,8.0,24.503,1.2104
ABS_ABC,2715,1461.119,1457,1468,8.92,23.503,1.3221
ABS_ABC,2716,1461.119,1457,1468,8.92,22.503,1.3221
ABS_ABC,2717,1461.119,1457,1468,8.92,21.502,1.3221
ABS_ABC,2718,1461.119,1457,1468,8.92,20.502,1.3221
ABS_ABC,2719,1456.5,1453,1460,8.0,19.502,0.4879
ABS_ABC,2720,1456.5,1453,1460,8.0,18.502,0.4879
ABS_ABC,2721,1456.5,1453,1460,8.0,17.502,0.4879
ABS_ABC,2722,1456.5,1453,1460,8.0,16.502,0.4879
ABS_ABC,2723,1456.5,1453,1460,8.0,15.502,0.4879
ABS_ABC,2724,1456.5,1453,1460,8.0,14.502,0.4879
ABS_ABC,2725,1456.5,1453,1460,8.0,13.502,0.4879
ABS_ABC,2726,1456.5,1453,1460,8.0,12.502,0.4879
ABS_ABC,2727,1456.5,1453,1460,8.0,11.502,0.4879
ABS_ABC,2728,1456.5,1453,1460,8.0,10.502,0.4879
ABS_ABC,2729,1456.5,1453,1460,8.0,9.502,0.4879
ABS_ABC,2730,1456.5,1453,1460,8.0,8.502,0.4879
ABS_ABC,2731,1456.5,1453,1460,8.0,7.502,0.4879
ABS_ABC,2732,1456.5,1453,1460,8.0,6.502,0.4879
ABS_ABC,2733,1456.5,1453,1460,8.0,5.502,0.4879
ABS_ABC,2734,1456.5,1453,1460,8.0,4.501,0.4879
ABS_ABC,2735,1456.5,1453,1460,8.0,3.501,0.4879
ABS_ABC,2736,1456.5,1453,1460,8.0,2.501,0.4879
ABS_ABC,2737,1456.5,1453,1460,8.0,1.501,0.4879
ABS_ABC,2738,1456.5,1453,1460,8.0,0.501,0.4879
ABS_ABC,2739,1454.5,1453,1456,4.0,-0.499,0.1266
