figure,specimen,drawing_index,pdf_x_pt,pdf_y_pt,slip_in,total_load_kip
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,283.995,355.047,0.19367,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,283.995,354.299,0.19367,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,283.995,355.047,0.19367,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,283.995,354.299,0.19367,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,283.995,355.047,0.19367,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,355.047,0.1947,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,354.299,0.1947,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,355.047,0.1947,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,354.299,0.1947,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,355.047,0.1947,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,354.299,0.1947,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,355.796,0.1947,241.016
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,353.551,0.1947,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,354.299,0.1947,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,353.551,0.1947,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,354.299,0.1947,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,354.299,0.19574,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,354.299,0.1947,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,353.551,0.19574,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,284.744,352.803,0.1947,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,354.299,0.19574,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,355.047,0.19574,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,353.551,0.19574,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,354.299,0.19574,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,353.551,0.19574,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,354.299,0.19574,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,353.551,0.19574,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,355.047,0.19574,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,354.299,0.19574,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,353.551,0.19574,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,354.299,0.19574,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,285.493,352.803,0.19574,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,354.299,0.19677,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,354.299,0.19677,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,354.299,0.19677,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,354.299,0.19677,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,354.299,0.19677,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,352.803,0.19677,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,354.299,0.19677,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,355.047,0.19677,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.242,353.551,0.19677,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,352.803,0.19781,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,354.299,0.19781,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,352.803,0.19781,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,354.299,0.19781,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,354.299,0.19781,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,354.299,0.19781,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,355.047,0.19781,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,354.299,0.19781,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,355.047,0.19781,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,354.299,0.19781,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,286.991,353.551,0.19781,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,352.803,0.19884,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,354.299,0.19884,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,352.803,0.19884,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,354.299,0.19884,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,352.803,0.19884,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,354.299,0.19884,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,352.803,0.19884,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,287.74,353.551,0.19884,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,352.803,0.19987,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,352.803,0.19987,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,352.803,0.19987,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,355.047,0.19987,241.935
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,352.803,0.19987,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,354.299,0.19987,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,354.299,0.19987,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,353.551,0.19987,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,288.489,352.803,0.19987,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.055,0.20091,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.803,0.20091,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,352.055,0.20091,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.238,353.551,0.20091,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,353.551,0.20194,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,353.551,0.20194,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,353.551,0.20194,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,353.551,0.20194,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,353.551,0.20194,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,353.551,0.20194,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,289.987,352.803,0.20194,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,353.551,0.20297,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,353.551,0.20297,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,354.299,0.20297,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,353.551,0.20297,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,354.299,0.20297,242.854
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,353.551,0.20297,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,352.803,0.20297,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,290.736,353.551,0.20297,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,353.551,0.20401,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.055,0.20401,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,353.551,0.20401,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.055,0.20401,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,353.551,0.20401,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,353.551,0.20401,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,353.551,0.20401,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,353.551,0.20401,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,352.803,0.20504,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,291.485,352.803,0.20401,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,352.803,0.20504,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,353.551,0.20504,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,352.803,0.20504,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,353.551,0.20504,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,352.055,0.20504,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.234,352.803,0.20504,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.983,352.055,0.20607,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.983,352.803,0.20607,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.983,352.055,0.20607,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,292.983,352.803,0.20607,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.055,0.20711,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.803,0.20711,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.055,0.20711,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,351.306,0.20711,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.055,0.20711,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.803,0.20711,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.055,0.20711,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.803,0.20711,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.055,0.20711,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.803,0.20711,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.055,0.20711,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,293.732,352.803,0.20711,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.055,0.20814,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,351.306,0.20814,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.803,0.20814,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.055,0.20814,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.803,0.20814,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.055,0.20814,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.803,0.20814,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,294.481,352.055,0.20814,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,295.23,352.055,0.20918,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,295.23,352.803,0.20918,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,295.23,352.055,0.20918,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,295.23,352.803,0.20918,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,295.23,352.055,0.20918,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,295.979,352.055,0.21021,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.055,0.22158,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.803,0.22158,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.055,0.22158,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.803,0.22158,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.055,0.22158,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.803,0.22158,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.055,0.22158,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.803,0.22158,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,351.306,0.22158,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.055,0.22158,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.218,352.055,0.22158,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,351.306,0.22261,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.803,0.22261,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,353.551,0.22261,243.772
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.803,0.22261,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,351.306,0.22261,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,351.306,0.22261,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,351.306,0.22261,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,351.306,0.22261,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,304.967,352.055,0.22261,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.803,0.22365,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.803,0.22365,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,352.055,0.22365,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,305.716,351.306,0.22365,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,351.306,0.22468,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,351.306,0.22468,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,351.306,0.22468,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,351.306,0.22468,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,351.306,0.22468,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,351.306,0.22468,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,306.466,352.055,0.22468,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.803,0.22571,244.691
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,350.558,0.22571,247.447
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,352.055,0.22571,245.609
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.215,351.306,0.22571,246.528
Fig92_CIP_longitudinal,PO-S1-L4D-CIP,10,307.964,352.055,0.22675,245.609
